List File,15v-4-1_copy.lst
Start Time,2017-06-17  10:19:02
Sampling Time,49 sec

Count,16  of  16
Particles / ml,753

Efficiency,8.7%
PPUI,1.04

Summary Stats,Mean,Min,Max,StdDev,% CV
Area (ABD),111.03,21.24,154.95,40.45,36.43
Aspect Ratio,0.77,0.58,0.93,0.11,14.53
Ch1 Peak,0.00,0.00,0.00,0.00,0.00
Circle Fit,0.75,0.62,0.85,0.06,8.53
Circularity (Hu),0.94,0.86,0.98,0.04,3.83
Compactness,1.48,1.07,1.79,0.24,15.87
Diameter (ABD),11.61,5.20,14.05,2.65,22.81
Diameter (ESD),13.15,5.73,15.73,3.06,23.26
Elongation,2.18,1.00,3.33,0.88,40.29
Geodesic Aspect Ratio,0.55,0.30,1.00,0.26,46.86
Geodesic Length,18.60,6.25,26.74,6.47,34.78
Geodesic Thickness,8.77,6.25,11.27,1.58,18.02
Image Height,37.56,22.00,47.00,6.53,17.39
Image Width,38.56,24.00,47.00,6.42,16.64
Intensity,119.18,92.39,145.95,16.05,13.47
Length,15.21,6.92,18.57,3.44,22.61
Perimeter,54.74,24.98,69.54,13.09,23.91
Roughness,1.21,1.05,1.48,0.13,10.65
Sigma Intensity,38.82,13.81,53.35,11.24,28.95
Sum Intensity,62488.25,18513.00,99308.00,21572.41,34.52
Transparency,0.12,0.06,0.15,0.02,19.20
Volume (ABD),925.74,73.66,1450.96,423.06,45.70
Width,10.98,4.14,14.21,3.15,28.66

Filter,Count,Count %,Volume %,P/ML,PPM
2-3um,0,0.00,0.00,0.00,0.00
3-4um,0,0.00,0.00,0.00,0.00
4-5um,0,0.00,0.00,0.00,0.00
5-6um,1,6.25,0.46,47,0.00
6-7um,1,6.25,0.72,47,0.01
7-8um,0,0.00,0.00,0.00,0.00
8-9um,0,0.00,0.00,0.00,0.00
0-5um,0,0.00,0.00,0.00,0.00
5-10um,2,12.50,1.17,94,0.01
10-15um,8,50.00,45.92,377,0.47
15-20um,6,37.50,52.91,282,0.54
20-25um,0,0.00,0.00,0.00,0.00
25-30um,0,0.00,0.00,0.00,0.00
30-35um,0,0.00,0.00,0.00,0.00
35-40um,0,0.00,0.00,0.00,0.00
40-45um,0,0.00,0.00,0.00,0.00
45-50um,0,0.00,0.00,0.00,0.00
50-55um,0,0.00,0.00,0.00,0.00
55-60um,0,0.00,0.00,0.00,0.00
60-65um,0,0.00,0.00,0.00,0.00
65-70um,0,0.00,0.00,0.00,0.00
75-80um,0,0.00,0.00,0.00,0.00
80-85um,0,0.00,0.00,0.00,0.00
85-90um,0,0.00,0.00,0.00,0.00
90-95um,0,0.00,0.00,0.00,0.00
95-100um,0,0.00,0.00,0.00,0.00
9-10um,0,0.00,0.00,0.00,0.00
1-2um,0,0.00,0.00,0.00,0.00
0-1um,0,0.00,0.00,0.00,0.00

