"curve.id.list","topt.list","maxgrowth.list","z.list","w.list","a.list","b.list","rsqr.list","s.list","n.list"
"1",20.7446,1.17831,14.0847,31.303,0.362813,0.0664123,0.96285,0.0559561,6
"2",21.0645,1.2131,14.8329,30.997,0.392755,0.0619092,0.990587,0.0292783,6
"3",21.5362,1.18832,13.5286,34.6207,0.349625,0.0679887,0.991774,0.0252543,6
"4",22.3061,1.25968,-4.11254,67.0157,0.20774,0.124369,0.958187,0.0631172,6
"5",21.656,1.14085,9.6576,40.6713,0.254557,0.089024,0.968825,0.0469981,6
"6",20.9594,1.18026,14.4957,31.6435,0.386451,0.061981,0.97905,0.0415779,6
"7",22.366,1.23966,11.3061,38.6125,0.255907,0.0883276,0.997459,0.0154443,6
"8",21.7202,1.24211,13.2904,34.1146,0.310876,0.0766659,0.996903,0.0168909,6
"9",22.2685,1.29978,-12.4657,83.3802,0.231488,0.130681,0.978792,0.0456423,6
"10",21.7152,1.27432,-8.03889,74.2923,0.260624,0.12034,0.990345,0.0286773,6
"11",21.396,1.29643,37.0031,15.7844,-0.0111857,0.172198,0.964781,0.057792,6
"12",20.3842,1.04988,16.5505,32.0108,0.583004,0.0317563,0.996365,0.0146225,6
"13",21.4606,1.19095,12.3848,34.3637,0.26491,0.0852844,0.996142,0.0182182,6
"14",21.7469,1.21452,-0.0948688,58.201,0.213095,0.118131,0.983024,0.0379569,6
"15",21.312,1.24898,14.2712,30.8024,0.318801,0.0750733,0.973604,0.0530828,6
"16",20.8106,1.17265,14.8409,31.2179,0.416027,0.0573944,0.997928,0.0129237,6
"17",21.6939,1.19693,37.1605,14.3225,-0.00919371,0.164576,0.979909,0.0392001,6
"18",20.1898,1.08174,15.8036,30.2746,0.508047,0.0417758,0.956358,0.0552293,6
"19",21.6956,1.11926,15.9508,34.956,0.502693,0.0421639,0.975298,0.0408518,6
"20",20.8,1.03525,15.5129,32.6443,0.459898,0.0443384,0.991037,0.0223545,6
"21",21.2353,1.25385,11.5776,36.8739,0.327623,0.0783063,0.980178,0.040284,6
"22",21.5397,1.18,1.40089,55.386,0.226999,0.111463,0.976621,0.0418178,6
"23",21.684,1.15488,11.9662,37.4716,0.305618,0.0757606,0.987967,0.0289095,6
"24",21.5343,1.25102,36.3221,13.9593,-0.00845114,0.17404,0.976985,0.046381,6
"25",22.5334,1.22884,14.901,35.6324,0.399211,0.0588944,0.996398,0.0180398,6
"26",21.199,1.21264,13.8921,31.8401,0.326427,0.073065,0.989593,0.0308627,6
"27",21.8916,1.1705,4.44253,50.3564,0.22153,0.105935,0.906941,0.0864618,6
"28",20.9094,1.3135,13.4004,30.9464,0.308959,0.0820581,0.988919,0.0361087,6
"29",21.3277,1.21405,9.87233,38.8879,0.256771,0.0928302,0.987445,0.0320242,6
"30",21.7828,1.2234,1.40672,55.4232,0.215061,0.115523,0.953608,0.0632255,6
"31",21.3149,1.16803,17.2528,32.0845,0.608213,0.0337237,0.941884,0.0739956,6
"32",21.1023,1.25085,14.4986,30.2017,0.341121,0.0716316,0.996602,0.0188652,6
"33",21.819,1.33988,4.20623,48.9952,0.195774,0.121495,0.998703,0.0125017,6
"34",20.8069,1.14691,13.7673,31.9983,0.344331,0.0681695,0.997985,0.0124272,6
"35",21.4994,1.1881,0.970183,56.3474,0.236531,0.110286,0.967765,0.0492777,6
"36",21.3886,1.18286,12.1664,35.4454,0.289666,0.0805446,0.985942,0.0332508,6
"37",21.5472,1.21585,13.948,31.4769,0.282832,0.0800008,0.976608,0.0488741,6
"38",21.1966,1.21746,11.0798,35.7559,0.248806,0.0931204,0.989346,0.0311714,6
"39",21.1844,1.12175,11.639,35.367,0.255095,0.0861687,0.991183,0.0254965,6
"40",21.8841,1.26927,13.862,32.7268,0.297376,0.0788741,0.988009,0.0359514,6
"41",21.3351,1.17829,-3.02819,63.4447,0.231405,0.118063,0.998545,0.0105077,6
"42",21.6383,1.21575,2.03042,53.1069,0.189537,0.122311,0.969923,0.0536521,6
"43",21.6199,1.24826,9.54751,39.6253,0.2395,0.0978274,0.990205,0.029686,6
"44",22.024,1.38251,6.73695,44.5315,0.200269,0.116667,0.995822,0.0227028,6
"45",20.871,1.2174,14.4757,30.5456,0.368653,0.0664752,0.936172,0.079629,6
"46",20.851,1.14373,13.1677,33.6741,0.346498,0.0684703,0.990929,0.0249383,6
