List File,TT_inoc_5.lst
Start Time,2017-02-18  12:14:54
Sampling Time,1 min 1 sec

Count,4090
Particles / ml,159119

Efficiency,8.5%
PPUI,5.71

Summary Stats,Mean,Min,Max,StdDev,% CV
Area (ABD),104.71,19.60,1248.09,68.79,65.69
Aspect Ratio,0.74,0.25,1.00,0.12,16.25
Ch1 Peak,0.00,0.00,0.00,0.00,0.00
Circle Fit,0.70,0.00,0.94,0.12,17.08
Circularity (Hu),0.91,0.19,1.00,0.08,9.09
Compactness,1.73,1.02,9.76,0.86,49.61
Diameter (ABD),11.22,5.00,39.86,2.74,24.40
Diameter (ESD),12.92,5.55,47.75,3.41,26.39
Elongation,2.99,1.00,28.63,2.85,95.33
Geodesic Aspect Ratio,0.53,0.03,1.00,0.30,57.40
Geodesic Length,20.05,6.21,168.42,11.56,57.64
Geodesic Thickness,8.21,1.46,20.09,2.39,29.11
Image Height,37.73,21.00,117.00,7.20,19.09
Image Width,37.44,21.00,123.00,6.84,18.28
Intensity,130.41,68.98,216.90,20.71,15.88
Length,15.04,6.35,59.96,4.02,26.75
Perimeter,56.52,24.85,350.56,21.55,38.14
Roughness,1.23,1.03,3.30,0.23,18.98
Sigma Intensity,35.80,4.04,62.01,9.80,27.38
Sum Intensity,67033.79,13806.00,7.30e+005,44770.28,66.79
Transparency,0.13,0.03,0.58,0.06,46.55
Volume (ABD),902.07,65.29,33168.96,1429.35,158.45
Width,10.42,2.80,39.74,3.05,29.27

Filter,Count,Count %,Volume %,P/ML,PPM
2-3um,0,0.00,0.00,0.00,0.00
3-4um,0,0.00,0.00,0.00,0.00
4-5um,0,0.00,0.00,0.00,0.00
5-6um,1,0.02,0.00,39,0.00
6-7um,6,0.15,0.01,233,0.03
7-8um,53,1.30,0.20,2062,0.45
8-9um,108,2.64,0.60,4202,1.38
0-5um,0,0.00,0.00,0.00,0.00
5-10um,375,9.17,2.42,14589,5.54
10-15um,3078,75.26,52.33,119748,120
15-20um,509,12.44,21.39,19802,49
20-25um,66,1.61,5.86,2568,13
25-30um,21,0.51,3.82,817,8.74
30-35um,9,0.22,2.56,350,5.87
35-40um,6,0.15,2.71,233,6.21
40-45um,9,0.22,6.06,350,14
45-50um,3,0.07,2.71,117,6.20
50-55um,0,0.00,0.00,0.00,0.00
55-60um,0,0.00,0.00,0.00,0.00
60-65um,0,0.00,0.00,0.00,0.00
65-70um,0,0.00,0.00,0.00,0.00
75-80um,0,0.00,0.00,0.00,0.00
80-85um,0,0.00,0.00,0.00,0.00
85-90um,0,0.00,0.00,0.00,0.00
90-95um,0,0.00,0.00,0.00,0.00
95-100um,0,0.00,0.00,0.00,0.00
9-10um,206,5.04,1.60,8014,3.66
1-2um,0,0.00,0.00,0.00,0.00
0-1um,0,0.00,0.00,0.00,0.00

