id.number,Species.name,Study,Latitude,Longitude,Temperature,Growth.rate
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,17.5,0.277
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,17.5,0.23
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,20,0.35
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,20,0.29
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,22.5,0.32
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,22.5,0.35
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,25,0.452
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,25,0.474
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,27.5,0.576
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,27.5,0.529
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,30,0.516
35,Cochlodinium polykrikoides strain 02B2,Yamatogi (2005),32.93,128.26,30,0.474
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,10,0
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,12.5,0.076
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,12.5,0
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,15,0.181
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,15,0.181
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,17.5,0.281
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,17.5,0.329
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,20,0.362
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,20,0.395
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,22.5,0.443
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,22.5,0.395
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,25,0.514
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,25,0.529
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,27.5,0.614
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,27.5,0.543
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,30,0.51
36,Cochlodinium polykrikoides strain 03H1,Yamatogi (2005),34.31,129.24,30,0.514
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,10,0.075
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,10,0.09
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,12.5,0.13
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,12.5,0.125
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,15,0.195
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,15,0.19
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,17.5,0.25
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,17.5,0.28
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,20,0.355
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,20,0.365
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,22.5,0.39
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,22.5,0.44
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,25,0.565
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,25,0.56
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,27.5,0.615
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,27.5,0.58
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,30,0.53
37,Cochlodinium polykrikoides strain KG8-ND14,Yamatogi (2005),33.03,129.08,30,0.525
38,Conticribra guillardii clone 7-15,Guillard & Ryther (1962),39.6,-70.1,4,0.399252776
38,Conticribra guillardii clone 7-15,Guillard & Ryther (1962),39.6,-70.1,10,1.20954183
38,Conticribra guillardii clone 7-15,Guillard & Ryther (1962),39.6,-70.1,15,1.476403495
38,Conticribra guillardii clone 7-15,Guillard & Ryther (1962),39.6,-70.1,20,1.449370755
38,Conticribra guillardii clone 7-15,Guillard & Ryther (1962),39.6,-70.1,25,0.937828135
39,Corethron pennatum,Fiala & Oriol (1990),-58,62,0,0.180911414
39,Corethron pennatum,Fiala & Oriol (1990),-58,62,0,0.20655786
39,Corethron pennatum,Fiala & Oriol (1990),-58,62,2,0.163582735
39,Corethron pennatum,Fiala & Oriol (1990),-58,62,2,0.185763444
39,Corethron pennatum,Fiala & Oriol (1990),-58,62,4,0.235670041
39,Corethron pennatum,Fiala & Oriol (1990),-58,62,4,0.259930193
39,Corethron pennatum,Fiala & Oriol (1990),-58,62,6,0.104665224
39,Corethron pennatum,Fiala & Oriol (1990),-58,62,6,0.089415986
39,Corethron pennatum,Fiala & Oriol (1990),-58,62,7,0
39,Corethron pennatum,Fiala & Oriol (1990),-58,62,7,0
40,Cryptomonas sp. strain CRFI01,Renaud et al. (2002),-16.93,145.99,25,0.33
40,Cryptomonas sp. strain CRFI01,Renaud et al. (2002),-16.93,145.99,27,0.33
40,Cryptomonas sp. strain CRFI01,Renaud et al. (2002),-16.93,145.99,30,0.27
40,Cryptomonas sp. strain CRFI01,Renaud et al. (2002),-16.93,145.99,33,-0.01
41,Cryptomonas sp. strain F,Throndsen (1976),60.27,5.18,8,0.558676628
41,Cryptomonas sp. strain F,Throndsen (1976),60.27,5.18,16,0.827617734
41,Cryptomonas sp. strain F,Throndsen (1976),60.27,5.18,22,0.96624717
41,Cryptomonas sp. strain F,Throndsen (1976),60.27,5.18,25,0.754144132
42,Cylindrotheca closterium,Maddux & Jones (1964),40.44,-73.98,10,0.153185527
42,Cylindrotheca closterium,Maddux & Jones (1964),40.44,-73.98,16,0.45470455
42,Cylindrotheca closterium,Maddux & Jones (1964),40.44,-73.98,22.5,0.569766982
42,Cylindrotheca closterium,Maddux & Jones (1964),40.44,-73.98,31,0.303598465
43,Cylindrotheca closterium strain NT-6,Renaud et al. (1995),-12.48,130.8,10,-0.21
43,Cylindrotheca closterium strain NT-6,Renaud et al. (1995),-12.48,130.8,15,-0.16
43,Cylindrotheca closterium strain NT-6,Renaud et al. (1995),-12.48,130.8,20,0.38
43,Cylindrotheca closterium strain NT-6,Renaud et al. (1995),-12.48,130.8,25,0.38
43,Cylindrotheca closterium strain NT-6,Renaud et al. (1995),-12.48,130.8,30,0.31
43,Cylindrotheca closterium strain NT-6,Renaud et al. (1995),-12.48,130.8,35,0.08
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.332710647
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.408956837
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.457477139
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.34657359
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.408956837
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.464408611
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.485203026
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.395093893
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.381230949
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.311916231
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.395093893
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.415888308
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.450545667
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.34657359
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.332710647
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.395093893
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,9,0.436682724
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.637695406
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.616900991
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.637695406
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.492134498
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.693147181
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.734736011
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.831776617
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.817913673
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.797119258
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.804050729
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.540654801
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.568380688
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.700078652
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.65155835
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.609969519
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.609969519
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,12,0.644626878
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.783256314
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.790187786
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.776324842
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.644626878
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.810982201
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.804050729
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.84563956
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.810982201
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.762461899
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.720873068
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.672352765
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.824845145
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.817913673
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.810982201
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.57531216
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.797119258
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,18,0.810982201
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.429751252
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.783256314
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.776324842
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.57531216
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.547586273
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.783256314
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.838708088
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.810982201
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.762461899
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.693147181
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.471340083
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.713941596
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.810982201
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.790187786
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.388162421
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.707010124
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,25,0.804050729
44,Dactyliosolen fragilissimus,Ignatiades & Smayda (1970),41.57,-71.34,30,0.630763934
45,Detonula confervacea,Guillard & Ryther (1962),41.57,-71.34,4,0.555210892
45,Detonula confervacea,Guillard & Ryther (1962),41.57,-71.34,10,0.969712906
45,Detonula confervacea,Guillard & Ryther (1962),41.57,-71.34,15,0.546893125
45,Detonula confervacea,Guillard & Ryther (1962),41.57,-71.34,20,0
45,Detonula confervacea,Smayda (1969),41.57,-71.34,2,0.402025365
45,Detonula confervacea,Smayda (1969),41.57,-71.34,2,0.34657359
45,Detonula confervacea,Smayda (1969),41.57,-71.34,2,0.34657359
45,Detonula confervacea,Smayda (1969),41.57,-71.34,7,0.901091335
45,Detonula confervacea,Smayda (1969),41.57,-71.34,7,0.866433976
45,Detonula confervacea,Smayda (1969),41.57,-71.34,7,0.672352765
45,Detonula confervacea,Smayda (1969),41.57,-71.34,12,1.039720771
45,Detonula confervacea,Smayda (1969),41.57,-71.34,12,0.693147181
45,Detonula confervacea,Smayda (1969),41.57,-71.34,12,0.332710647
45,Detonula confervacea,Smayda (1969),41.57,-71.34,16,0
45,Detonula confervacea,Smayda (1969),41.57,-71.34,16,0
45,Detonula confervacea,Smayda (1969),41.57,-71.34,16,0
46,Detonula confervacea,Suzuki & Takahashi (1995),44.14,143.79,-1.8,0.336
46,Detonula confervacea,Suzuki & Takahashi (1995),44.14,143.79,0,0.595
46,Detonula confervacea,Suzuki & Takahashi (1995),44.14,143.79,2,0.623
46,Detonula confervacea,Suzuki & Takahashi (1995),44.14,143.79,5,0.781
46,Detonula confervacea,Suzuki & Takahashi (1995),44.14,143.79,10,0.89
46,Detonula confervacea,Suzuki & Takahashi (1995),44.14,143.79,15,0
47,Dunaliella tertiolecta strain CCAP 19/6B,Reay et al. (1999),59.5,10.6,10,0.63
47,Dunaliella tertiolecta strain CCAP 19/6B,Reay et al. (1999),59.5,10.6,10,0.812
47,Dunaliella tertiolecta strain CCAP 19/6B,Reay et al. (1999),59.5,10.6,15,1.33
47,Dunaliella tertiolecta strain CCAP 19/6B,Reay et al. (1999),59.5,10.6,15,0.826
47,Dunaliella tertiolecta strain CCAP 19/6B,Reay et al. (1999),59.5,10.6,20,1.4
47,Dunaliella tertiolecta strain CCAP 19/6B,Reay et al. (1999),59.5,10.6,20,1.218
47,Dunaliella tertiolecta strain CCAP 19/6B,Reay et al. (1999),59.5,10.6,25,1.092
47,Dunaliella tertiolecta strain CCAP 19/6B,Reay et al. (1999),59.5,10.6,25,0.952
48,Emiliania huxleyi,Rhodes et al. (1995),-46.98,168.12,10,0
48,Emiliania huxleyi,Rhodes et al. (1995),-46.98,168.12,15,0.544120537
48,Emiliania huxleyi,Rhodes et al. (1995),-46.98,168.12,20,0.97595123
48,Emiliania huxleyi,Rhodes et al. (1995),-46.98,168.12,25,0.970406053
48,Emiliania huxleyi,Rhodes et al. (1995),-46.98,168.12,30,0
49,Emiliania huxleyi clone M,Mjaaland (1956),66,2,5,0
49,Emiliania huxleyi clone M,Mjaaland (1956),66,2,7,0
49,Emiliania huxleyi clone M,Mjaaland (1956),66,2,10,0.140708878
49,Emiliania huxleyi clone M,Mjaaland (1956),66,2,15,0.262702781
49,Emiliania huxleyi clone M,Mjaaland (1956),66,2,20,0.493520793
49,Emiliania huxleyi clone M,Mjaaland (1956),66,2,25,0.355584504
50,Emiliania huxleyi R strain TQ26,Buitenhuis et al. (2008),-42.18,169.5,6,0.32
50,Emiliania huxleyi R strain TQ26,Buitenhuis et al. (2008),-42.18,169.5,9,0.226
50,Emiliania huxleyi R strain TQ26,Buitenhuis et al. (2008),-42.18,169.5,12,0.681
50,Emiliania huxleyi R strain TQ26,Buitenhuis et al. (2008),-42.18,169.5,15,0.97
50,Emiliania huxleyi R strain TQ26,Buitenhuis et al. (2008),-42.18,169.5,20,1.377
50,Emiliania huxleyi R strain TQ26,Buitenhuis et al. (2008),-42.18,169.5,25,0.813
51,Emiliania huxleyi strain B92/21,Conte et al. (1998),60.43,5.63,6,0.355584504
51,Emiliania huxleyi strain B92/21,Conte et al. (1998),60.43,5.63,9,0.510849472
51,Emiliania huxleyi strain B92/21,Conte et al. (1998),60.43,5.63,12,0.560062922
51,Emiliania huxleyi strain B92/21,Conte et al. (1998),60.43,5.63,15,0.71532789
51,Emiliania huxleyi strain B92/21,Conte et al. (1998),60.43,5.63,18,0.94891849
51,Emiliania huxleyi strain B92/21,Conte et al. (1998),60.43,5.63,21,0.916340573
51,Emiliania huxleyi strain B92/21,Conte et al. (1998),60.43,5.63,24,0.801278141
51,Emiliania huxleyi strain B92/21,Conte et al. (1998),60.43,5.63,27,0
52,Emiliania huxleyi strain CCMP373,Watabe & Wilbur (1966),32.17,-64.5,7,0.269634253
52,Emiliania huxleyi strain CCMP373,Watabe & Wilbur (1966),32.17,-64.5,18,0.882376361
52,Emiliania huxleyi strain CCMP373,Watabe & Wilbur (1966),32.17,-64.5,24,0.875444889
52,Emiliania huxleyi strain CCMP373,Watabe & Wilbur (1966),32.17,-64.5,27,0.451931962
53,Emiliania huxleyi strain G1779Ga,Conte et al. (1998),60,-20,6,0.253691868
53,Emiliania huxleyi strain G1779Ga,Conte et al. (1998),60,-20,9,0.429058105
53,Emiliania huxleyi strain G1779Ga,Conte et al. (1998),60,-20,12,0.625911904
53,Emiliania huxleyi strain G1779Ga,Conte et al. (1998),60,-20,18,0.928124075
53,Emiliania huxleyi strain G1779Ga,Conte et al. (1998),60,-20,21,1.21439386
53,Emiliania huxleyi strain G1779Ga,Conte et al. (1998),60,-20,24,1.087547926
53,Emiliania huxleyi strain G1779Ga,Conte et al. (1998),60,-20,27,0.830390322
54,"Emiliania huxleyi strain M181, Bigelow 1A1",Conte et al. (1998),32,-62,9,0.171207354
54,"Emiliania huxleyi strain M181, Bigelow 1A1",Conte et al. (1998),32,-62,12,0.355584504
54,"Emiliania huxleyi strain M181, Bigelow 1A1",Conte et al. (1998),32,-62,15,0.498372823
54,"Emiliania huxleyi strain M181, Bigelow 1A1",Conte et al. (1998),32,-62,18,0.653637791
54,"Emiliania huxleyi strain M181, Bigelow 1A1",Conte et al. (1998),32,-62,21,0.870592859
54,"Emiliania huxleyi strain M181, Bigelow 1A1",Conte et al. (1998),32,-62,24,1.014074325
54,"Emiliania huxleyi strain M181, Bigelow 1A1",Conte et al. (1998),32,-62,27,0.838708088
55,Emiliania huxleyi strain S. Africa,Conte et al. (1998),-29.82,31.02,9,0
55,Emiliania huxleyi strain S. Africa,Conte et al. (1998),-29.82,31.02,12,0.304291612
55,Emiliania huxleyi strain S. Africa,Conte et al. (1998),-29.82,31.02,15,0.419354044
55,Emiliania huxleyi strain S. Africa,Conte et al. (1998),-29.82,31.02,18,0.649478908
55,Emiliania huxleyi strain S. Africa,Conte et al. (1998),-29.82,31.02,21,0.805437024
55,Emiliania huxleyi strain S. Africa,Conte et al. (1998),-29.82,31.02,24,0.879603772
55,Emiliania huxleyi strain S. Africa,Conte et al. (1998),-29.82,31.02,27,0.850491591
55,Emiliania huxleyi strain S. Africa,Conte et al. (1998),-29.82,31.02,27,0.607890077
56,Emiliania huxleyi strain Van556,Conte et al. (1998),49.67,-144.67,6,0.54827942
56,Emiliania huxleyi strain Van556,Conte et al. (1998),49.67,-144.67,9,0.633536523
56,Emiliania huxleyi strain Van556,Conte et al. (1998),49.67,-144.67,12,0.660569263
56,Emiliania huxleyi strain Van556,Conte et al. (1998),49.67,-144.67,18,0.756916721
56,Emiliania huxleyi strain Van556,Conte et al. (1998),49.67,-144.67,24,0.58501622
56,Emiliania huxleyi strain Van556,Conte et al. (1998),49.67,-144.67,27,0.005545177
57,Eucampia zodiacus,Nishikawa & Yamaguchi (2006),34.5,134.58,8,0.984
57,Eucampia zodiacus,Nishikawa & Yamaguchi (2006),34.5,134.58,9,1.06
57,Eucampia zodiacus,Nishikawa & Yamaguchi (2006),34.5,134.58,12.5,1.36
57,Eucampia zodiacus,Nishikawa & Yamaguchi (2006),34.5,134.58,15,1.83
57,Eucampia zodiacus,Nishikawa & Yamaguchi (2006),34.5,134.58,20,3.08
57,Eucampia zodiacus,Nishikawa & Yamaguchi (2006),34.5,134.58,25,3.02
58,Eutreptiella gymnastica,Throndsen (1976),59.45,10.52,5,0.619673579
58,Eutreptiella gymnastica,Throndsen (1976),59.45,10.52,10,1.104876606
58,Eutreptiella gymnastica,Throndsen (1976),59.45,10.52,15,1.301730405
58,Eutreptiella gymnastica,Throndsen (1976),59.45,10.52,20,1.524923797
58,Eutreptiella gymnastica,Throndsen (1976),59.45,10.52,25,0.679977384
59,Fibrocapsa japonica,Khan (1996),53.33,5.42,10,0.229431717
59,Fibrocapsa japonica,Khan (1996),53.33,5.42,15,0.434603282
59,Fibrocapsa japonica,Khan (1996),53.33,5.42,20,0.454011403
59,Fibrocapsa japonica,Khan (1996),53.33,5.42,25,0.460942875
59,Fibrocapsa japonica,Khan (1996),53.33,5.42,30,0.275179431
60,Fibrocapsa japonica strain CAWR-19,de Boer et al. (2005),-41.27,174.85,6,0
60,Fibrocapsa japonica strain CAWR-19,de Boer et al. (2005),-41.27,174.85,9.5,0.114
60,Fibrocapsa japonica strain CAWR-19,de Boer et al. (2005),-41.27,174.85,12.5,0.183
60,Fibrocapsa japonica strain CAWR-19,de Boer et al. (2005),-41.27,174.85,16.5,0.239
60,Fibrocapsa japonica strain CAWR-19,de Boer et al. (2005),-41.27,174.85,21,0.289
60,Fibrocapsa japonica strain CAWR-19,de Boer et al. (2005),-41.27,174.85,24.5,0.305
60,Fibrocapsa japonica strain CAWR-19,de Boer et al. (2005),-41.27,174.85,27.5,0.254
60,Fibrocapsa japonica strain CAWR-19,de Boer et al. (2005),-41.27,174.85,29,0.266
60,Fibrocapsa japonica strain CAWR-19,de Boer et al. (2005),-41.27,174.85,32,0.105
60,Fibrocapsa japonica strain CAWR-19,de Boer et al. (2005),-41.27,174.85,35,0
61,Fibrocapsa japonica strain CCRuG-C13,de Boer et al. (2005),54.12,8.86,9.5,0
61,Fibrocapsa japonica strain CCRuG-C13,de Boer et al. (2005),54.12,8.86,12.5,0.188
61,Fibrocapsa japonica strain CCRuG-C13,de Boer et al. (2005),54.12,8.86,16.5,0.317
61,Fibrocapsa japonica strain CCRuG-C13,de Boer et al. (2005),54.12,8.86,21,0.361
61,Fibrocapsa japonica strain CCRuG-C13,de Boer et al. (2005),54.12,8.86,24.5,0.403
61,Fibrocapsa japonica strain CCRuG-C13,de Boer et al. (2005),54.12,8.86,27.5,0.313
61,Fibrocapsa japonica strain CCRuG-C13,de Boer et al. (2005),54.12,8.86,29,0.302
61,Fibrocapsa japonica strain CCRuG-C13,de Boer et al. (2005),54.12,8.86,32,0
62,Fibrocapsa japonica strain CS-332,de Boer et al. (2005),34.3,134.25,9.5,0
62,Fibrocapsa japonica strain CS-332,de Boer et al. (2005),34.3,134.25,12.5,0.086
62,Fibrocapsa japonica strain CS-332,de Boer et al. (2005),34.3,134.25,16.5,0.216
62,Fibrocapsa japonica strain CS-332,de Boer et al. (2005),34.3,134.25,21,0.344
62,Fibrocapsa japonica strain CS-332,de Boer et al. (2005),34.3,134.25,24.5,0.355
62,Fibrocapsa japonica strain CS-332,de Boer et al. (2005),34.3,134.25,27.5,0.227
62,Fibrocapsa japonica strain CS-332,de Boer et al. (2005),34.3,134.25,29,0.169
62,Fibrocapsa japonica strain CS-332,de Boer et al. (2005),34.3,134.25,32,0
63,Fragilariopsis cylindrus,Fiala & Oriol (1990),-58,62,0,0.539961654
63,Fragilariopsis cylindrus,Fiala & Oriol (1990),-58,62,0,0.491441351
63,Fragilariopsis cylindrus,Fiala & Oriol (1990),-58,62,3,0.491441351
63,Fragilariopsis cylindrus,Fiala & Oriol (1990),-58,62,3,0.44985252
63,Fragilariopsis cylindrus,Fiala & Oriol (1990),-58,62,5,0.539961654
63,Fragilariopsis cylindrus,Fiala & Oriol (1990),-58,62,5,0.590561398
63,Fragilariopsis cylindrus,Fiala & Oriol (1990),-58,62,7,0.381924096
63,Fragilariopsis cylindrus,Fiala & Oriol (1990),-58,62,7,0.465794905
63,Fragilariopsis cylindrus,Fiala & Oriol (1990),-58,62,9,0.394400746
63,Fragilariopsis cylindrus,Fiala & Oriol (1990),-58,62,9,0.465794905
63,Fragilariopsis cylindrus,Fiala & Oriol (1990),-58,62,10,0
63,Fragilariopsis cylindrus,Fiala & Oriol (1990),-58,62,10,0
64,Fragilariopsis kerguelensis,Fiala & Oriol (1990),-58,62,0,0.377765213
64,Fragilariopsis kerguelensis,Fiala & Oriol (1990),-58,62,0,0.389548715
64,Fragilariopsis kerguelensis,Fiala & Oriol (1990),-58,62,3,0.401332218
64,Fragilariopsis kerguelensis,Fiala & Oriol (1990),-58,62,3,0.437375871
64,Fragilariopsis kerguelensis,Fiala & Oriol (1990),-58,62,4,0.492134498
64,Fragilariopsis kerguelensis,Fiala & Oriol (1990),-58,62,4,0.540654801
64,Fragilariopsis kerguelensis,Fiala & Oriol (1990),-58,62,7,0.252305574
64,Fragilariopsis kerguelensis,Fiala & Oriol (1990),-58,62,7,0.204478418
64,Fragilariopsis kerguelensis,Fiala & Oriol (1990),-58,62,8,0
64,Fragilariopsis kerguelensis,Fiala & Oriol (1990),-58,62,8,0
65,"Gephyrocapsa oceanica strain AB1, CAWPOT",Conte et al. (1998),-36.3,174.81,9,0
65,"Gephyrocapsa oceanica strain AB1, CAWPOT",Conte et al. (1998),-36.3,174.81,12,0.429751252
65,"Gephyrocapsa oceanica strain AB1, CAWPOT",Conte et al. (1998),-36.3,174.81,15,0.469260641
65,"Gephyrocapsa oceanica strain AB1, CAWPOT",Conte et al. (1998),-36.3,174.81,18,0.814447937
65,"Gephyrocapsa oceanica strain AB1, CAWPOT",Conte et al. (1998),-36.3,174.81,21,0.883069508
