curve_id,curve.id.list,temperature_min,temperature_max
1,1,0.13600000000000012,29.064
2,2,1.1680000000000001,30.543
3,3,-0.5949999999999998,29.938000000000002
4,4,-1.495,32.125
5,5,-2.179,29.738
7,7,-1.552,29.546
8,8,-1.113,32.244
13,13,-0.859,28.773000000000003
14,14,-2.874,-2.8649999999999998
19,19,-0.9969999999999999,30.747999999999998
27,27,-0.6180000000000003,32.222
33,33,-4.7219999999999995,30.355000000000004
34,34,-1.294,31.211
35,35,-1.694,31.869
40,40,-0.952,29.281
41,41,-4.3870000000000005,29.837000000000003
43,43,-2.895,-2.886
44,44,-4.23,29.72
46,46,-0.7350000000000003,30.552999999999997
47,47,0.24600000000000044,32.03
48,48,0.9820000000000002,29.253999999999998
50,50,-4.665,30.511000000000003
52,52,-4.975,29.357
53,53,-1.778,29.782000000000004
54,54,-3.4749999999999996,29.643
55,55,-0.9610000000000003,29.423000000000002
56,56,-0.585,31.026000000000003
58,58,0.7830000000000004,33.884
60,60,0.6120000000000001,30.217
62,62,-0.3929999999999998,30.599000000000004
63,63,-3.7199999999999998,29.546
64,64,-2.508,31.238999999999997
65,65,0.6980000000000004,36.805
66,66,-2.531,30.103
68,68,-4.446,-4.437
76,76,0.4530000000000003,32.509
80,80,-3.016,31.076
82,82,-2.2039999999999997,30.729
84,84,-3.1109999999999998,-3.102
88,88,-2.3609999999999998,-2.352
90,90,-1.2119999999999997,30.871000000000002
93,93,-2.552,31.848
107,107,-2.162,29.869
108,108,-2.781,30.474000000000004
116,116,-0.8460000000000001,29.683999999999997
117,117,-0.2400000000000002,29.258000000000003
118,118,-0.13900000000000023,30.794000000000004
120,120,-1.717,29.613999999999997
124,124,-1.0979999999999999,29.822000000000003
125,125,-0.532,30.329
127,127,-0.7130000000000001,29.875
132,132,-3.282,30.139000000000003
133,133,-2.128,30.107
137,137,1.2250000000000005,30.736000000000004
141,141,0.9359999999999999,30.209000000000003
142,142,-2.614,29.497
143,143,-0.47199999999999953,30.602000000000004
144,144,-1.568,30.064
145,145,-3.344,30.284
146,146,-3.136,-3.127
148,148,-2.176,32.313
150,150,-3.618,29.653
151,151,-0.8890000000000002,30.215000000000003
152,152,-3.668,30.22
153,153,-1.1879999999999997,29.292
154,154,-0.29300000000000015,30.714
155,155,0.18100000000000005,31.246000000000002
156,156,-2.3409999999999997,29.558
158,158,-2.959,31.277
160,160,-0.625,30.817
162,162,1.1660000000000004,31.613999999999997
163,163,-2.139,29.497999999999998
167,167,-4.582,-4.573
168,168,-3.815,30.474000000000004
172,172,-3.0460000000000003,30.067999999999998
175,175,-3.985,30.973
177,177,-2.681,29.832
178,178,-4.28,29.331000000000003
179,179,0.34499999999999975,33.416000000000004
180,180,-2.475,29.547000000000004
184,184,-1.463,30.573
188,188,0.0600000000000005,29.689
190,190,-3.933,-3.924
191,191,-1.221,31.346000000000004
194,194,-0.9050000000000002,31.688000000000002
195,195,-0.5170000000000003,31.675000000000004
196,196,-3.7640000000000002,29.476
197,197,-1.0589999999999997,29.682000000000002
200,200,0.0680000000000005,33.44
201,201,-1.4289999999999998,31.581000000000003
205,205,-0.6879999999999997,30.608000000000004
207,207,-3.3819999999999997,29.407000000000004
216,216,0.28500000000000014,30.049
217,217,-1.9659999999999997,30.259999999999998
219,219,-1.157,29.270000000000003
223,223,-4.116,-4.107
224,224,1.3639999999999999,33.797000000000004
227,227,-3.174,29.377000000000002
229,229,-0.2370000000000001,29.990000000000002
232,232,-3.597,29.287
233,233,0.6349999999999998,29.328000000000003
235,235,-4.308,29.887999999999998
238,238,-2.193,30.514000000000003
241,241,-2.364,-2.355
245,245,-0.8719999999999999,30.195
246,246,-1.262,29.843000000000004
250,250,-3.492,-3.4829999999999997
252,252,-4.214,30.716
253,253,-1.846,30.316000000000003
254,254,-3.8819999999999997,30.205
258,258,-2.92,30.744
260,260,-1.1560000000000001,29.811999999999998
261,261,1.2000000000000002,30.852000000000004
262,262,-1.9299999999999997,30.142000000000003
263,263,-4.607,29.914
270,270,-2.4859999999999998,29.42
271,271,-0.4219999999999997,28.916000000000004
