curve_id,curve.id.list,temperature_min,temperature_max
276,276,-0.18100000000000005,30.217
277,277,-1.21,30.954
278,278,-2.812,-2.803
279,279,-1.1639999999999997,30.28
280,280,-3.987,-3.9779999999999998
281,281,-0.6150000000000002,29.616
282,282,-2.922,29.453000000000003
285,285,-2.781,-2.772
289,289,-0.28200000000000003,31.453000000000003
290,290,0.4800000000000004,30.238999999999997
292,292,1.3410000000000002,31.279000000000003
294,294,-0.9669999999999996,30.644
295,295,-2.746,29.671
296,296,0.4270000000000005,29.67
301,301,-0.07000000000000028,30.865000000000002
302,302,-3.9459999999999997,31.033
305,305,-3.123,30.075000000000003
310,310,-0.038000000000000256,30.104
312,312,-0.0940000000000003,30.512999999999998
317,317,-0.8760000000000003,30.634
318,318,-1.939,32.194
319,319,-1.366,31.226
325,325,-0.2939999999999996,29.294000000000004
330,330,-0.42900000000000027,30.261000000000003
338,338,-1.6280000000000001,29.308
339,339,0.867,29.195999999999998
340,340,-2.315,31.055
341,341,0.07699999999999996,30.829
344,344,-1.403,33.473
345,345,0.6290000000000004,30.953000000000003
346,346,-3.5069999999999997,29.204
347,347,-1.0669999999999997,30.395000000000003
350,350,0.9660000000000002,32.784
351,351,-0.5579999999999998,29.531
352,352,-3,-2.991
356,356,-3.6719999999999997,29.296
357,357,-4.4399999999999995,-4.431
361,361,0.0600000000000005,30.914
362,362,0.10400000000000009,30.924
363,363,-2.651,29.418
364,364,0.5949999999999998,30.933
367,367,-2.439,29.313000000000002
369,369,1.0739999999999998,31.07
370,370,-1.2919999999999998,30.4
375,375,-0.6349999999999998,28.872
378,378,0.28200000000000003,30.436
380,380,-2.3489999999999998,-2.34
382,382,-2.18,30.349000000000004
383,383,-2.554,31.186
386,386,-0.2030000000000003,29.950000000000003
387,387,1.4969999999999999,30.884999999999998
390,390,-4.531,29.593000000000004
392,392,-0.6470000000000002,29.054000000000002
395,395,-0.8970000000000002,29.878
397,397,-2.409,29.985
399,399,-0.891,30.96
404,404,-3.493,-3.484
405,405,-2.648,30.514000000000003
409,409,-1.178,30.195
410,410,-2.084,33.891
411,411,-1.1749999999999998,31.394
413,413,-0.5590000000000002,31.164
414,414,-0.6959999999999997,29.750999999999998
415,415,-1.392,33.234
416,416,-0.4169999999999998,32.547000000000004
422,422,-2.363,32.764
426,426,-4.752,29.389000000000003
428,428,1.367,31.747999999999998
431,431,-1.7890000000000001,-1.7799999999999998
432,432,-2.016,30.394
433,433,-0.5289999999999999,30.785000000000004
434,434,-2.033,-2.024
436,436,-4.203,29.878
438,438,0.17300000000000004,29.909
439,439,-0.7409999999999997,30.415
440,440,0.274,30.238999999999997
441,441,-0.004999999999999893,32.275
442,442,1.2460000000000004,29.651000000000003
443,443,0.3639999999999999,29.484
444,444,-3.221,29.503
445,445,-1.374,30.895000000000003
450,450,-0.2240000000000002,31.156
451,451,-4.51,29.85
453,453,-0.42100000000000026,31.137999999999998
454,454,-0.3799999999999999,30.444000000000003
456,456,-1.21,30.351
463,463,0.17300000000000004,32.056
465,465,-1.13,29.314
467,467,-4.256,-4.247
469,469,1.46,31.047000000000004
470,470,-0.9660000000000002,30.112000000000002
473,473,-0.23299999999999965,31.558
474,474,-2.8529999999999998,29.232
480,480,-1.718,29.227000000000004
481,481,-0.6550000000000002,29.439
483,483,-0.04999999999999982,29.799
484,484,-1.8679999999999999,29.259999999999998
485,485,-4.308,-4.2989999999999995
487,487,-1.666,29.908
488,488,-1.02,30.599000000000004
490,490,-2.631,30.289
492,492,-0.5229999999999997,30.962000000000003
497,497,-2.223,29.456000000000003
500,500,-2.039,30.378999999999998
501,501,-2.7439999999999998,29.916000000000004
502,502,-1.838,29.58
504,504,-0.9039999999999999,31.590000000000003
508,508,-0.48099999999999987,29.948
513,513,-4.249,-4.24
516,516,-2.807,29.945999999999998
518,518,0.859,32.238
519,519,-1.911,29.904000000000003
520,520,0.7010000000000005,28.755000000000003
521,521,0.44599999999999973,30.361000000000004
523,523,0.2549999999999999,33.805
527,527,-4.509,28.881999999999998
530,530,0.09700000000000042,29.314
532,532,-0.6280000000000001,29.433
533,533,-0.8229999999999995,30.230000000000004
534,534,0.5979999999999999,34.14
535,535,0.11500000000000021,30.161
536,536,0.13100000000000023,29.505000000000003
538,538,-2.813,30.387
541,541,-2.739,29.344
544,544,-0.5700000000000003,29.494
546,546,-0.6929999999999996,29.828000000000003
547,547,0.44599999999999973,32.201
548,548,-0.7389999999999999,29.735
549,549,-1.1560000000000001,29.454
552,552,-2.797,30.094
553,553,-0.9850000000000003,29.863
555,555,-2.629,30.750999999999998
556,556,-0.548,29.503999999999998
559,559,-1.8369999999999997,30.810000000000002
561,561,-0.10299999999999976,30.439999999999998
562,562,-1.375,29.279000000000003
563,563,-3.815,-3.806
565,565,-3.37,30.560000000000002
568,568,-0.030999999999999694,29.679000000000002
571,571,-1.278,29.861000000000004
572,572,0.3550000000000004,31.719
573,573,-2.621,30.173000000000002
574,574,-4.306,-4.297
576,576,1.0099999999999998,31.075000000000003
577,577,2.0760000000000005,29.773000000000003
581,581,0.8780000000000001,30.634
582,582,-1.3780000000000001,30.473
583,583,-3.9459999999999997,29.677999999999997
584,584,-2.37,29.963
586,586,-2.233,30.747
588,588,-1.6029999999999998,30.525
590,590,-1.6059999999999999,30.855000000000004
591,591,0.1429999999999998,31.570999999999998
594,594,-1.214,32.356
595,595,-2.567,-2.558
597,597,1.2640000000000002,31.216
598,598,-0.11599999999999966,31.875999999999998
599,599,-0.9909999999999997,30.231
600,600,-0.9370000000000003,30.234
601,601,0.030999999999999694,31.165
602,602,-2.574,31.28
603,603,0.1850000000000005,29.468000000000004
604,604,-2.4779999999999998,31.467
607,607,-0.8440000000000003,30.083
611,611,1.3150000000000004,31.307000000000002
613,613,-0.14400000000000013,30.761000000000003
616,616,-4.4399999999999995,30.625
618,618,1.3710000000000004,31.188000000000002
619,619,-1.04,29.163000000000004
622,622,-1.783,30.697000000000003
623,623,1.0350000000000001,33.168
624,624,-4.207,30.018
625,625,-0.5439999999999996,29.637999999999998
627,627,-3.469,29.765
632,632,-1.8649999999999998,29.180999999999997
634,634,-3.925,29.022
636,636,0.04300000000000015,30.322000000000003
637,637,-1.495,30.42
639,639,0.13600000000000012,29.236000000000004
640,640,0.027000000000000135,31.354
641,641,0.3819999999999997,29.677
642,642,-3.013,30.252000000000002
643,643,-0.3810000000000002,30.131999999999998
644,644,-0.2859999999999996,30.060000000000002
645,645,-0.8879999999999999,30.195
647,647,0.15700000000000003,30.536
648,648,-3.607,-3.598
649,649,-2.267,32.785000000000004
650,650,-3.005,30.192
651,651,-2.1919999999999997,29.955
652,652,-3.627,29.872
658,658,-1.7839999999999998,30.503999999999998
662,662,-3.92,29.741999999999997
663,663,-1.3239999999999998,29.542
664,664,-0.9470000000000001,33.428
666,666,-1.7599999999999998,29.029000000000003
668,668,-3.2439999999999998,29.662
673,673,-0.11599999999999966,31.215000000000003
676,676,-0.9379999999999997,29.764000000000003
677,677,-1.8039999999999998,30.991999999999997
679,679,0.06200000000000028,29.378
680,680,-3.831,30.401000000000003
681,681,-3.6550000000000002,28.984
683,683,-1.318,29.927999999999997
686,686,-2.129,30.326
687,687,-3.107,30.852000000000004
694,694,0.42100000000000026,32.065
696,696,-3.94,-3.931
702,702,-2.985,29.578000000000003
703,703,-4.019,30.433999999999997
709,709,-4.911,-4.902
711,711,-3.723,29.611000000000004
715,715,0.7130000000000001,29.205
716,716,-2.183,29.792
717,717,-1.5139999999999998,30.410000000000004
718,718,-0.633,34.842
719,719,-3.864,-3.855
720,720,-2.9859999999999998,29.522
723,723,-3.878,30.804000000000002
729,729,-1.0859999999999999,30.152
730,730,-0.8730000000000002,29.064999999999998
736,736,0.8230000000000004,31.839
739,739,-3.5309999999999997,29.692999999999998
741,741,-1.645,29.162
744,744,-3.1719999999999997,30.039
746,746,-1.2719999999999998,29.981
747,747,0.3330000000000002,30.075000000000003
749,749,-0.9089999999999998,30.828000000000003
751,751,-0.24099999999999966,32.079
754,754,-2.332,30.948
757,757,-4.323,-4.314
761,761,-2.011,30.744999999999997
763,763,-4.045,-4.036
764,764,-0.6289999999999996,30.695999999999998
769,769,-4.574,29.169000000000004
774,774,-0.36599999999999966,30.061
776,776,-1.5,29.848
777,777,-1.088,30.307000000000002
784,784,-1.375,30.542
785,785,-1.5350000000000001,31.143
786,786,-4.066,28.842
793,793,-0.09499999999999975,33.065
797,797,-1.2559999999999998,29.422000000000004
798,798,-0.8029999999999999,30.108000000000004
799,799,-3.807,-3.798
802,802,0.4139999999999997,32.005
803,803,0.1379999999999999,29.939999999999998
804,804,-2.726,30.308
807,807,-0.5869999999999997,31.279000000000003
811,811,-3.665,31.889000000000003
815,815,-2.157,29.628
820,820,-1.52,30.436999999999998
821,821,0.9820000000000002,29.840000000000003
822,822,-4.733,31.225
823,823,-3.432,-3.423
824,824,0.17499999999999982,30.973
826,826,-0.38900000000000023,33.114000000000004
827,827,-2.07,31.278
828,828,-1.8769999999999998,29.982
829,829,-2.932,29.844
831,831,-1.1389999999999998,32.879
832,832,-0.7759999999999998,30.861000000000004
834,834,-0.9530000000000003,29.109
836,836,-0.5640000000000001,30.816000000000003
837,837,0.12100000000000044,29.804000000000002
839,839,-0.6970000000000001,30.384
841,841,-0.17799999999999994,32.079
842,842,-0.7089999999999996,31.392000000000003
846,846,-1.6360000000000001,29.049
848,848,-2.71,-2.701
849,849,0.5700000000000003,30.371000000000002
850,850,-1.0589999999999997,30.293
854,854,0.36600000000000055,29.915
855,855,0.7510000000000003,30.308999999999997
860,860,-3.26,30.677999999999997
863,863,-3.846,31.805999999999997
870,870,-2.971,31.317999999999998
872,872,-1.7029999999999998,46.809000000000005
876,876,-2.426,30.064
877,877,-1.7959999999999998,29.206000000000003
878,878,-0.2569999999999997,30.819000000000003
879,879,-2.445,29.859
882,882,-0.9690000000000003,29.355000000000004
886,886,-2.907,30.869999999999997
889,889,-1.9060000000000001,30.445999999999998
891,891,0.42300000000000004,31.046
892,892,-0.7729999999999997,30.122999999999998
893,893,-1.1839999999999997,30.124000000000002
897,897,0.367,30.75
898,898,-2.055,31.532000000000004
902,902,0.4690000000000003,30.349000000000004
903,903,-4.033,29.738999999999997
907,907,-1.7719999999999998,31.487000000000002
912,912,1.2940000000000005,33.729
914,914,-1.984,29.988
915,915,-3.933,30.514000000000003
917,917,-3.026,-3.017
919,919,-4.428,31.747
920,920,-2.995,31.967
922,922,-2.981,29.401000000000003
923,923,-2.731,29.919000000000004
929,929,-0.21999999999999975,30.795
930,930,-1.4449999999999998,30.753
931,931,-0.3680000000000003,31.340000000000003
932,932,-2.289,30.176000000000002
935,935,-1.3079999999999998,30.456000000000003
936,936,-0.4189999999999996,29.740000000000002
940,940,-0.15399999999999991,29.512
943,943,-1.7919999999999998,31.625
945,945,-4.612,29.732
948,948,-3.024,29.186
949,949,-2.176,31.589
950,950,-1.892,29.969
951,951,-3.6109999999999998,-3.602
953,953,-0.9649999999999999,31.081000000000003
955,955,-1.133,30.334000000000003
956,956,0.0259999999999998,30.547000000000004
960,960,-1.271,34.188
961,961,-3.1470000000000002,29.654000000000003
962,962,-1.976,29.314999999999998
964,964,-3.715,30.250999999999998
965,965,0.9139999999999997,30.402
966,966,-1.343,30.435000000000002
970,970,-1.448,28.914
973,973,-2.0589999999999997,33.413000000000004
974,974,-1.197,30.58
975,975,-0.16300000000000026,29.654000000000003
976,976,-0.7240000000000002,30.603
978,978,-2.91,29.65
980,980,-1.557,29.014000000000003
981,981,-1.4129999999999998,30.599000000000004
983,983,0.8680000000000003,29.269
988,988,-2.399,29.417
991,991,-2.543,29.597
998,998,-4.838,28.988
999,999,-1.4689999999999999,30.787
1000,1000,-4.664,30.994999999999997
