isolate_code,temperature,growth.rate
1,12.600000000000001,0.32852374076706464
2,8.3,0.399076413986317
3,13.600000000000001,0.2116257287304153
5,3.4000000000000004,0.24999345626921962
7,10.600000000000001,0.7854345804003611
8,2.9000000000000004,0.31004872071253353
9,4.4,0.7939942688409173
10,3.5,0.6703985061688403
11,4.2,0.7035346279824036
12,3.3000000000000003,0.8380281197103572
13,4.3,0.5864037865419465
14,22.5,1.0274539093155735
15,20.5,1.3388945461942712
18,22.5,0.29679037836391736
24,21.900000000000002,1.009733516165913
25,20.900000000000002,0.30499183088894494
26,15.5,0.3941668528350724
30,23.3,0.8352202299736627
32,16.400000000000002,0.38651191079478997
33,18.3,0.45121181821942735
34,22.3,0.46123833060928837
35,29.6,0.8505897100654727
36,26.6,0.32708127274736476
37,28.3,0.3560455142650869
38,28.400000000000002,0.8822857702099794
40,23.400000000000002,0.41999891109557186
41,20.200000000000003,0.3901016574046519
43,28.700000000000003,0.5808647271215458
45,23.8,0.32223560615444513
47,25.3,0.6897589632502574
49,27.1,1.9719993416375612
50,29.5,1.5097553814549751
51,27.900000000000002,1.5993172147261785
52,26.8,1.2928487263074384
53,21.200000000000003,1.4946819682791161
54,24,1.2388972950496029
55,25.700000000000003,1.7042677217396631
56,29.3,1.487914701303416
57,26.900000000000002,1.5736902026117727
58,29.200000000000003,0.2584154543530626
59,32.2,0.1928785861034098
61,26.5,0.3989673315965144
62,31.900000000000002,3.8930452969348788
63,25.900000000000002,0.7673515339966551
64,33,0.13968956003045307
65,28.6,1.1900509430575679
68,25,1.1304115372992507
69,32.800000000000004,3.0265268490021078
74,18.8,0.9753747471084059
77,26.6,0.3378819382865193
78,28.400000000000002,0.9898634194035394
79,28.400000000000002,0.30310548044778673
81,26.1,0.4651343358907169
82,23.8,0.5734069992336943
83,26.8,1.2360809674164615
84,25.3,1.170861027542769
85,23,0.18238065711713575
86,20.8,0.1982732554004225
87,21.8,1.3763636679933455
89,26.3,0.7269778260687478
90,25.400000000000002,0.6582148707842413
91,24.5,1.155227828732163
93,25.1,1.036079184590549
94,22.400000000000002,0.534090526604703
95,23,0.11940899251989805
97,22.900000000000002,0.24960273002666475
105,23.400000000000002,0.3869083674510863
106,23.200000000000003,0.8960316491765199
107,20.3,0.892544227530373
108,21.3,0.3319351182539629
109,29,1.3733089137492833
110,26.8,1.5403611298866058
116,22.8,0.26963517510969565
117,26.6,0.4772530230188053
118,26.8,0.45150997701303014
119,26,0.5075081978897371
123,24.1,0.5325234849997494
126,27.200000000000003,2.6546759617844637
128,22.1,0.2936109478309177
129,26.400000000000002,0.48128058208862456
131,24.1,0.3807353545344832
132,21,1.9645708636685502
133,24.8,0.8378306012803323
134,27.3,0.34952510668980546
138,23.5,0.48865988535037497
139,24.1,0.3965478018696056
140,24.6,1.3557562884358034
146,22.400000000000002,1.3012177127746183
169,18,0.5609211387483254
170,16.900000000000002,0.5536781921632137
171,23.3,0.5184955032137701
173,25.1,0.3918411620564809
181,26.6,1.3321357306009154
188,16.400000000000002,1.364025030946387
191,21.700000000000003,0.47289294985820507
193,20.400000000000002,0.44118137776320354
194,14.200000000000001,0.2768458950667695
195,20.400000000000002,0.28376668539200733
198,22.8,1.2902861818236748
200,19.1,1.5196491178623732
205,20.400000000000002,1.0801549296687545
206,22.3,0.8420009271032789
210,20.400000000000002,1.8893522275722525
211,9.4,0.5623074186405969
212,26.6,0.8639511784945674
214,19.5,0.7306023791653976
215,22.200000000000003,3.033635140859985
216,6.800000000000001,0.8040106815261385
217,17.900000000000002,0.9020021659980193
218,20,1.1512102715201362
219,16.2,0.24363922591826545
220,15.9,0.8946816391388129
221,10.600000000000001,0.3751103857006882
223,16.400000000000002,0.93731580592506
225,23.400000000000002,0.35805446699620336
231,21.1,0.4364860937480059
232,22.3,0.6156002327929314
233,14.8,0.29625813736524864
234,5.2,0.6870766813495687
235,9.4,0.8173325406212913
239,14.100000000000001,0.17632714957337084
240,13.700000000000001,0.8319691276127923
242,19.400000000000002,0.3706224661600688
256,17.5,0.9223139196740301
257,23.3,1.440519938255389
259,16.8,0.4863737758237591
260,17,0.7704781237034691
262,20.700000000000003,0.6900953700450807
292,20.5,0.44015735858936916
298,19.900000000000002,1.1881778432815078
299,21.400000000000002,0.3185876209666211
317,13.600000000000001,1.8795699779663575
320,17.8,0.13741110614303398
322,16.7,0.6664767951510963
324,5.300000000000001,0.12357337094959867
325,13.4,0.5400805593220046
326,13.4,0.5035565038746078
328,15.8,1.2556343126593144
329,17.3,0.3759200436720681
330,21.900000000000002,0.3135912608710108
332,16.5,1.1804296171732211
333,16.900000000000002,2.098648920587443
335,13.4,0.607454719857476
337,13.5,0.7715713981973956
