"curve.id.list","topt.list","maxgrowth.list","z.list","w.list","a.list","b.list","rsqr.list","s.list","n.list"
"1",21.2414,1.17617,14.3269,33.8996,0.413968,0.0577294,0.924773,0.0760064,6
"2",21.3821,1.20691,36.474,14.333,-0.00905644,0.171096,0.982154,0.0367304,6
"3",21.9253,1.39048,-0.171963,57.0905,0.178424,0.135353,0.999536,0.00801797,6
"4",21.3304,1.22744,8.8452,40.4176,0.240914,0.0988733,0.95458,0.0638621,6
"5",21.733,1.28185,11.3197,37.3006,0.28107,0.0870131,0.993154,0.0253747,6
"6",21.6607,1.15182,11.1292,38.4734,0.282829,0.0812777,0.910295,0.0824414,6
"7",21.6969,1.2757,9.91724,38.1835,0.214029,0.10436,0.999775,0.00487692,6
"8",21.7452,1.16906,12.1063,36.1131,0.270736,0.0826955,0.988032,0.0309585,6
"9",21.0327,1.16719,13.9582,33.3424,0.385778,0.0620764,0.930511,0.0729895,6
"10",21.8393,1.25054,10.8329,37.1238,0.224233,0.0985328,0.996867,0.0174795,6
"11",21.5169,1.18062,13.4826,33.5606,0.311289,0.0740561,0.955677,0.0618594,6
"12",22.236,1.24159,13.6247,35.2477,0.322916,0.0728342,0.999088,0.00913807,6
"13",21.2876,1.16289,13.7504,33.28,0.340372,0.0685025,0.997542,0.0139603,6
"14",21.0325,1.23972,12.7757,32.8286,0.295494,0.0820505,0.999136,0.00895257,6
"15",21.0963,1.11684,11.3197,37.6089,0.309444,0.0757765,0.999866,0.00295341,6
"16",21.4928,1.19307,10.5431,38.4416,0.267901,0.0877515,0.999921,0.0026421,6
"17",21.5483,1.16377,11.4234,36.9707,0.268036,0.0846925,0.982398,0.036363,6
"18",21.5424,1.19998,13.8035,33.6229,0.340741,0.0694946,0.979663,0.0414918,6
"19",19.5541,1.03315,16.9546,31.1697,0.691001,0.022013,0.948607,0.0553164,6
"20",21.5975,1.17786,10.7047,38.1048,0.255136,0.0891531,0.99917,0.00816748,6
"21",21.7844,1.31518,7.40045,43.1648,0.210306,0.11111,0.991276,0.0308304,6
"22",21.6389,1.19937,38.2764,15.6227,-0.0120524,0.154219,0.967043,0.047537,6
"23",21.2973,1.14949,7.76045,43.1034,0.244294,0.0962773,0.97951,0.0377615,6
"24",21.7578,1.25823,2.209,53.7427,0.218864,0.115014,0.99477,0.0216599,6
"25",21.0818,1.27609,11.2232,35.2795,0.265924,0.0921565,0.999971,0.00178549,6
"26",21.3596,1.25355,6.60552,44.1596,0.219066,0.109359,0.995154,0.0216264,6
"27",21.7801,1.24552,10.8954,36.6796,0.218091,0.0999369,0.982614,0.0415089,6
"28",21.5627,1.28977,11.7988,35.0059,0.254613,0.0925335,0.998084,0.0142472,6
"29",21.0189,1.13447,14.6827,31.0102,0.360122,0.0632858,0.994587,0.020646,6
"30",22.0527,1.2189,-3.28609,65.4846,0.225906,0.11786,0.93342,0.0749903,6
"31",21.4408,1.19294,39.6306,20.0467,-0.0175924,0.157957,0.994767,0.0189882,6
"32",20.545,1.08218,12.8847,33.0527,0.317654,0.071436,0.971967,0.0429847,6
"33",21.5119,1.21649,4.81702,48.6402,0.231448,0.106758,0.979721,0.0407634,6
"34",20.331,1.04276,15.6864,33.0402,0.534167,0.0369517,0.988916,0.0237037,6
"35",21.614,1.24195,10.3973,38.3135,0.253117,0.0930142,0.998329,0.012383,6
"36",21.8379,1.07975,10.4009,40.0652,0.252703,0.0845648,0.919416,0.0726527,6
"37",22.2472,1.19019,8.47671,43.886,0.240582,0.0943668,0.983271,0.0362589,6
"38",21.8167,1.20821,11.4284,37.5916,0.274174,0.0846898,0.985566,0.034869,6
"39",21.339,1.29542,35.5533,13.4115,-0.00779852,0.180975,0.980147,0.0460674,6
"40",22.2245,1.29043,12.9971,34.7655,0.271412,0.085045,0.999358,0.00887388,6
"41",21.5952,1.22874,12.5773,33.7318,0.252825,0.0888048,0.997242,0.0166946,6
"42",21.5962,1.15132,14.5682,33.0706,0.362472,0.0627405,0.996933,0.01545,6
"43",21.5975,1.2114,11.596,36.3812,0.267281,0.0866397,0.981669,0.039647,6
"44",20.974,1.1461,10.1789,37.1428,0.238449,0.0945113,0.996877,0.0157267,6
"45",20.9245,1.18599,13.8148,31.6864,0.33667,0.0709266,0.974933,0.0462768,6
"46",21.7742,1.20037,1.5245,55.4422,0.219738,0.113008,0.961451,0.0557393,6
