curve code,temperature,growth rate original,growth rate mu,
923,15,1.332,1.332,
923,20,1.532,1.532,
923,25,1.623,1.623,
923,30,1.629,1.629,
923,35,0,0,
924,10,1.086,1.086,
924,15,1.222,1.222,
924,20,1.287,1.287,
924,25,1.494,1.494,
924,30,1.623,1.623,
924,35,0,0,
925,10,0.899,0.899,
925,15,0.989,0.989,
925,20,1.287,1.287,
925,25,1.649,1.649,
925,30,1.433,1.433,
925,35,0,0,
926,10,1.06,1.06,
926,15,1.513,1.513,
926,20,1.603,1.603,
926,25,1.668,1.668,
926,30,1.558,1.558,
926,35,0,0,
927,10,1.25,1.25,
927,15,1.212,1.212,
927,20,1.59,1.59,
927,25,1.545,1.545,
927,30,0,0,
928,10,1.154,1.154,
928,15,0.859,0.859,
928,20,1.526,1.526,
928,25,1.532,1.532,
928,30,0,0,
929,10,0.942,0.942,
929,15,1.301,1.301,
929,20,1.551,1.551,
929,25,1.63,1.63,
929,30,0,0,
930,10,0.84,0.84,
930,15,0.84,0.84,
930,20,1.526,1.526,
930,25,1.487,1.487,
930,30,0,0,
931,10,1.012,1.012,
931,15,1.103,1.103,
931,20,1.506,1.506,
931,25,1.551,1.551,
931,30,0,0,
932,10,0,0,
932,15,0.813,0.813,
932,20,1.103,1.103,
932,25,1.219,1.219,
932,30,1.084,1.084,
932,35,0,0,
933,10,0,0,
933,15,0.761,0.761,
933,20,0.916,0.916,
933,25,1.303,1.303,
933,30,1.194,1.194,
933,35,0,0,
934,10,0,0,
934,15,0.832,0.832,
934,20,1.368,1.368,
934,25,1.503,1.503,
934,30,1.55,1.55,
934,35,0,0,
935,10,0,0,
935,15,0.858,0.858,
935,20,1.11,1.11,
935,25,1.426,1.426,
935,30,1.561,1.561,
935,35,0,0,
936,10,0,0,
936,15,0.69,0.69,
936,20,1.361,1.361,
936,25,1.55,1.55,
936,30,1.497,1.497,
936,35,0,0,
937,10,0.53,0.53,
937,15,1.2,1.2,
937,20,1.462,1.462,
937,25,1.979,1.979,
937,30,2.114,2.114,
937,35,0.758,0.758,
937,40,0,0,
938,10,0.549,0.549,
938,15,1.129,1.129,
938,20,1.417,1.417,
938,25,2.119,2.119,
938,30,2.114,2.114,
938,35,1.873,1.873,
938,40,0,0,
939,10,0.453,0.453,
939,15,0.97,0.97,
939,20,1.462,1.462,
939,25,1.813,1.813,
939,30,1.903,1.903,
939,35,2.58,2.58,
939,40,0,0,
940,10,0.632,0.632,
940,15,1.301,1.301,
940,20,1.857,1.857,
940,25,1.845,1.845,
940,30,1.961,1.961,
940,35,0.605,0.605,
940,40,0,0,
941,10,0,0,
941,15,0.761,0.761,
941,20,1.388,1.388,
941,25,1.503,1.503,
941,30,1.95,1.95,
941,35,2.32,2.32,
941,40,0,0,
942,10,0,0,
942,15,0.544,0.544,
942,20,1.26,1.26,
942,25,1.286,1.286,
942,30,1.452,1.452,
942,35,0,0,
943,10,0,0,
943,15,0.4,0.4,
943,20,1.407,1.407,
943,25,1.452,1.452,
943,30,1.542,1.542,
943,35,2.258,2.258,
943,40,0,0,
944,10,0,0,
944,15,0.793,0.793,
944,20,1.375,1.375,
944,25,1.414,1.414,
944,30,1.842,1.842,
944,35,2.245,2.245,
944,40,0,0,
945,10,0,0,
945,15,0.768,0.768,
945,20,1.305,1.305,
945,25,1.465,1.465,
945,30,1.887,1.887,
945,35,2.22,2.22,
945,40,0,0,
946,10,0.18,0.124766493,
946,12,0.11,0.07624619,
946,14,0.3,0.207944154,
946,16,0.1,0.069314718,
947,12,0.48,0.332710647,
947,18,0.49,0.339642118,
947,24,0,0,
948,12,0.77,0.533723329,
948,18,0.76,0.526791857,
948,24,0,0,
949,12,0.62,0.429751252,
949,18,0.72,0.49906597,
949,24,0.5,0.34657359,
949,30,0,0,
950,12,0.41,0.284190344,
950,18,0.56,0.388162421,
950,24,0.46,0.318847703,
950,30,0,0,
951,12,0.17,0.117835021,
951,18,0.19,0.131697964,
951,24,0.15,0.103972077,
951,30,0,0,
952,12,0.42,0.291121816,
952,18,0.57,0.395093893,
952,24,0.43,0.298053288,
952,30,0,0,
953,12,0.57,0.395093893,
953,18,0.77,0.533723329,
953,24,0.76,0.526791857,
953,30,0,0,
954,12,0.49,0.339642118,
954,18,0.74,0.512928914,
954,24,0.68,0.471340083,
954,30,0,0,
955,12,0.34,0.235670041,
955,18,0.5,0.34657359,
955,24,0.68,0.471340083,
955,30,0,0,
956,12,0.2,0.138629436,
956,18,0.21,0.145560908,
956,24,0.37,0.256464457,
956,30,0,0,
957,12,0.71,0.492134498,
957,18,0.89,0.616900991,
957,24,0.52,0.360436534,
957,30,0,0,
958,12,0.86,0.596106575,
958,18,0.97,0.672352765,
958,24,1.14,0.790187786,
958,30,0,0,
959,12,0.97,0.672352765,
959,18,1.09,0.755530427,
959,24,1.38,0.956543109,
959,30,0,0,
960,12,0.64,0.443614196,
960,18,0.74,0.512928914,
960,24,1.15,0.797119258,
960,30,0,0,
961,12,0.25,0.173286795,
961,18,0,0,
961,24,0.76,0.526791857,
961,30,0,0,
962,20,0.46,0.46,
962,25,0.93,0.93,
962,27.5,0.75,0.75,
962,32.5,0.53,0.53,
962,35,0.58,0.58,
963,20,0.42,0.42,
963,25,0.58,0.58,
963,27.5,0.81,0.81,
963,30,0.75,0.75,
963,32.5,0.87,0.87,
963,35,0.85,0.85,
964,20,0.4,0.4,
964,25,0.74,0.74,
964,27.5,0.81,0.81,
964,32.5,0.79,0.79,
964,35,0.72,0.72,
965,20,0.58,0.58,
965,25,0.67,0.67,
965,27.5,1.05,1.05,
965,32.5,1.16,1.16,
965,35,1.01,1.01,
966,20,0.26,0.26,
966,25,0.77,0.77,
966,27.5,0.82,0.82,
966,30,0.94,0.94,
966,32.5,0.93,0.93,
966,35,0.7,0.7,
967,20,0.5,0.5,
967,25,0.71,0.71,
967,27.5,0.82,0.82,
967,32.5,0.7,0.7,
967,35,0.4,0.4,
968,20,0.43,0.43,
968,25,0.6,0.6,
968,30,0.58,0.58,
969,20,0.6,0.6,
969,25,0.65,0.65,
969,27.5,0.75,0.75,
969,30,0.69,0.69,
969,32.5,0.76,0.76,
969,35,0.19,0.19,
970,20,1.16,1.16,
970,25,0.95,0.95,
970,27.5,1.38,1.38,
970,32.5,1.2,1.2,
970,35,1.2,1.2,
971,20,0.6,0.6,
971,25,0.72,0.72,
971,27.5,0.98,0.98,
971,32.5,1.06,1.06,
971,35,1.09,1.09,
972,20,0.75,0.75,
972,25,0.69,0.69,
972,27.5,1.18,1.18,
972,32.5,0.63,0.63,
972,35,-0.41,-0.41,
973,20,0.58,0.58,
973,25,0.65,0.65,
973,27.5,0.86,0.86,
973,30,0.62,0.62,
973,32.5,0.74,0.74,
973,35,0.67,0.67,
974,20,0.24,0.24,
974,25,0.4,0.4,
974,27.5,0.69,0.69,
974,32.5,0.78,0.78,
974,35,0.86,0.86,
975,20,0.3,0.3,
975,25,0.67,0.67,
975,27.5,0.64,0.64,
975,30,0.72,0.72,
975,32.5,0.82,0.82,
975,35,0.91,0.91,
976,20,0.33,0.33,
976,25,0.62,0.62,
976,27.5,0.75,0.75,
976,30,0.82,0.82,
976,32.5,0.85,0.85,
976,35,0.36,0.36,
977,20,0.7,0.7,
977,25,0.66,0.66,
977,27.5,0.75,0.75,
977,30,0.68,0.68,
977,32.5,0.7,0.7,
977,35,0.65,0.65,
978,12,-0.03,-0.03,
978,17,0.14,0.14,
978,22,0.6,0.6,
978,27,0.69,0.69,
978,32,0.71,0.71,
979,4,0.108,0.108,
979,11,0.219,0.219,
979,18,0.24,0.24,
979,25,0.225,0.225,
979,32,0.159,0.159,
980,13,0.234,0.234,
980,18,0.287,0.287,
980,23,0.283,0.283,
980,28,0.312,0.312,
980,33,0.322,0.322,
980,38,0.251,0.251,
981,20,0.048,0.048,
981,24,0.179,0.179,
981,28,0.219,0.219,
981,32,0.14,0.14,
981,36,0.139,0.139,
981,38,0,0,
982,16,0.23,0.23,
982,20,0.387,0.387,
982,24,0.63,0.63,
983,16,0,0,
983,20,0.17,0.17,
983,24,0.3,0.3,
984,16,0.69,0.69,
984,20,1.09,1.09,
984,24,1.05,1.05,
985,16,0.28,0.28,
985,20,0.3,0.3,
985,24,0.47,0.47,
986,25,0.028,0.028,
986,30,0.044,0.044,
986,35,0.035,0.035,
986,40,0.029,0.029,
987,15,0.37,0.37,
987,20,0.53,0.53,
987,25,0.6,0.6,
987,30,0.48,0.48,
988,10,0.103,0.103,
988,14,0.242,0.242,
988,18,0.711,0.711,
988,22,0.976,0.976,
988,26,1.125,1.125,
988,30,1.206,1.206,
988,32,1.235,1.235,
988,34,1.243,1.243,
988,36,1.235,1.235,
988,37,1.155,1.155,
989,14,0.38,0.38,
989,22,0.56,0.56,
989,25,0.56,0.56,
989,30,0.55,0.55,
990,10,0,0,
990,15,0.07,0.07,
990,20,0.111,0.111,
990,25,0.168,0.168,
990,30,0.093,0.093,
990,35,0,0,
991,15,0,0,
991,20,0.194,0.194,
991,25,0.309,0.309,
991,30,0.316,0.316,
991,35,0.268,0.268,
991,40,0,0,
992,15,0,0,
992,20,0.312,0.312,
992,25,0.416,0.416,
992,30,0.523,0.523,
992,35,0.233,0.233,
992,40,0,0,
993,15,0,0,
993,20,0.602,0.602,
993,25,0.902,0.902,
993,30,1.105,1.105,
993,35,1.493,1.493,
993,40,0.695,0.695,
993,45,0,0,
994,15,0,0,
994,20,0.235,0.235,
994,25,0.397,0.397,
994,30,0.661,0.661,
994,35,1.066,1.066,
994,40,0.386,0.386,
994,45,0,0,
995,5,0,0,
995,8,0.011,0.011,
995,11,0.136,0.136,
995,14,0.207,0.207,
995,17,0.346,0.346,
995,20,0.461,0.461,
995,23,0.594,0.594,
995,26,0.778,0.778,
995,29,0.703,0.703,
995,32,0.673,0.673,
996,5,0,0,
996,8,0.05,0.05,
996,11,0.145,0.145,
996,14,0.213,0.213,
996,17,0.254,0.254,
996,20,0.381,0.381,
996,23,0.547,0.547,
996,26,0.618,0.618,
996,29,0.564,0.564,
996,32,0.534,0.534,
997,5,0,0,
997,8,0.065,0.065,
997,11,0.136,0.136,
997,14,0.171,0.171,
997,17,0.144,0.144,
997,20,0.191,0.191,
997,23,0.256,0.256,
997,26,0.262,0.262,
997,29,0.217,0.217,
997,32,0.237,0.237,
998,5,0.098,0.098,
998,10,0.125,0.125,
998,15,0.095,0.095,
998,20,0.095,0.095,
998,25,0.07,0.07,
998,30,0.032,0.032,
999,5,0.123,0.123,
999,10,0.22,0.22,
999,15,0.234,0.234,
999,20,0.216,0.216,
999,25,0.077,0.077,
999,30,0.052,0.052,
1000,5,0.116,0.116,
1000,10,0.25,0.25,
1000,15,0.232,0.232,
1000,20,0.305,0.305,
1000,25,0.102,0.102,
1000,30,0.072,0.072,
1001,5,0.159,0.159,
1001,10,0.243,0.243,
1001,15,0.232,0.232,
1001,20,0.236,0.236,
1001,25,0.105,0.105,
1001,30,0.107,0.107,
1002,5,0.116,0.116,
1002,10,0.167,0.167,
1002,15,0.137,0.137,
1002,20,0.137,0.137,
1002,25,0.132,0.132,
1002,30,0,0,
1003,5,0.135,0.135,
1003,10,0.228,0.228,
1003,15,0.196,0.196,
1003,20,0.21,0.21,
1003,25,0.281,0.281,
1003,30,0,0,
1004,5,0.13,0.13,
1004,10,0.26,0.26,
1004,15,0.299,0.299,
1004,20,0.404,0.404,
1004,25,0.417,0.417,
1004,30,0,0,
1005,5,0.169,0.169,
1005,10,0.233,0.233,
1005,15,0.319,0.319,
1005,20,0.406,0.406,
1005,25,0.477,0.477,
1005,30,0,0,
1006,5,0.25,0.25,
1006,10,0.35,0.35,
1006,15,0.292,0.292,
1006,20,0.25,0.25,
1006,25,0.176,0.176,
1006,30,0.013,0.013,
1007,5,0.322,0.322,
1007,10,0.478,0.478,
1007,15,0.431,0.431,
1007,20,0.418,0.418,
1007,25,0.34,0.34,
1007,30,0.015,0.015,
1008,5,0.293,0.293,
1008,10,0.516,0.516,
1008,15,0.574,0.574,
1008,20,0.573,0.573,
1008,25,0.38,0.38,
1008,30,0.015,0.015,
1009,5,0.34,0.34,
1009,10,0.514,0.514,
1009,15,0.515,0.515,
1009,20,0.614,0.614,
1009,25,0.43,0.43,
1009,30,0.018,0.018,
1010,5,0.059,0.059,
1010,10,0.2,0.2,
1010,15,0.182,0.182,
1010,20,0.164,0.164,
1010,25,0.168,0.168,
1010,30,0,0,
1011,5,0.08,0.08,
1011,10,0.175,0.175,
1011,15,0.236,0.236,
1011,20,0.257,0.257,
1011,25,0.28,0.28,
1011,30,0,0,
1012,5,0.061,0.061,
1012,10,0.164,0.164,
1012,15,0.241,0.241,
1012,20,0.309,0.309,
1012,25,0.336,0.336,
1012,30,0,0,
1013,5,0.095,0.095,
1013,10,0.134,0.134,
1013,15,0.248,0.248,
1013,20,0.293,0.293,
1013,25,0.33,0.33,
1013,30,0,0,
1014,9.5,0.453,0.453,
1014,16.5,1.232,1.232,
1014,24,1.839,1.839,
1014,28,1.729,1.729,
1015,20,0.726,0.726,
1015,25,1.19,1.19,
1015,30,1.707,1.707,
1015,35,1.479,1.479,
1015,39,1.213,1.213,
1015,41,0,0,
1016,25,0.1329,1.861,
1016,30,0.1688,2.363,
1016,35,0.2072,2.901,
1016,37,0.2211,3.095,
1016,40,0.2099,2.939,
1017,25,0.1531,2.143,
1017,30,0.1761,2.465,
1017,35,0.1997,2.796,
1017,40,0.1998,2.797,
1018,10,0,0,
1018,15,0.189,0.189,
1018,20,0.278,0.278,
1018,30,0.39,0.39,
1018,40,0.347,0.347,
1019,15,0.11,0.11,
1019,20,0.34,0.34,
1019,25,0.48,0.48,
1019,30,0.56,0.56,
1019,35,0.58,0.58,
1019,40,0.45,0.45,
1020,10,0.0339,0.475,
1020,20,0.0529,0.741,
1020,30,0.07,0.98,
1020,35,0.0719,1.007,
1020,40,0.0647,0.906,
1020,45,0.042,0.588,
1020,48,0,0,
1021,15,0.79,0.79,
1021,20,1.367,1.367,
1021,26,1.53,1.53,
1021,30,1.68,1.68,
1021,33,1.587,1.587,
1022,15,0.263,0.263,
1022,20,0.783,0.783,
1022,25,1.39,1.39,
1022,28,1.57,1.57,
1022,32,1.55,1.55,
1023,10,0.482,0.482,
1023,15,0.759,0.759,
1023,20,1.106,1.106,
1023,22,1.085,1.085,
1023,25,0.95,0.95,
1023,29,0.596,0.596,
1023,32,0.397,0.397,
1024,5,0.457,0.457,
1024,5,0.484,0.484,
1024,10,0.624,0.624,
1024,10,0.713,0.713,
1024,15,0.903,0.903,
1024,15,0.912,0.912,
1024,20,1.155,1.155,
1024,20,1.164,1.164,
1024,25,1.129,1.129,
1024,25,1.066,1.066,
1024,30,0,0,
1025,10,0.25,0.25,
1025,15,0.86,0.86,
1025,20,1,1,
1025,25,1.6,1.6,
1025,30,1.75,1.75,
1025,35,1.95,1.95,
1026,10,0.4,0.4,
1026,15,0.69,0.69,
1026,20,1.1,1.1,
1026,25,1.23,1.23,
1026,30,1.31,1.31,
1026,35,1.5,1.5,
1027,10,0.18,0.18,
1027,15,0.75,0.75,
1027,20,1.2,1.2,
1027,25,1.4,1.4,
1027,30,2.1,2.1,
1027,35,1.35,1.35,
1028,5,0,0,
1028,9.5,0.265,0.183684003,
1028,15,0.315,0.218341362,
1028,20,0.265,0.183684003,
1028,25.5,0.25,0.173286795,
1028,30,0,0,
1029,4,0,0,
1029,9.5,0.094,0.065155835,
1029,15.5,0.141,0.097733752,
1029,20,0.11,0.07624619,
1029,26,0.174,0.120607609,
1029,30,0.136,0.094268017,
1029,35,0,0,
1030,4,0,0,
1030,10,0.109,0.075553043,
1030,14,0.169,0.117141874,
1030,20,0.181,0.12545964,
1030,24,0.216,0.149719791,
1030,30,0.187,0.129618523,
1030,35,0.05,0.034657359,
1031,10,0,0,
1031,14,0.29,0.201012682,
1031,20,0.276,0.191308622,
1031,24,0.476,0.329938058,
1031,30,0.428,0.296666993,
1031,35,0,0,
1032,4.5,0.098,0.067928424,
1032,9.5,0.241,0.167048471,
1032,15.5,0.367,0.254385015,
1032,20.5,0.374,0.259237046,
1032,26,0.355,0.246067249,
1032,30,0.412,0.285576638,
1032,35,0,0,
1033,4.5,0,0,
1033,9.5,0.082,0.056838069,
1033,15.5,0.138,0.095654311,
1033,20,0.225,0.155958116,
1033,26,0.141,0.097733752,
1033,30,0.166,0.115062432,
1033,35,0.149,0.10327893,
1034,4,0,0,
1034,10,0.14,0.097040605,
1034,14.5,0.198,0.137243142,
1034,20,0.392,0.271713695,
1034,24,0.244,0.169127912,
1034,30,0,0,
1035,10,0,0,
1035,14,0.19,0.131697964,
1035,20,0.151,0.104665224,
1035,24,0.287,0.198933241,
1035,30,0.068,0.047134008,
1035,32,0,0,
1036,10,0,0,
1036,14,0.171,0.118528168,
1036,20,0.192,0.133084259,
1036,24,0.297,0.205864713,
1036,30,0.341,0.236363189,
1036,32,0.358,0.248146691,
1036,35,0.071,0.04921345,
1037,4,0.034,0.023567004,
1037,10,0.263,0.182297708,
1037,14,0.695,0.48173729,
1037,20,0.537,0.372220036,
1037,24,0.905,0.627298198,
1037,30,0.507,0.351425621,
1037,32,0.203,0.140708878,
1037,35,0,0,
1038,4.5,0,0,
1038,9.5,0.404,0.280031461,
1038,15.5,0.665,0.460942875,
1038,20,0.469,0.325086028,
1038,26,0.382,0.264782223,
1038,29.5,0.213,0.147640349,
1038,35,0,0,
1039,10,0,0,
1039,14,0.052,0.036043653,
1039,20,0.44,0.304984759,
1039,24,0.378,0.262009634,
1039,30,0.226,0.156651263,
1039,35,0,0,
1040,4,0,0,
1040,10,0.291,0.20170583,
1040,14,0.233,0.161503293,
1040,20,0.391,0.271020548,
1040,24,0.325,0.225272834,
1040,30,0,0,
1041,4,0.364,0.252305574,
1041,10,0.503,0.348653032,
1041,14,0.436,0.302212171,
1041,20,0.764,0.529564446,
1041,24,0.576,0.399252776,
1041,30,0.434,0.300825876,
1041,32,0,0,
1042,4,0,0,
1042,9.5,0.187,0.129618523,
1042,15.5,0.241,0.167048471,
1042,20,0.154,0.106744666,
1042,26,0.242,0.167741618,
1042,30,0.185,0.128232228,
1042,35,0,0,
1043,2,0,0,
1043,5,0.77,0.533723329,
1043,7.5,0.88,0.609969519,
1043,10,1.02,0.707010124,
1043,12.5,1.22,0.84563956,
1043,15,1.52,1.053583714,
1043,18,1.82,1.261527869,
1043,20,1.76,1.219939038,
1044,-1,0.48,0.332710647,
1044,2,0.62,0.429751252,
1044,5,1,0.693147181,
1044,7.5,1.15,0.797119258,
1044,10,1.14,0.790187786,
1044,12.5,1.29,0.894159863,
1044,15,1.54,1.067446658,
1044,18,1.58,1.095172545,
1044,20,0,0,
1045,-1,0.36,0.249532985,
1045,2,0.6,0.415888308,
1045,5,0.81,0.561449216,
1045,7.5,1,0.693147181,
1045,10,1.1,0.762461899,
1045,12.5,1.35,0.935748694,
1045,15,1.06,0.734736011,
1045,18,0.2,0.138629436,
1045,20,0,0,
1046,-1,0.08,0.055451774,
1046,2,0.11,0.07624619,
1046,5,0.34,0.235670041,
1046,7.5,0.51,0.353505062,
1046,10,0.84,0.582243632,
1046,12.5,1.42,0.984268996,
1046,15,1.04,0.720873068,
1046,18,0.3,0.207944154,
1046,20,0,0,
1047,8,1.675,1.675,
1047,14,3.157,3.157,
1047,20,3.353,3.353,
1047,24,3.575,3.575,
1047,28,0,0,
1048,15,0.66,0.66,
1048,20,0.8,0.8,
1048,25,0.91,0.91,
1048,30,1.4,1.4,
1048,35,1.65,1.65,
1049,15,0.73,0.73,
1049,20,0.98,0.98,
1049,25,1.28,1.28,
1049,30,1.35,1.35,
1049,35,0.99,0.99,
1050,15,0.6,0.6,
1050,20,0.93,0.93,
1050,25,1.2,1.2,
1050,30,1.87,1.87,
1050,35,1.18,1.18,
1051,4,0.182383202,0.182383202,
1051,4,0.303271905,0.303271905,
1051,4,0.298730176,0.298730176,
1051,10,0.535413831,0.535413831,
1051,10,0.550067681,0.550067681,
1051,10,0.570736885,0.570736885,
1051,17.5,0.816458097,0.816458097,
1051,17.5,0.716685301,0.716685301,
1051,17.5,0.79663938,0.79663938,
1051,25,0.627638573,0.627638573,
1051,25,0.624682278,0.624682278,
1051,25,0.580934583,0.580934583,
1051,30,0,0,
1051,30,0,0,
1051,30,0,0,
1052,4,0,0,
1052,4,0,0,
1052,4,0,0,
1052,10,0.306403509,0.306403509,
1052,10,0.336000703,0.336000703,
1052,10,0.317301044,0.317301044,
1052,17.5,0.729820434,0.729820434,
1052,17.5,0.761401997,0.761401997,
1052,17.5,0.561528749,0.561528749,
1052,25,0.624437565,0.624437565,
1052,25,0.679040055,0.679040055,
1052,25,0.679040055,0.679040055,
1052,30,0,0,
1052,30,0,0,
1052,30,0,0,
1053,4,0.156432944,0.156432944,
1053,4,0.188958888,0.188958888,
1053,4,0.231352922,0.231352922,
1053,10,0.567585769,0.567585769,
1053,10,0.625275724,0.625275724,
1053,10,0.597403167,0.597403167,
1053,17.5,0.826024476,0.826024476,
1053,17.5,0.744403591,0.744403591,
1053,17.5,0.833756499,0.833756499,
1053,25,0.66564575,0.66564575,
1053,25,0.684036095,0.684036095,
1053,25,0.611243789,0.611243789,
1053,30,0,0,
1053,30,0,0,
1053,30,0,0,
1054,4,0.330342237,0.330342237,
1054,4,0.316162583,0.316162583,
1054,4,0.28226223,0.28226223,
1054,10,0.435175058,0.435175058,
1054,10,0.585043863,0.585043863,
1054,10,0.668409383,0.668409383,
1054,17.5,0.588076837,0.588076837,
1054,17.5,0.787331256,0.787331256,
1054,17.5,0.740350772,0.740350772,
1054,25,0.570466811,0.570466811,
1054,25,0.5983345,0.5983345,
1054,25,0.601469676,0.601469676,
1054,30,0,0,
1054,30,0,0,
1054,30,0,0,
1055,4,0.294840128,0.294840128,
1055,4,0.381146139,0.381146139,
1055,4,0.359828074,0.359828074,
1055,10,0.449260312,0.449260312,
1055,10,0.55964185,0.55964185,
1055,10,0.710557791,0.710557791,
1055,17.5,0.573632046,0.573632046,
1055,17.5,0.808604185,0.808604185,
1055,17.5,0.558904381,0.558904381,
1055,25,0.553465824,0.553465824,
1055,25,0.469013706,0.469013706,
1055,25,0.5983345,0.5983345,
1055,30,0,0,
1055,30,0,0,
1055,30,0,0,
1056,4,0.22934632,0.22934632,
1056,4,0.287789014,0.287789014,
1056,4,0.240235843,0.240235843,
1056,10,0.578175664,0.578175664,
1056,10,0.56829612,0.56829612,
1056,10,0.598080371,0.598080371,
1056,17.5,0.853551922,0.853551922,
1056,17.5,1.03622791,1.03622791,
1056,17.5,0.931668553,0.931668553,
1057,10,0.437372166,0.437372166,
1057,10,0.474433896,0.474433896,
1057,10,0.362031491,0.362031491,
1057,10,0.278786571,0.278786571,
1057,10,0.344388021,0.344388021,
1057,15,0.6465552,0.6465552,
1057,15,0.690056086,0.690056086,
1057,15,0.67653159,0.67653159,
1057,15,0.551727894,0.551727894,
1057,15,0.610105544,0.610105544,
1057,15,0.619220359,0.619220359,
1057,20,0.848381551,0.848381551,
1057,20,0.953262774,0.953262774,
1057,20,0.934758914,0.934758914,
1057,20,0.920292365,0.920292365,
1057,20,0.964441397,0.964441397,
1057,20,1.00851539,1.00851539,
1057,25,1.035464393,1.035464393,
1057,25,0.979385851,0.979385851,
1057,25,1.228166794,1.228166794,
1057,25,0.957318276,0.957318276,
1057,25,1.35239571,1.35239571,
1057,25,1.199205936,1.199205936,
1057,30,0.08509638,0.08509638,
1057,30,0.145743929,0.145743929,
1057,30,-0.097690683,-0.097690683,
1057,30,0.268828035,0.268828035,
1057,30,-0.04423072,-0.04423072,
1057,30,0.100404078,0.100404078,
1058,10,0.402811648,0.402811648,
1058,10,0.393712675,0.393712675,
1058,10,0.381050384,0.381050384,
1058,10,0.066689297,0.066689297,
1058,10,0.399264766,0.399264766,
1058,10,0.228629389,0.228629389,
1058,15,0.692829937,0.692829937,
1058,15,0.708691695,0.708691695,
1058,15,0.601965655,0.601965655,
1058,15,0.458018052,0.458018052,
1058,15,0.785865047,0.785865047,
1058,15,0.636897801,0.636897801,
1058,20,1.12121252,1.12121252,
1058,20,1.155629037,1.155629037,
1058,20,1.140477428,1.140477428,
1058,20,1.143174191,1.143174191,
1058,20,1.151485837,1.151485837,
1058,20,1.142381488,1.142381488,
1058,25,1.341340563,1.341340563,
1058,25,1.514973718,1.514973718,
1058,25,1.131469702,1.131469702,
1058,25,1.084384335,1.084384335,
1058,25,1.276361133,1.276361133,
1058,25,1.484783954,1.484783954,
1058,30,0.291913428,0.291913428,
1058,30,0.327177697,0.327177697,
1058,30,0.218223028,0.218223028,
1058,30,0.124646183,0.124646183,
1058,30,0.440260857,0.440260857,
1058,30,0.283274185,0.283274185,
1059,10,0.196889813,0.196889813,
1059,10,0.382965142,0.382965142,
1059,10,0.402300728,0.402300728,
1059,10,0.034123355,0.034123355,
1059,10,0.236442438,0.236442438,
1059,10,0.347868531,0.347868531,
1059,15,0.609754482,0.609754482,
1059,15,0.613385061,0.613385061,
1059,15,0.651833385,0.651833385,
1059,15,0.873696344,0.873696344,
1059,15,0.834786504,0.834786504,
1059,15,0.469988122,0.469988122,
1059,20,1.076351185,1.076351185,
1059,20,1.040907146,1.040907146,
1059,20,1.072992152,1.072992152,
1059,20,1.014038069,1.014038069,
1059,20,1.045275099,1.045275099,
1059,20,1.120324474,1.120324474,
1059,25,1.34495438,1.34495438,
1059,25,1.428392994,1.428392994,
1059,25,1.455720997,1.455720997,
1059,25,1.321225577,1.321225577,
1059,25,1.473152574,1.473152574,
1059,25,1.176700694,1.176700694,
1059,30,1.164481857,1.164481857,
1059,30,1.310131434,1.310131434,
1059,30,1.17676551,1.17676551,
1059,30,1.174714685,1.174714685,
1059,30,1.253009346,1.253009346,
1059,30,1.265768879,1.265768879,
1059,32.5,0.640852267,0.640852267,
1059,32.5,0.380993934,0.380993934,
1059,32.5,0.395872115,0.395872115,
1059,32.5,0.101690631,0.101690631,
1059,32.5,0.264163784,0.264163784,
1059,32.5,0.228211736,0.228211736,
1060,10,0.418421998,0.418421998,
1060,10,0.583251804,0.583251804,
1060,10,0.55921805,0.55921805,
1060,10,0.564313581,0.564313581,
1060,10,0.503041638,0.503041638,
1060,15,0.644140783,0.644140783,
1060,15,0.764552333,0.764552333,
1060,15,0.750179007,0.750179007,
1060,15,0.463260233,0.463260233,
1060,15,0.687342672,0.687342672,
1060,15,0.531668883,0.531668883,
1060,20,1.090603796,1.090603796,
1060,20,1.123517294,1.123517294,
1060,20,1.141789745,1.141789745,
1060,20,1.187400534,1.187400534,
1060,20,1.097020668,1.097020668,
1060,20,1.135855979,1.135855979,
1060,25,1.299471017,1.299471017,
1060,25,1.452147814,1.452147814,
1060,25,1.36053481,1.36053481,
1060,25,1.354275337,1.354275337,
1060,30,1.357282389,1.357282389,
1060,30,1.405479642,1.405479642,
1060,30,1.410051118,1.410051118,
1060,30,1.27204321,1.27204321,
1060,30,1.280351349,1.280351349,
1060,30,1.232339669,1.232339669,
1060,32.5,0.129251437,0.129251437,
1060,32.5,0.360803777,0.360803777,
1060,32.5,0.269645038,0.269645038,
1060,32.5,0.464409087,0.464409087,
1060,32.5,0.496399831,0.496399831,
1061,10,0.522097973,0.522097973,
1061,10,0.575550473,0.575550473,
1061,10,0.617178273,0.617178273,
1061,10,0.43881542,0.43881542,
1061,10,0.623323706,0.623323706,
1061,10,0.474227836,0.474227836,
1061,15,0.858344743,0.858344743,
1061,15,0.730451447,0.730451447,
1061,15,0.531267448,0.531267448,
1061,15,0.77190319,0.77190319,
1061,15,0.657454498,0.657454498,
1061,15,0.728664088,0.728664088,
1061,20,1.137755056,1.137755056,
1061,20,1.142238981,1.142238981,
1061,20,1.127781566,1.127781566,
1061,20,1.10796384,1.10796384,
1061,20,1.075559369,1.075559369,
