temperature,q2.5,q97.5,mean
-3,-0.3291830074063833,0.17647582058049674,0.021232971752992227
-2.9,-0.32091442461382697,0.17846466494042507,0.024559026934396763
-2.8,-0.3115082973798425,0.18046952409006906,0.027905972166816912
-2.7,-0.30392244995538953,0.18268901262530343,0.03127388614700889
-2.6,-0.2965310623074272,0.18465271493066596,0.034662846945596376
-2.5,-0.2889652640023965,0.1869587926670161,0.03807293198551256
-2.4,-0.2789090777602101,0.18903683433316462,0.041504218020040076
-2.3,-0.27060100384376035,0.19113265780453173,0.04495678111044306
-2.2,-0.26179250426241607,0.19324893640513724,0.04843069660318454
-2.1,-0.25411706093178943,0.19535676035436772,0.051926039106722326
-2,-0.24444140322745608,0.19754695117753984,0.05544288246787731
-1.9,-0.2362165438129622,0.19984146312054943,0.05898129974776668
-1.7999999999999998,-0.22758347152940087,0.20211180085724165,0.06254136319729568
-1.7,-0.21826181488454507,0.20462924808604385,0.0661231442322008
-1.5999999999999999,-0.2098917395510088,0.20692262415972087,0.06972671340763684
-1.5,-0.2015857046478582,0.20923861609513758,0.07335214039230156
-1.4,-0.19445978559712876,0.21157025081590963,0.07699949394208955
-1.2999999999999998,-0.18580497948625882,0.21390140614976805,0.08066884187326863
-1.2,-0.17863139058100044,0.2164359945930321,0.08436025103517115
-1.0999999999999999,-0.17091908351508198,0.21873713171916187,0.08807378728239212
-1,-0.16219253885667748,0.22116791086052112,0.09180951544648706
-0.8999999999999999,-0.15444541060300576,0.22362436909626765,0.09556749930716099
-0.7999999999999998,-0.14644490163236368,0.2261561032751833,0.0993478015629413
-0.6999999999999997,-0.13809013275766877,0.22861021294472042,0.10315048380132595
-0.5999999999999996,-0.12992873459675322,0.23134151338712078,0.10697560646839867
-0.5,-0.12090681033705707,0.23398293097353756,0.11082322883790349
-0.3999999999999999,-0.11296308918954806,0.23653525821466778,0.11469340897976935
-0.2999999999999998,-0.10549010951303216,0.23907250485911147,0.11858620372807656
-0.19999999999999973,-0.09750089452078414,0.2418009354954991,0.12250166864845681
-0.09999999999999964,-0.09008846038558692,0.2445916337921583,0.12643985800491686
0,-0.08238457762865975,0.2471542050105779,0.13040082472607833
0.10000000000000009,-0.07465455833057641,0.24993632719261263,0.13438462037082322
0.20000000000000018,-0.06694128696151928,0.25246221205727926,0.13839129509333656
0.30000000000000027,-0.05850241279968678,0.2550690026623909,0.1424208976075372
0.40000000000000036,-0.050694283626082,0.25793200242597114,0.14647347515088616
