file_name,replicate,other,cell_density,start_time,cell_volume
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/29c-4-3_summary,29c,4,11206,2017-06-18  17:46:47,927.73
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/5c-2-2_summary,5c,2,18645,2017-06-18  15:57:17,960.52
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/5c-3-2_summary,5c,3,16632,2017-06-18  15:53:49,926.78
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/5c-4-2_summary,5c,4,15038,2017-06-18  15:55:34,1032.99
data-raw/flowcam-variability/flowcam-summaries-jun18-eve/5c-5-2_summary,5c,5,15132,2017-06-18  15:52:07,960.44
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/15v-1-3_summary,15v,1,5642,2017-06-18  13:34:06,1050.61
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/15v-2-3_summary,15v,2,3726,2017-06-18  13:35:51,1092.48
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/15v-3-3_summary,15v,3,3609,2017-06-18  13:37:39,1177.79
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/15v-4-3_summary,15v,4,3092,2017-06-18  13:39:24,978.50
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/20c-1-3_summary,20c,1,9753,2017-06-18  13:24:56,990.03
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/20c-2-3_summary,20c,2,8764,2017-06-18  13:26:39,936.05
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/20c-3-3_summary,20c,3,12086,2017-06-18  13:28:25,1049.35
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/20c-4-3_summary,20c,4,12194,2017-06-18  13:30:21,1013.02
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/20v-1-3_summary,20v,1,10033,2017-06-18  13:16:27,1093.34
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/20v-2-3_summary,20v,2,7506,2017-06-18  13:18:11,999.04
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/20v-3-3_summary,20v,3,10231,2017-06-18  13:19:54,965.82
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/20v-4-3_summary,20v,4,11264,2017-06-18  13:21:39,973.95
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/24c-1-2_summary,24c,1,14572,2017-06-18  13:42:49,927.90
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/24c-1-3_summary,24c,1,11592,2017-06-18  12:49:15,968.60
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/24c-2-2_summary,24c,2,16526,2017-06-18  13:44:37,936.80
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/24c-2-3_summary,24c,2,15855,2017-06-18  12:51:04,944.55
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/24c-3-2_summary,24c,3,13934,2017-06-18  13:46:19,957.10
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/24c-3-3_summary,24c,3,13227,2017-06-18  12:52:49,981.71
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/24c-4-2_summary,24c,4,15206,2017-06-18  13:48:00,968.89
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/24c-4-3_summary,24c,4,10996,2017-06-18  12:54:34,976.85
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/24v-1-3_summary,24v,1,7357,2017-06-18  12:59:01,967.10
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/24v-2-3_summary,24v,2,11294,2017-06-18  13:00:52,1023.88
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/24v-3-3_summary,24v,3,8852,2017-06-18  13:02:40,1031.42
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/24v-4-3_summary,24v,4,7557,2017-06-18  13:04:23,957.24
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/29c-1-3_summary,29c,1,7651,2017-06-18  13:07:51,968.63
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/29c-2-3_summary,29c,2,5291,2017-06-18  13:09:35,929.70
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/29c-3-3_summary,29c,3,7926,2017-06-18  13:11:16,998.40
data-raw/flowcam-variability/flowcam-summaries-jun18-midday/29c-4-3_summary,29c,4,7884,2017-06-18  13:12:59,979.32
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/15v-1-2_summary,15v,1,1868,2017-06-18  10:19:55,1082.13
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/15v-2-2_summary,15v,2,3018,2017-06-18  10:21:37,1037.52
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/15v-3-2_summary,15v,3,2666,2017-06-18  10:23:27,1020.96
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/15v-4-2_summary,15v,4,3577,2017-06-18  10:25:17,1075.90
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/20c-1-2_summary,20c,1,7122,2017-06-18  10:10:57,955.80
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/20c-2-2_summary,20c,2,9436,2017-06-18  10:12:48,1033.89
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/20c-3-2_summary,20c,3,11014,2017-06-18  10:14:35,956.07
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/20c-4-2_summary,20c,4,8019,2017-06-18  10:16:23,976.47
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/20v-1-2_summary,20v,1,6204,2017-06-18  10:01:50,987.21
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/20v-2-2_summary,20v,2,7769,2017-06-18  10:03:40,1101.00
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/20v-3-2_summary,20v,3,7329,2017-06-18  10:05:22,1008.26
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/20v-4-2_summary,20v,4,4281,2017-06-18  10:07:09,1019.09
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/24c-1-2_summary,24c,1,14210,2017-06-18  09:43:52,978.63
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/24c-2-2_summary,24c,2,14008,2017-06-18  09:45:40,955.89
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/24c-3-2_summary,24c,3,13937,2017-06-18  09:47:22,1000.11
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/24c-4-2_summary,24c,4,13223,2017-06-18  09:49:10,962.30
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/24v-1-2_summary,24v,1,11597,2017-06-18  09:52:52,1013.61
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/24v-2-2_summary,24v,2,10922,2017-06-18  09:54:37,1032.11
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/24v-3-2_summary,24v,3,6072,2017-06-18  09:56:21,1018.58
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/24v-4-2_summary,24v,4,5613,2017-06-18  09:58:09,1032.97
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/29c-1-2_summary,29c,1,10608,2017-06-18  10:29:14,1041.73
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/29c-2-2_summary,29c,2,8842,2017-06-18  10:31:02,1021.50
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/29c-3-2_summary,29c,3,6694,2017-06-18  10:32:47,972.00
data-raw/flowcam-variability/flowcam-summaries-jun18-morn/29c-4-2_summary,29c,4,13045,2017-06-18  10:34:31,999.85
data-raw/flowcam-variability/flowcam-summaries-jun19-eve/15v-1-4_summary,15v,1,18957,2017-06-19  18:18:38,948.37
data-raw/flowcam-variability/flowcam-summaries-jun19-eve/15v-1-5_summary,15v,1,15829,2017-06-19  18:09:35,969.09
data-raw/flowcam-variability/flowcam-summaries-jun19-eve/15v-2-4_summary,15v,2,14737,2017-06-19  18:20:28,932.92
data-raw/flowcam-variability/flowcam-summaries-jun19-eve/15v-2-5_summary,15v,2,11381,2017-06-19  18:11:30,1040.10
data-raw/flowcam-variability/flowcam-summaries-jun19-eve/15v-3-4_summary,15v,3,13135,2017-06-19  18:22:27,982.35
data-raw/flowcam-variability/flowcam-summaries-jun19-eve/15v-3-5_summary,15v,3,18436,2017-06-19  18:13:28,950.24
data-raw/flowcam-variability/flowcam-summaries-jun19-eve/15v-4-4_summary,15v,4,16980,2017-06-19  18:24:24,987.01
data-raw/flowcam-variability/flowcam-summaries-jun19-eve/15v-4-5_summary,15v,4,15548,2017-06-19  18:15:19,975.69
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/15v-1-4_summary,15v,1,11408,2017-06-19  10:57:41,988.38
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/15v-2-4_summary,15v,2,10447,2017-06-19  10:59:27,974.42
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/15v-3-4_summary,15v,3,8872,2017-06-19  11:01:13,1021.08
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/15v-4-4_summary,15v,4,10072,2017-06-19  11:02:59,1026.87
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20c-1-2_summary,20c,1,14667,2017-06-19  10:40:27,937.51
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20c-1-3_summary,20c,1,18612,2017-06-19  10:47:47,915.71
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20c-2-2_summary,20c,2,17708,2017-06-19  10:42:18,921.13
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20c-2-3_summary,20c,2,15879,2017-06-19  10:49:50,935.17
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20c-3-2_summary,20c,3,20858,2017-06-19  10:44:04,902.92
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20c-3-3_summary,20c,3,17279,2017-06-19  10:51:44,952.42
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20c-4-2_summary,20c,4,16706,2017-06-19  10:45:54,939.68
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20c-4-3_summary,20c,4,18036,2017-06-19  10:53:30,935.40
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20v-1-2_summary,20v,1,12915,2017-06-19  10:24:18,988.20
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20v-1-3_summary,20v,1,12048,2017-06-19  10:31:27,950.83
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20v-2-2_summary,20v,2,14570,2017-06-19  10:26:00,993.25
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20v-2-3_summary,20v,2,12306,2017-06-19  10:33:13,893.52
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20v-3-2_summary,20v,3,13767,2017-06-19  10:27:54,925.54
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20v-3-3_summary,20v,3,13055,2017-06-19  10:34:58,913.30
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20v-4-2_summary,20v,4,14602,2017-06-19  10:29:43,994.59
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/20v-4-3_summary,20v,4,12477,2017-06-19  10:36:42,936.27
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24c-1-2_summary,24c,1,22667,2017-06-19  09:49:13,836.82
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24c-1-3_summary,24c,1,21661,2017-06-19  09:56:57,841.47
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24c-2-2_summary,24c,2,23705,2017-06-19  09:50:53,847.58
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24c-2-3_summary,24c,2,21689,2017-06-19  09:58:48,829.48
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24c-3-2_summary,24c,3,22963,2017-06-19  09:52:36,866.04
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24c-3-3_summary,24c,3,21361,2017-06-19  10:00:31,824.36
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24c-4-2_summary,24c,4,18598,2017-06-19  09:55:07,831.59
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24c-4-3_summary,24c,4,20880,2017-06-19  10:02:30,845.85
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24v-1-3_summary,24v,1,18912,2017-06-19  10:07:33,921.80
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24v-1-4_summary,24v,1,17545,2017-06-19  10:14:27,954.72
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24v-2-3_summary,24v,2,15161,2017-06-19  10:09:17,935.54
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24v-2-4_summary,24v,2,12680,2017-06-19  10:16:19,981.98
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24v-3-3_summary,24v,3,14909,2017-06-19  10:11:01,937.90
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24v-3-4_summary,24v,3,15797,2017-06-19  10:18:09,922.22
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24v-4-3_summary,24v,4,13407,2017-06-19  10:12:43,949.75
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/24v-4-4_summary,24v,4,13782,2017-06-19  10:19:59,970.12
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/29c-1-4_summary,29c,1,3846,2017-06-19  11:05:43,742.27
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/29c-2-4_summary,29c,2,10657,2017-06-19  11:07:41,716.13
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/29c-3-4_summary,29c,3,13773,2017-06-19  11:09:33,781.37
data-raw/flowcam-variability/flowcam-summaries-jun19-morn/29c-4-4_summary,29c,4,16607,2017-06-19  11:11:23,764.43
