metric,value_incomplete
w_low,32.87257856782867
w_high,42.51343711528781
w_mean,36.505135813654
tmin_low,-1.8
tmin_high,-1.1729720996781907
tmin_mean,-1.7605861562584584
tmax_low,31.725480719535543
tmax_high,32.11258457249645
tmax_mean,31.913118853959716
breadth_low,33.0919238633077
breadth_high,33.90591571589792
breadth_mean,33.67370501021817
topt_low,24.269655852177948
topt_high,24.858831446126953
topt_mean,24.56208769022237
