isolate_code,x,der
1,10.384283869,-0.00740107
1,10.484283869,-0.00748301
1,10.584283869,-0.00756552
1,10.684283869,-0.00764861
1,10.784283869,-0.00773229
1,10.884283869,-0.00781655
1,10.984283869,-0.0079014
1,11.084283869,-0.00798684
1,11.184283869,-0.00807288
1,11.284283869,-0.00815952
1,11.384283869,-0.00824675
1,11.484283869,-0.0083346
1,11.584283869,-0.00842306
1,11.684283869,-0.00851212
1,11.784283869,-0.00860181
1,11.884283869,-0.00869211
1,11.984283869,-0.00878304
1,12.084283869,-0.0088746
1,12.184283869,-0.00896678
1,12.284283869000001,-0.00905961
1,12.384283869,-0.00915307
1,12.484283869,-0.00924717
1,12.584283869,-0.00934191
1,12.684283869,-0.00943731
1,12.784283869000001,-0.00953336
1,12.884283869,-0.00963007
1,12.984283869,-0.00972743
1,13.084283869,-0.00982546
1,13.184283869,-0.00992416
1,13.284283869000001,-0.0100235
1,13.384283869,-0.0101236
1,13.484283869,-0.0102243
1,13.584283869,-0.0103257
1,13.684283869,-0.0104278
1,13.784283869000001,-0.0105306
1,13.884283869,-0.0106341
1,13.984283869,-0.0107383
1,14.084283869,-0.0108431
1,14.184283869,-0.0109487
1,14.284283869000001,-0.011055
1,14.384283869,-0.011162
1,14.484283869,-0.0112698
1,14.584283869,-0.0113782
1,14.684283869,-0.0114874
1,14.784283869000001,-0.0115973
1,14.884283869,-0.011708
1,14.984283869,-0.0118194
1,15.084283869,-0.0119315
1,15.184283869,-0.0120444
1,15.284283869000001,-0.0121581
1,15.384283869,-0.0122724
1,15.484283869,-0.0123876
1,15.584283869,-0.0125035
1,15.684283869,-0.0126202
1,15.784283869000001,-0.0127377
1,15.884283869,-0.0128559
1,15.984283869,-0.0129749
1,16.084283869,-0.0130947
1,16.184283869,-0.0132153
1,16.284283869000003,-0.0133367
1,16.384283869,-0.0134589
1,16.484283869000002,-0.0135819
1,16.584283869,-0.0137057
1,16.684283869,-0.0138304
1,16.784283869000003,-0.0139558
1,16.884283869,-0.0140821
1,16.984283869000002,-0.0142092
1,17.084283869,-0.0143371
1,17.184283869,-0.0144658
1,17.284283869000003,-0.0145955
1,17.384283869,-0.0147259
1,17.484283869000002,-0.0148572
1,17.584283869,-0.0149894
1,17.684283869,-0.0151224
1,17.784283869000003,-0.0152562
1,17.884283869,-0.015391
1,17.984283869000002,-0.0155266
1,18.084283869,-0.0156631
1,18.184283869,-0.0158005
1,18.284283869000003,-0.0159388
1,18.384283869,-0.016078
1,18.484283869000002,-0.016218
1,18.584283869,-0.016359
1,18.684283869,-0.0165009
1,18.784283869000003,-0.0166437
1,18.884283869,-0.0167874
1,18.984283869000002,-0.016932
1,19.084283869000004,-0.0170776
1,19.184283869,-0.0172241
1,19.284283869000003,-0.0173716
1,19.384283869,-0.01752
1,19.484283869000002,-0.0176693
1,19.584283869000004,-0.0178196
1,19.684283869,-0.0179709
1,19.784283869000003,-0.0181231
1,19.884283869,-0.0182763
1,19.984283869000002,-0.0184305
2,2.299133413,-0.0647075
2,2.399133413,-0.0630683
2,2.499133413,-0.0614659
2,2.5991334129999997,-0.0598996
2,2.6991334129999998,-0.0583686
2,2.799133413,-0.0568722
2,2.899133413,-0.0554096
2,2.999133413,-0.0539802
2,3.0991334129999997,-0.0525832
2,3.1991334129999998,-0.0512179
2,3.299133413,-0.0498838
2,3.399133413,-0.04858
2,3.499133413,-0.047306
2,3.5991334129999997,-0.0460611
2,3.699133413,-0.0448448
2,3.799133413,-0.0436563
2,3.899133413,-0.0424952
2,3.999133413,-0.0413608
2,4.099133413,-0.0402526
2,4.199133413,-0.03917
2,4.299133413,-0.0381125
2,4.3991334129999995,-0.0370794
2,4.499133413,-0.0360704
2,4.599133413000001,-0.0350848
2,4.699133413,-0.0341223
2,4.799133413,-0.0331822
2,4.8991334129999995,-0.0322641
2,4.999133413,-0.0313675
2,5.099133413000001,-0.030492
2,5.199133413,-0.0296371
2,5.299133413,-0.0288024
2,5.3991334129999995,-0.0279874
2,5.499133413,-0.0271917
2,5.599133413000001,-0.0264149
2,5.699133413,-0.0256566
2,5.799133413,-0.0249163
2,5.8991334129999995,-0.0241937
2,5.999133413,-0.0234884
2,6.099133413000001,-0.0228
2,6.199133413,-0.0221281
2,6.299133413,-0.0214725
2,6.399133413,-0.0208326
2,6.499133413,-0.0202083
2,6.599133413,-0.0195991
2,6.699133413,-0.0190047
2,6.799133413,-0.0184247
2,6.899133413,-0.017859
2,6.999133413,-0.0173071
2,7.099133413000001,-0.0167687
2,7.199133413,-0.0162436
2,7.299133413,-0.0157315
2,7.399133413,-0.015232
2,7.499133413,-0.0147449
2,7.599133413000001,-0.0142699
2,7.699133413,-0.0138068
2,7.799133413,-0.0133552
2,7.899133413,-0.012915
2,7.999133413,-0.0124858
2,8.099133413,-0.0120674
2,8.199133413,-0.011659600000000001
2,8.299133413,-0.0112622
2,8.399133413000001,-0.0108748
2,8.499133413,-0.0104973
2,8.599133413,-0.0101295
2,8.699133413,-0.00977113
2,8.799133413,-0.00942198
2,8.899133413000001,-0.00908183
2,8.999133413,-0.0087505
2,9.099133413,-0.00842777
2,9.199133413,-0.00811346
2,9.299133413,-0.00780737
2,9.399133413000001,-0.00750932
2,9.499133413,-0.00721911
2,9.599133413,-0.00693658
2,9.699133413,-0.00666154
2,9.799133413,-0.00639382
2,9.899133413000001,-0.00613325
2,9.999133413,-0.00587967
2,10.099133413,-0.00563292
2,10.199133413,-0.00539284
2,10.299133413,-0.00515927
2,10.399133413,-0.00493207
2,10.499133413000001,-0.00471108
2,10.599133413,-0.00449615
2,10.699133413,-0.00428716
2,10.799133413,-0.00408396
2,10.899133413,-0.0038864
2,10.999133413000001,-0.00369437
2,11.099133413,-0.00350773
2,11.199133413,-0.00332635
2,11.299133413,-0.00315011
2,11.399133413,-0.00297889
2,11.499133413000001,-0.00281257
2,11.599133413,-0.00265102
2,11.699133413,-0.00249415
2,11.799133413,-0.00234183
2,11.899133413000001,-0.00219396
2,11.999133413000001,-0.00205042
2,12.099133413,-0.00191113
2,12.199133413,-0.00177597
2,12.299133413,-0.00164484
2,12.399133413000001,-0.00151764
2,12.499133413000001,-0.00139429
2,12.599133413,-0.00127469
2,12.699133413,-0.00115874
2,12.799133413,-0.00104636
2,12.899133413000001,-9.37456e-4
2,12.999133413000001,-8.31947e-4
2,13.099133413,-7.29749e-4
2,13.199133413,-6.30779e-4
2,13.299133413,-5.34958e-4
2,13.399133413000001,-4.42207e-4
2,13.499133413000001,-3.52451e-4
2,13.599133413,-2.65614e-4
2,13.699133413,-1.81624e-4
2,13.799133413,-1.00409e-4
2,13.899133413000001,-2.18986e-5
2,13.999133413000001,5.39742e-5
2,14.099133413,1.27277e-4
2,14.199133413,1.98074e-4
2,14.299133413,2.6643e-4
2,14.399133413000001,3.32406e-4
2,14.499133413000001,3.96064e-4
2,14.599133413,4.57464e-4
2,14.699133413,5.16663e-4
2,14.799133413,5.73718e-4
2,14.899133413000001,6.28685e-4
2,14.999133413000001,6.81619e-4
2,15.099133413,7.32571e-4
2,15.199133413,7.81594e-4
2,15.299133413,8.28739e-4
2,15.399133413000001,8.74056e-4
2,15.499133413000001,9.17592e-4
2,15.599133413,9.59394e-4
2,15.699133413,9.9951e-4
2,15.799133413,0.00103798
2,15.899133413000001,0.00107486
2,15.999133413000001,0.00111018
2,16.099133413,0.00114399
2,16.199133413,0.00117633
2,16.299133413,0.0012072299999999999
2,16.399133413,0.00123675
2,16.499133413000003,0.00126491
2,16.599133413,0.00129175
2,16.699133413,0.00131731
2,16.799133413,0.00134163
2,16.899133413,0.00136474
2,16.999133413000003,0.00138667
2,17.099133413,0.00140746
2,17.199133413,0.00142714
2,17.299133413,0.00144574
2,17.399133413,0.0014633
2,17.499133413000003,0.00147983
2,17.599133413,0.00149538
2,17.699133413,0.00150997
2,17.799133413,0.00152363
2,17.899133413,0.0015363900000000001
2,17.999133413000003,0.00154826
2,18.099133413,0.00155929
2,18.199133413,0.00156949
2,18.299133413,0.00157889
2,18.399133413,0.00158751
2,18.499133413,0.00159538
2,18.599133413,0.00160253
2,18.699133413000002,0.00160896
2,18.799133413,0.00161471
2,18.899133413,0.00161979
2,18.999133413,0.00162423
2,19.099133413,0.00162805
2,19.199133413000002,0.00163126
2,19.299133413,0.00163389
2,19.399133413,0.00163596
2,19.499133413,0.00163748
2,19.599133413,0.00163847
2,19.699133413000002,0.00163895
2,19.799133413,0.00163894
2,19.899133413,0.00163845
2,19.999133413,0.0016375
2,20.099133413,0.0016361
2,20.199133413000002,0.00163427
2,20.299133413,0.00163203
2,20.399133413,0.00162939
2,20.499133413,0.00162636
2,20.599133413,0.00162296
2,20.699133413000002,0.0016192
2,20.799133413,0.0016151
2,20.899133413,0.00161066
2,20.999133413,0.00160591
2,21.099133413,0.00160084
2,21.199133413000002,0.00159548
2,21.299133413,0.00158984
2,21.399133413,0.00158392
2,21.499133413000003,0.00157774
2,21.599133413,0.0015713
2,21.699133413000002,0.00156463
2,21.799133413,0.00155772
2,21.899133413,0.0015506
2,21.999133413000003,0.00154326
2,22.099133413,0.00153571
2,22.199133413000002,0.00152798
2,22.299133413,0.00152006
2,22.399133413,0.00151196
2,22.499133413000003,0.00150369
2,22.599133413,0.00149527
2,22.699133413000002,0.00148669
2,22.799133413,0.00147796
2,22.899133413,0.0014691
2,22.999133413000003,0.00146011
2,23.099133413,0.001451
2,23.199133413000002,0.00144177
2,23.299133413,0.00143243
2,23.399133413,0.00142299
2,23.499133413000003,0.00141345
2,23.599133413,0.00140382
2,23.699133413000002,0.0013941
2,23.799133413,0.00138431
2,23.899133413,0.00137444
2,23.999133413000003,0.0013645
2,24.099133413,0.0013545
2,24.199133413000002,0.00134444
2,24.299133413,0.0013343300000000001
2,24.399133413,0.00132417
2,24.499133413000003,0.00131396
2,24.599133413,0.00130372
2,24.699133413000002,0.00129344
2,24.799133413,0.00128312
2,24.899133413,0.00127279
2,24.999133413000003,0.00126242
2,25.099133413,0.00125204
2,25.199133413000002,0.00124165
2,25.299133413,0.00123124
2,25.399133413,0.00122082
2,25.499133413000003,0.0012104
2,25.599133413,0.00119997
2,25.699133413000002,0.00118955
2,25.799133413,0.00117913
2,25.899133413,0.00116871
2,25.999133413000003,0.00115831
2,26.099133413,0.00114792
2,26.199133413000002,0.00113754
2,26.299133413,0.00112718
2,26.399133413,0.00111685
2,26.499133413000003,0.00110653
2,26.599133413,0.00109624
2,26.699133413000002,0.00108597
2,26.799133413,0.00107573
2,26.899133413,0.00106553
2,26.999133413000003,0.00105536
2,27.099133413,0.00104522
2,27.199133413000002,0.00103511
2,27.299133413,0.00102505
2,27.399133413,0.00101503
2,27.499133413000003,0.00100504
2,27.599133413,9.95103e-4
2,27.699133413000002,9.85207e-4
2,27.799133413,9.75357e-4
2,27.899133413,9.65554e-4
2,27.999133413000003,9.55799e-4
2,28.099133413,9.46094e-4
2,28.199133413000002,9.36439e-4
2,28.299133413,9.26836e-4
2,28.399133413,9.17286e-4
2,28.499133413000003,9.0779e-4
2,28.599133413,8.98348e-4
2,28.699133413000002,8.88962e-4
2,28.799133413,8.79633e-4
2,28.899133413,8.70361e-4
2,28.999133413000003,8.61147e-4
2,29.099133413,8.51992e-4
2,29.199133413000002,8.42897e-4
2,29.299133413,8.33862e-4
2,29.399133413,8.24888e-4
2,29.499133413000003,8.15975e-4
2,29.599133413,8.07124e-4
2,29.699133413000002,7.98335e-4
2,29.799133413,7.89609e-4
2,29.899133413,7.80946e-4
2,29.999133413000003,7.72348e-4
2,30.099133413,7.63813e-4
2,30.199133413000002,7.55342e-4
2,30.299133413,7.46936e-4
2,30.399133413,7.38596e-4
2,30.499133413000003,7.3032e-4
2,30.599133413,7.2211e-4
2,30.699133413000002,7.13965e-4
2,30.799133413,7.05886e-4
2,30.899133413,6.97873e-4
2,30.999133413000003,6.89926e-4
2,31.099133413,6.82045e-4
2,31.199133413000002,6.74231e-4
2,31.299133413,6.66482e-4
2,31.399133413,6.588e-4
2,31.499133413000003,6.51184e-4
2,31.599133413,6.43634e-4
2,31.699133413000002,6.36151e-4
2,31.799133413,6.28734e-4
2,31.899133413,6.21383e-4
2,31.999133413000003,6.14098e-4
2,32.099133413000004,6.06879e-4
2,32.199133413,5.99725e-4
2,32.299133413,5.92638e-4
2,32.399133413,5.85615e-4
2,32.499133413,5.78659e-4
2,32.599133413000004,5.71767e-4
2,32.699133413,5.64941e-4
2,32.799133413,5.58179e-4
2,32.899133413,5.51482e-4
2,32.999133413,5.4485e-4
2,33.099133413000004,5.38281e-4
2,33.199133413,5.31777e-4
2,33.299133413,5.25336e-4
2,33.399133413,5.18958e-4
2,33.499133413,5.12644e-4
2,33.599133413000004,5.06392e-4
2,33.699133413,5.00203e-4
2,33.799133413,4.94077e-4
2,33.899133413,4.88012e-4
2,33.999133413,4.82009e-4
2,34.099133413000004,4.76067e-4
2,34.199133413,4.70186e-4
2,34.299133413,4.64365e-4
2,34.399133413,4.58605e-4
2,34.499133413,4.52905e-4
2,34.599133413000004,4.47265e-4
2,34.699133413,4.41684e-4
2,34.799133413,4.36161e-4
2,34.899133413,4.30697e-4
2,34.999133413,4.25291e-4
2,35.099133413000004,4.19943e-4
2,35.199133413,4.14652e-4
2,35.299133413,4.09419e-4
2,35.399133413,4.04241e-4
2,35.499133413,3.9912e-4
2,35.599133413000004,3.94055e-4
2,35.699133413,3.89045e-4
2,35.799133413,3.8409e-4
2,35.899133413,3.7919e-4
2,35.999133413,3.74344e-4
2,36.099133413000004,3.69551e-4
2,36.199133413,3.64812e-4
2,36.299133413,3.60126e-4
2,36.399133413,3.55492e-4
2,36.499133413,3.50911e-4
2,36.599133413000004,3.46381e-4
2,36.699133413,3.41902e-4
2,36.799133413,3.37474e-4
2,36.899133413,3.33097e-4
2,36.999133413,3.28769e-4
2,37.099133413000004,3.24492e-4
2,37.199133413,3.20263e-4
2,37.299133413,3.16083e-4
2,37.399133413,3.11952e-4
2,37.499133413,3.07868e-4
2,37.599133413000004,3.03832e-4
2,37.699133413,2.99843e-4
2,37.799133413,2.959e-4
2,37.899133413,2.92004e-4
2,37.999133413,2.88153e-4
2,38.099133413000004,2.84348e-4
2,38.199133413,2.80588e-4
2,38.299133413,2.76872e-4
2,38.399133413,2.73201e-4
2,38.499133413,2.69573e-4
2,38.599133413000004,2.65989e-4
2,38.699133413,2.62447e-4
2,38.799133413,2.58948e-4
2,38.899133413,2.55491e-4
2,38.999133413,2.52076e-4
2,39.099133413000004,2.48702e-4
2,39.199133413,2.45369e-4
2,39.299133413,2.42076e-4
2,39.399133413,2.38823e-4
2,39.499133413,2.3561e-4
2,39.599133413000004,2.32436e-4
2,39.699133413,2.29301e-4
2,39.799133413,2.26205e-4
2,39.899133413,2.23147e-4
2,39.999133413,2.20126e-4
2,40.099133413000004,2.17143e-4
2,40.199133413,2.14196e-4
2,40.299133413,2.11286e-4
2,40.399133413,2.08413e-4
2,40.499133413,2.05575e-4
2,40.599133413000004,2.02772e-4
2,40.699133413000006,2.00004e-4
2,40.799133413,1.97272e-4
2,40.899133413,1.94573e-4
2,40.999133413,1.91908e-4
2,41.099133413000004,1.89277e-4
2,41.199133413000006,1.86679e-4
2,41.299133413,1.84114e-4
2,41.399133413,1.81582e-4
2,41.499133413,1.79081e-4
2,41.599133413000004,1.76613e-4
2,41.699133413000006,1.74175e-4
2,41.799133413,1.71769e-4
2,41.899133413,1.69394e-4
2,41.999133413,1.67049e-4
2,42.099133413000004,1.64734e-4
2,42.199133413000006,1.62448e-4
2,42.299133413,1.60193e-4
2,42.399133413,1.57966e-4
2,42.499133413,1.55768e-4
2,42.599133413000004,1.53598e-4
2,42.699133413000006,1.51457e-4
2,42.799133413,1.49343e-4
2,42.899133413,1.47256e-4
2,42.999133413,1.45197e-4
2,43.099133413000004,1.43165e-4
2,43.199133413000006,1.41159e-4
2,43.299133413,1.39179e-4
2,43.399133413,1.37225e-4
2,43.499133413,1.35297e-4
2,43.599133413000004,1.33394e-4
2,43.699133413000006,1.31516e-4
2,43.799133413,1.29663e-4
2,43.899133413,1.27835e-4
2,43.999133413,1.2603e-4
2,44.099133413000004,1.24249e-4
2,44.199133413000006,1.22492e-4
2,44.299133413,1.20758e-4
2,44.399133413,1.19047e-4
2,44.499133413,1.17359e-4
2,44.599133413000004,1.15694e-4
2,44.699133413000006,1.1405e-4
2,44.799133413,1.12429e-4
2,44.899133413,1.10829e-4
2,44.999133413,1.0925e-4
2,45.099133413000004,1.07693e-4
2,45.199133413000006,1.06156e-4
2,45.299133413,1.04641e-4
2,45.399133413,1.03145e-4
2,45.499133413,1.0167e-4
2,45.599133413000004,1.00214e-4
2,45.699133413000006,9.87786e-5
2,45.799133413,9.73623e-5
2,45.899133413,9.5965e-5
2,45.999133413,9.45868e-5
2,46.099133413000004,9.32272e-5
2,46.199133413000006,9.1886e-5
2,46.299133413,9.05631e-5
2,46.399133413,8.92582e-5
2,46.499133413,8.79711e-5
2,46.599133413000004,8.67015e-5
2,46.699133413000006,8.54492e-5
2,46.799133413,8.42141e-5
2,46.899133413,8.29959e-5
2,46.999133413,8.17944e-5
2,47.099133413000004,8.06093e-5
2,47.199133413000006,7.94406e-5
2,47.299133413,7.82879e-5
2,47.399133413,7.7151e-5
2,47.499133413,7.60298e-5
2,47.599133413000004,7.49241e-5
2,47.699133413000006,7.38337e-5
2,47.799133413,7.27583e-5
2,47.899133413,7.16978e-5
2,47.999133413,7.0652e-5
2,48.099133413000004,6.96206e-5
2,48.199133413000006,6.86036e-5
2,48.299133413,6.76007e-5
2,48.399133413,6.66118e-5
2,48.499133413,6.56366e-5
2,48.599133413000004,6.4675e-5
2,48.699133413000006,6.37269e-5
2,48.799133413,6.27919e-5
2,48.899133413,6.187e-5
2,48.999133413,6.09611e-5
2,49.099133413000004,6.00648e-5
2,49.199133413000006,5.91811e-5
2,49.299133413,5.83098e-5
2,49.399133413,5.74507e-5
2,49.499133413,5.66037e-5
2,49.599133413000004,5.57687e-5
2,49.699133413000006,5.49453e-5
2,49.799133413,5.41336e-5
2,49.899133413,5.33334e-5
2,49.999133413,5.25444e-5
2,50.099133413000004,5.17666e-5
2,50.199133413000006,5.09997e-5
2,50.299133413,5.02438e-5
2,50.399133413,4.94985e-5
2,50.499133413,4.87638e-5
2,50.599133413000004,4.80396e-5
2,50.699133413000006,4.73256e-5
2,50.799133413,4.66218e-5
2,50.899133413,4.5928e-5
2,50.999133413,4.52441e-5
2,51.099133413000004,4.45699e-5
2,51.199133413000006,4.39054e-5
2,51.299133413,4.32503e-5
2,51.399133413,4.26046e-5
2,51.499133413,4.19682e-5
2,51.599133413000004,4.13408e-5
2,51.699133413000006,4.07224e-5
2,51.799133413,4.0113e-5
2,51.899133413,3.95122e-5
2,51.999133413,3.89201e-5
2,52.099133413000004,3.83365e-5
2,52.199133413000006,3.77613e-5
2,52.299133413,3.71943e-5
2,52.399133413,3.66356e-5
2,52.499133413,3.60848e-5
2,52.599133413000004,3.55421e-5
2,52.699133413000006,3.50072e-5
2,52.799133413,3.448e-5
2,52.899133413,3.39604e-5
2,52.999133413,3.34483e-5
2,53.099133413000004,3.29437e-5
2,53.199133413000006,3.24464e-5
2,53.299133413,3.19563e-5
2,53.399133413,3.14733e-5
2,53.499133413,3.09974e-5
2,53.599133413000004,3.05283e-5
2,53.699133413000006,3.00661e-5
2,53.799133413,2.96106e-5
2,53.899133413,2.91618e-5
2,53.999133413,2.87195e-5
2,54.099133413000004,2.82836e-5
2,54.199133413000006,2.78541e-5
2,54.299133413,2.74309e-5
2,54.399133413,2.70139e-5
2,54.499133413,2.6603e-5
2,54.599133413000004,2.61981e-5
2,54.699133413000006,2.57991e-5
2,54.799133413,2.5406e-5
2,54.899133413,2.50187e-5
2,54.999133413,2.46371e-5
2,55.099133413000004,2.4261e-5
2,55.199133413000006,2.38905e-5
2,55.299133413,2.35255e-5
2,55.399133413,2.31658e-5
2,55.499133413,2.28114e-5
2,55.599133413000004,2.24622e-5
2,55.699133413000006,2.21183e-5
2,55.799133413,2.17793e-5
2,55.899133413,2.14454e-5
2,55.999133413,2.11165e-5
2,56.099133413000004,2.07924e-5
2,56.199133413000006,2.04731e-5
2,56.299133413,2.01585e-5
2,56.399133413,1.98486e-5
2,56.499133413,1.95433e-5
2,56.599133413000004,1.92425e-5
2,56.699133413000006,1.89462e-5
2,56.799133413,1.86543e-5
2,56.899133413,1.83667e-5
2,56.999133413,1.80834e-5
2,57.099133413000004,1.78044e-5
2,57.199133413000006,1.75295e-5
2,57.299133413,1.72587e-5
2,57.399133413,1.69919e-5
2,57.499133413,1.67291e-5
2,57.599133413000004,1.64703e-5
2,57.699133413000006,1.62153e-5
2,57.799133413,1.59641e-5
2,57.899133413,1.57167e-5
2,57.999133413,1.5473e-5
2,58.099133413000004,1.5233e-5
2,58.199133413000006,1.49965e-5
2,58.299133413,1.47636e-5
2,58.399133413,1.45342e-5
2,58.499133413,1.43083e-5
2,58.599133413000004,1.40857e-5
2,58.699133413000006,1.38665e-5
2,58.799133413,1.36506e-5
2,58.899133413,1.3438e-5
2,58.999133413,1.32285e-5
2,59.099133413000004,1.30222e-5
2,59.199133413000006,1.2819e-5
2,59.299133413,1.26189e-5
2,59.399133413,1.24218e-5
2,59.499133413,1.22277e-5
2,59.599133413000004,1.20365e-5
2,59.699133413000006,1.18482e-5
2,59.799133413,1.16628e-5
2,59.899133413,1.14802e-5
2,59.999133413,1.13003e-5
2,60.099133413000004,1.11232e-5
2,60.199133413000006,1.09488e-5
2,60.299133413,1.0777e-5
2,60.399133413,1.06078e-5
2,60.499133413,1.04412e-5
2,60.599133413000004,1.02771e-5
2,60.699133413000006,1.01155e-5
2,60.799133413,9.9564e-6
2,60.899133413,9.7997e-6
2,60.999133413,9.6454e-6
2,61.099133413000004,9.49345e-6
2,61.199133413000006,9.34382e-6
2,61.299133413,9.19647e-6
2,61.399133413,9.05137e-6
2,61.499133413,8.9085e-6
2,61.599133413000004,8.7678e-6
2,61.699133413000006,8.62926e-6
2,61.799133413,8.49285e-6
2,61.899133413,8.35852e-6
2,61.999133413,8.22625e-6
2,62.099133413000004,8.09601e-6
2,62.199133413000006,7.96777e-6
2,62.299133413,7.8415e-6
2,62.399133413,7.71716e-6
2,62.499133413,7.59474e-6
2,62.599133413000004,7.4742e-6
2,62.699133413000006,7.35552e-6
2,62.799133413,7.23866e-6
2,62.899133413,7.12361e-6
2,62.999133413,7.01032e-6
2,63.099133413000004,6.89879e-6
2,63.199133413000006,6.78897e-6
2,63.299133413,6.68085e-6
2,63.399133413,6.5744e-6
2,63.499133413,6.4696e-6
2,63.599133413000004,6.36641e-6
2,63.699133413000006,6.26482e-6
2,63.799133413,6.16481e-6
2,63.899133413,6.06634e-6
2,63.999133413,5.96939e-6
2,64.099133413,5.87396e-6
2,64.199133413,5.78e-6
2,64.29913341299999,5.68749e-6
2,64.399133413,5.59643e-6
2,64.49913341300001,5.50678e-6
2,64.599133413,5.41852e-6
2,64.699133413,5.33164e-6
2,64.79913341299999,5.2461e-6
2,64.899133413,5.1619e-6
2,64.99913341300001,5.07901e-6
2,65.099133413,4.99741e-6
2,65.199133413,4.91708e-6
2,65.29913341299999,4.83801e-6
2,65.399133413,4.76017e-6
2,65.49913341300001,4.68354e-6
2,65.599133413,4.60812e-6
2,65.699133413,4.53387e-6
2,65.79913341299999,4.46078e-6
2,65.899133413,4.38883e-6
2,65.99913341300001,4.31801e-6
2,66.099133413,4.2483e-6
2,66.199133413,4.17969e-6
2,66.29913341299999,4.11215e-6
2,66.39913341300002,4.04566e-6
2,66.49913341300001,3.98022e-6
2,66.599133413,3.91581e-6
2,66.699133413,3.85241e-6
2,66.79913341299999,3.79001e-6
2,66.89913341300002,3.72858e-6
2,66.99913341300001,3.66813e-6
2,67.099133413,3.60862e-6
2,67.199133413,3.55005e-6
2,67.29913341299999,3.49241e-6
2,67.39913341300002,3.43567e-6
2,67.49913341300001,3.37983e-6
2,67.599133413,3.32487e-6
2,67.699133413,3.27077e-6
2,67.79913341299999,3.21753e-6
2,67.89913341300002,3.16514e-6
2,67.99913341300001,3.11357e-6
2,68.099133413,3.06281e-6
2,68.199133413,3.01286e-6
2,68.29913341299999,2.9637e-6
2,68.39913341300002,2.91532e-6
2,68.49913341300001,2.8677e-6
2,68.599133413,2.82084e-6
2,68.699133413,2.77473e-6
2,68.79913341299999,2.72934e-6
2,68.89913341300002,2.68468e-6
2,68.99913341300001,2.64072e-6
2,69.099133413,2.59746e-6
2,69.199133413,2.5549e-6
2,69.29913341299999,2.513e-6
2,69.39913341300002,2.47178e-6
2,69.49913341300001,2.43121e-6
2,69.599133413,2.39129e-6
2,69.699133413,2.352e-6
2,69.79913341299999,2.31334e-6
2,69.89913341300002,2.2753e-6
2,69.99913341300001,2.23787e-6
2,70.099133413,2.20103e-6
2,70.199133413,2.16478e-6
2,70.29913341299999,2.12911e-6
2,70.39913341300002,2.09401e-6
2,70.49913341300001,2.05947e-6
2,70.599133413,2.02549e-6
2,70.699133413,1.99205e-6
2,70.79913341299999,1.95914e-6
2,70.89913341300002,1.92677e-6
2,70.99913341300001,1.89491e-6
2,71.099133413,1.86356e-6
2,71.199133413,1.83272e-6
2,71.29913341299999,1.80237e-6
2,71.39913341300002,1.77251e-6
2,71.49913341300001,1.74313e-6
