file_name,replicate,temp,rep,var,sample_day,cell_density,start_time,date,time,cell_volume,total_biovolume,keep,start.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VII_01_summary,30VII,30,II,variable temperature,01,1742,2017-02-18T18:34:18Z,2017-02-18,18:34:18,1166.84,2032635.2799999998,keep,2017-02-18,2017-02-18 UTC--2017-02-18 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VII_02_summary,30VII,30,II,variable temperature,02,1178,2017-02-18T18:39:06Z,2017-02-18,18:39:06,2043.6,2407360.8,keep,2017-02-18,2017-02-18 UTC--2017-02-18 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VII_03_summary,30VII,30,II,variable temperature,03,972,2017-02-18T18:44:38Z,2017-02-18,18:44:38,474.17,460893.24,keep,2017-02-18,2017-02-18 UTC--2017-02-18 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VII_04_summary,30VII,30,II,variable temperature,04,614,2017-02-18T18:51:41Z,2017-02-18,18:51:41,3043.77,1868874.78,keep,2017-02-18,2017-02-18 UTC--2017-02-18 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VII_05_summary,30VII,30,II,variable temperature,05,1334,2017-02-18T18:56:12Z,2017-02-18,18:56:12,831.02,1108580.68,keep,2017-02-18,2017-02-18 UTC--2017-02-18 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VII_06_summary,30VII,30,II,variable temperature,06,1694,2017-02-18T19:00:37Z,2017-02-18,19:00:37,724.56,1227404.64,keep,2017-02-18,2017-02-18 UTC--2017-02-18 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VIII_01_summary,30VIII,30,III,variable temperature,01,1432,2017-02-18T18:35:47Z,2017-02-18,18:35:47,579.64,830044.48,keep,2017-02-18,2017-02-18 UTC--2017-02-18 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VIII_02_summary,30VIII,30,III,variable temperature,02,1025,2017-02-18T18:40:39Z,2017-02-18,18:40:39,988.39,1013099.75,keep,2017-02-18,2017-02-18 UTC--2017-02-18 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VIII_03_summary,30VIII,30,III,variable temperature,03,1023,2017-02-18T18:48:23Z,2017-02-18,18:48:23,1290.99,1320682.77,keep,2017-02-18,2017-02-18 UTC--2017-02-18 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VIII_04_summary,30VIII,30,III,variable temperature,04,1227,2017-02-18T18:53:09Z,2017-02-18,18:53:09,1260.13,1546179.5100000002,keep,2017-02-18,2017-02-18 UTC--2017-02-18 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VIII_05_summary,30VIII,30,III,variable temperature,05,826,2017-02-18T18:57:38Z,2017-02-18,18:57:38,815.07,673247.8200000001,keep,2017-02-18,2017-02-18 UTC--2017-02-18 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb18/30VIII_06_summary,30VIII,30,III,variable temperature,06,686,2017-02-18T19:02:34Z,2017-02-18,19:02:34,921.93,632443.98,keep,2017-02-18,2017-02-18 UTC--2017-02-18 UTC,0.0,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/10CI_01_summary,10CI,10,I,constant temperature,01,1639,2017-02-19T17:38:30Z,2017-02-19,17:38:30,928.71,1522155.69,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/10CII_01_summary,10CII,10,II,constant temperature,01,1074,2017-02-19T17:40:57Z,2017-02-19,17:40:57,864.63,928612.62,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/10CIII_01_summary,10CIII,10,III,constant temperature,01,1588,2017-02-19T17:43:20Z,2017-02-19,17:43:20,928.92,1475124.96,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/10VI_01_summary,10VI,10,I,variable temperature,01,1841,2017-02-19T17:47:59Z,2017-02-19,17:47:59,1016.22,1870861.02,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/10VII_01_summary,10VII,10,II,variable temperature,01,1434,2017-02-19T17:49:40Z,2017-02-19,17:49:40,1011.28,1450175.52,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/10VIII_01_summary,10VIII,10,III,variable temperature,01,1841,2017-02-19T17:51:18Z,2017-02-19,17:51:18,1212.39,2232009.99,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/24CI_01_summary,24CI,24,I,constant temperature,01,3330,2017-02-19T17:57:57Z,2017-02-19,17:57:57,1349.17,4492736.100000001,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/24CII_01r_summary,24CII,24,II,constant temperature,01r,3490,2017-02-19T18:00:15Z,2017-02-19,18:00:15,1630.41,5690130.9,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/24CIII_01_summary,24CIII,24,III,constant temperature,01,3227,2017-02-19T18:02:43Z,2017-02-19,18:02:43,1414.93,4565979.11,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/24VI_01_summary,24VI,24,I,variable temperature,01,2096,2017-02-19T18:08:11Z,2017-02-19,18:08:11,1353.44,2836810.24,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/24VII_01_summary,24VII,24,II,variable temperature,01,1994,2017-02-19T18:09:55Z,2017-02-19,18:09:55,1135.01,2263209.94,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/24VIII_01_summary,24VIII,24,III,variable temperature,01,2454,2017-02-19T18:11:40Z,2017-02-19,18:11:40,1344.39,3299133.06,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/30CI_01_summary,30CI,30,I,constant temperature,01,2254,2017-02-19T18:17:54Z,2017-02-19,18:17:54,1552.24,3498748.96,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/30CII_01_summary,30CII,30,II,constant temperature,01,3227,2017-02-19T18:19:29Z,2017-02-19,18:19:29,1363.13,4398820.510000001,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/30CIII_01_summary,30CIII,30,III,constant temperature,01,2622,2017-02-19T18:21:27Z,2017-02-19,18:21:27,1508.32,3954815.04,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/30VI_01_summary,30VI,30,I,variable temperature,01,2045,2017-02-19T18:27:28Z,2017-02-19,18:27:28,1195.61,2445022.4499999997,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/30VII_01_summary,30VII,30,II,variable temperature,01,1690,2017-02-19T18:29:11Z,2017-02-19,18:29:11,1641.85,2774726.5,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb19/30VIII_01_summary,30VIII,30,III,variable temperature,01,1483,2017-02-19T18:31:23Z,2017-02-19,18:31:23,1322.34,1961030.22,keep,2017-02-18,2017-02-18 UTC--2017-02-19 UTC,1.0,24.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/10CI_02_summary,10CI,10,I,constant temperature,02,2212,2017-02-20T18:53:52Z,2017-02-20,18:53:52,1131.51,2502900.12,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/10CII_02_summary,10CII,10,II,constant temperature,02,3017,2017-02-20T18:55:59Z,2017-02-20,18:55:59,1158.83,3496190.11,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/10CIII_02_summary,10CIII,10,III,constant temperature,02,2971,2017-02-20T18:57:31Z,2017-02-20,18:57:31,1147.24,3408450.04,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/10VI_02_summary,10VI,10,I,variable temperature,02,3937,2017-02-20T19:03:46Z,2017-02-20,19:03:46,1223.5,4816919.5,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/10VII_02_summary,10VII,10,II,variable temperature,02,3279,2017-02-20T19:05:18Z,2017-02-20,19:05:18,1081.68,3546828.72,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/10VIII_02_summary,10VIII,10,III,variable temperature,02,3367,2017-02-20T19:07:30Z,2017-02-20,19:07:30,995.87,3353094.29,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/24CI_02_summary,24CI,24,I,constant temperature,02,11577,2017-02-20T19:19:01Z,2017-02-20,19:19:01,1139.23,13188865.71,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/24CII_02_summary,24CII,24,II,constant temperature,02,12016,2017-02-20T19:20:46Z,2017-02-20,19:20:46,993.54,11938376.639999999,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/24CIII_02r_summary,24CIII,24,III,constant temperature,02r,11300,2017-02-20T19:25:13Z,2017-02-20,19:25:13,1156.86,13072517.999999998,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/24VI_02_summary,24VI,24,I,variable temperature,02,7786,2017-02-20T19:35:39Z,2017-02-20,19:35:39,1438.96,11203742.56,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/24VII_02_summary,24VII,24,II,variable temperature,02,8519,2017-02-20T19:37:26Z,2017-02-20,19:37:26,1372.29,11690538.51,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/24VIII_02r_summary,24VIII,24,III,variable temperature,02r,6198,2017-02-20T19:41:17Z,2017-02-20,19:41:17,1143.21,7085615.58,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/30CI_02_summary,30CI,30,I,constant temperature,02,9118,2017-02-20T19:48:36Z,2017-02-20,19:48:36,1141.88,10411661.840000002,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/30CII_02r_summary,30CII,30,II,constant temperature,02r,12704,2017-02-20T19:51:59Z,2017-02-20,19:51:59,1106.75,14060152.0,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/30CIII_02_summary,30CIII,30,III,constant temperature,02,9947,2017-02-20T19:53:43Z,2017-02-20,19:53:43,1163.04,11568758.879999999,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/30VI_02_summary,30VI,30,I,variable temperature,02,2100,2017-02-20T19:58:53Z,2017-02-20,19:58:53,875.97,1839537.0,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/30VII_02_summary,30VII,30,II,variable temperature,02,1329,2017-02-20T20:00:48Z,2017-02-20,20:00:48,1178.95,1566824.55,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb20/30VIII_02_summary,30VIII,30,III,variable temperature,02,2590,2017-02-20T20:02:43Z,2017-02-20,20:02:43,1220.49,3161069.1,keep,2017-02-18,2017-02-18 UTC--2017-02-20 UTC,2.0,48.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/10CI_03_summary,10CI,10,I,constant temperature,03,4178,2017-02-21T17:58:26Z,2017-02-21,17:58:26,1327.34,5545626.52,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/10CII_03_summary,10CII,10,II,constant temperature,03,4653,2017-02-21T18:00:56Z,2017-02-21,18:00:56,1501.88,6988247.640000001,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/10CIII_03_summary,10CIII,10,III,constant temperature,03,3944,2017-02-21T18:03:21Z,2017-02-21,18:03:21,1431.96,5647650.24,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/10VI_03_summary,10VI,10,I,variable temperature,03,4003,2017-02-21T18:08:42Z,2017-02-21,18:08:42,1365.41,5465736.23,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/10VII_03_summary,10VII,10,II,variable temperature,03,3893,2017-02-21T18:12:20Z,2017-02-21,18:12:20,1693.07,6591121.51,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/10VIII_03_summary,10VIII,10,III,variable temperature,03,5420,2017-02-21T18:14:05Z,2017-02-21,18:14:05,1432.28,7762957.6,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/24CI_03_summary,24CI,24,I,constant temperature,03,19694,2017-02-21T18:19:36Z,2017-02-21,18:19:36,978.49,19270382.06,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/24CII_03_summary,24CII,24,II,constant temperature,03,17754,2017-02-21T18:22:06Z,2017-02-21,18:22:06,972.95,17273754.3,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/24CIII_03_summary,24CIII,24,III,constant temperature,03,13729,2017-02-21T18:24:16Z,2017-02-21,18:24:16,1041.79,14302734.91,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/24VI_03_summary,24VI,24,I,variable temperature,03,15112,2017-02-21T18:29:42Z,2017-02-21,18:29:42,1032.42,15601931.040000001,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/24VII_03_summary,24VII,24,II,variable temperature,03,12653,2017-02-21T18:31:41Z,2017-02-21,18:31:41,984.43,12455992.79,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/24VIII_03_summary,24VIII,24,III,variable temperature,03,13729,2017-02-21T18:33:46Z,2017-02-21,18:33:46,1021.58,14025271.82,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/30CI_03_summary,30CI,30,I,constant temperature,03,14702,2017-02-21T18:38:42Z,2017-02-21,18:38:42,940.28,13823996.56,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/30CII_03r_summary,30CII,30,II,constant temperature,03r,15763,2017-02-21T18:41:34Z,2017-02-21,18:41:34,915.45,14430238.350000001,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/30CIII_03_summary,30CIII,30,III,constant temperature,03,16802,2017-02-21T18:44:10Z,2017-02-21,18:44:10,955.02,16046246.04,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/30VI_03_summary,30VI,30,I,variable temperature,03,2715,2017-02-21T18:49:36Z,2017-02-21,18:49:36,1340.77,3640190.55,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/30VII_03_summary,30VII,30,II,variable temperature,03,2454,2017-02-21T18:51:45Z,2017-02-21,18:51:45,1054.98,2588920.92,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb21/30VIII_03_summary,30VIII,30,III,variable temperature,03,1812,2017-02-21T18:53:23Z,2017-02-21,18:53:23,955.5,1731366.0,keep,2017-02-18,2017-02-18 UTC--2017-02-21 UTC,3.0,72.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/10CI_04_summary,10CI,10,I,constant temperature,04,10450,2017-02-23T13:13:46Z,2017-02-23,13:13:46,1298.52,13569534.0,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/10CII_04r_summary,10CII,10,II,constant temperature,04r,12725,2017-02-23T13:15:57Z,2017-02-23,13:15:57,1265.17,16099288.25,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/10CIII_04_summary,10CIII,10,III,constant temperature,04,9905,2017-02-23T13:18:03Z,2017-02-23,13:18:03,1314.14,13016556.700000001,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/10VI_04_summary,10VI,10,I,variable temperature,04,10942,2017-02-23T13:27:21Z,2017-02-23,13:27:21,1235.87,13522889.54,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/10VII_04_summary,10VII,10,II,variable temperature,04,13550,2017-02-23T13:29:25Z,2017-02-23,13:29:25,1256.5,17025575.0,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/10VIII_04_summary,10VIII,10,III,variable temperature,04,10687,2017-02-23T13:31:23Z,2017-02-23,13:31:23,1301.27,13906672.49,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/24CI_04_summary,24CI,24,I,constant temperature,04,23098,2017-02-23T13:35:57Z,2017-02-23,13:35:57,940.47,21722976.060000002,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/24CII_04_summary,24CII,24,II,constant temperature,04,21310,2017-02-23T13:37:35Z,2017-02-23,13:37:35,980.21,20888275.1,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/24CIII_04_summary,24CIII,24,III,constant temperature,04,20866,2017-02-23T13:39:39Z,2017-02-23,13:39:39,945.19,19722334.540000003,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/24VI_04r_summary,24VI,24,I,variable temperature,04r,25231,2017-02-23T13:45:59Z,2017-02-23,13:45:59,1095.0,27627945.0,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/24VII_04_summary,24VII,24,II,variable temperature,04,20143,2017-02-23T13:48:10Z,2017-02-23,13:48:10,1065.76,21467603.68,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/24VIII_04_summary,24VIII,24,III,variable temperature,04,20300,2017-02-23T13:50:14Z,2017-02-23,13:50:14,964.72,19583816.0,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/30CI_04_summary,30CI,30,I,constant temperature,04,10329,2017-02-23T13:55:40Z,2017-02-23,13:55:40,1038.39,10725530.31,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/30CII_04_summary,30CII,30,II,constant temperature,04,10758,2017-02-23T13:57:41Z,2017-02-23,13:57:41,861.36,9266510.88,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/30CIII_04_summary,30CIII,30,III,constant temperature,04,13294,2017-02-23T13:59:24Z,2017-02-23,13:59:24,939.59,12490909.46,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/30VI_04_summary,30VI,30,I,variable temperature,04,3426,2017-02-23T14:03:52Z,2017-02-23,14:03:52,1748.53,5990463.78,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/30VII_04r_summary,30VII,30,II,variable temperature,04r,3523,2017-02-23T14:05:51Z,2017-02-23,14:05:51,1571.65,5536922.95,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb23/30VIII_04_summary,30VIII,30,III,variable temperature,04,5778,2017-02-23T14:07:58Z,2017-02-23,14:07:58,1445.37,8351347.859999999,keep,2017-02-18,2017-02-18 UTC--2017-02-23 UTC,5.0,120.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/10CI_05_summary,10CI,10,I,constant temperature,05,13090,2017-02-25T18:35:18Z,2017-02-25,18:35:18,1100.83,14409864.7,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/10CII_05_summary,10CII,10,II,constant temperature,05,10348,2017-02-25T18:36:52Z,2017-02-25,18:36:52,1182.88,12240442.24,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/10CIII_05_summary,10CIII,10,III,constant temperature,05,17230,2017-02-25T18:38:22Z,2017-02-25,18:38:22,1187.03,20452526.9,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/10VI_05_summary,10VI,10,I,variable temperature,05,15892,2017-02-25T18:43:25Z,2017-02-25,18:43:25,1164.76,18510365.919999998,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/10VII_05_summary,10VII,10,II,variable temperature,05,18390,2017-02-25T18:44:54Z,2017-02-25,18:44:54,1124.62,20681761.799999997,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/10VIII_05_summary,10VIII,10,III,variable temperature,05,17622,2017-02-25T18:46:20Z,2017-02-25,18:46:20,1106.21,19493632.62,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/24CI_05_summary,24CI,24,I,constant temperature,05,20300,2017-02-25T18:49:38Z,2017-02-25,18:49:38,862.81,17515043.0,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/24CII_05_summary,24CII,24,II,constant temperature,05,20309,2017-02-25T18:51:10Z,2017-02-25,18:51:10,877.2,17815054.8,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/24CIII_05_summary,24CIII,24,III,constant temperature,05,23214,2017-02-25T18:52:39Z,2017-02-25,18:52:39,822.84,19101407.76,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/24VI_05r_summary,24VI,24,I,variable temperature,05r,23726,2017-02-25T18:58:50Z,2017-02-25,18:58:50,935.38,22192825.88,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/24VII_05_summary,24VII,24,II,variable temperature,05,25268,2017-02-25T19:00:26Z,2017-02-25,19:00:26,903.77,22836460.36,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/24VIII_05_summary,24VIII,24,III,variable temperature,05,20151,2017-02-25T19:02:04Z,2017-02-25,19:02:04,968.29,19512011.79,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/30CI_05r_summary,30CI,30,I,constant temperature,05r,13626,2017-02-25T19:13:10Z,2017-02-25,19:13:10,771.32,10510006.32,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/30CII_05_summary,30CII,30,II,constant temperature,05,17315,2017-02-25T19:07:54Z,2017-02-25,19:07:54,599.01,10371858.15,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/30CIII_05_summary,30CIII,30,III,constant temperature,05,9864,2017-02-25T19:09:27Z,2017-02-25,19:09:27,704.02,6944453.28,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
Tetraselmis_experiment/data-raw/flowcam-summaries-feb25/30VI_05_summary,30VI,30,I,variable temperature,05,6140,2017-02-25T19:17:32Z,2017-02-25,19:17:32,1302.02,7994402.8,keep,2017-02-18,2017-02-18 UTC--2017-02-25 UTC,7.0,168.0
