file_name,replicate,sample_day,cell_density,start_time,cell_volume
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/24CI_06_summary,24CI,06,17680,2017-03-01  12:03:05,904.05
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/24CII_06_summary,24CII,06,16577,2017-03-01  12:04:41,766.50
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/24CIII_06_summary,24CIII,06,15653,2017-03-01  12:07:07,831.55
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/24VI_06_summary,24VI,06,24113,2017-03-01  12:24:57,793.96
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/24VII_06_summary,24VII,06,21310,2017-03-01  12:26:31,930.92
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/24VIII_06_summary,24VIII,06,19517,2017-03-01  12:28:06,891.41
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/30CI_06_summary,30CI,06,9016,2017-03-01  12:33:26,530.40
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/30CII_06_summary,30CII,06,11350,2017-03-01  12:34:55,557.10
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/30CIII_06_summary,30CIII,06,10604,2017-03-01  12:36:28,551.04
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/30VI_06_summary,30VI,06,6352,2017-03-01  12:40:53,1048.68
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/30VII_06_summary,30VII,06,4909,2017-03-01  12:42:22,1034.92
Tetraselmis_experiment/data-raw/flowcam-summaries-mar1/30VIII_06_summary,30VIII,06,3694,2017-03-01  12:45:40,1242.10
