file_name,replicate,sample_day,cell_density,start_time,cell_volume
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/5-1-3_summary,5,1,963,2017-03-12  12:49:49,737.76
Tetraselmis_experiment/data-raw/flowcam-summaries-mar12/5-1-4_summary,5,1,901,2017-03-12  12:51:08,1055.61
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-1_summary,15,2,6661,2017-03-13  17:54:49,1627.50
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-1-b_summary,15,2,6759,2017-03-13  18:02:28,1561.21
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-2_summary,15,2,6343,2017-03-13  17:59:18,1326.45
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-2-b_summary,15,2,7467,2017-03-13  18:03:38,1249.55
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-3_summary,15,2,6225,2017-03-13  17:56:38,1484.98
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-3-b_summary,15,2,5545,2017-03-13  18:04:47,1317.14
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-4_summary,15,2,4653,2017-03-13  18:00:51,1292.43
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/15-2-4-b_summary,15,2,5747,2017-03-13  18:06:06,1370.79
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/19-2-1_summary,19,2,9600,2017-03-13  17:03:25,1061.76
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/19-2-2_summary,19,2,8772,2017-03-13  17:05:06,1105.29
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/19-2-3_summary,19,2,10962,2017-03-13  17:06:25,1054.83
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/19-2-4_summary,19,2,11357,2017-03-13  17:08:13,1096.57
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/29-2-1_summary,29,2,13671,2017-03-13  17:11:10,1050.69
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/29-2-2_summary,29,2,13622,2017-03-13  17:12:34,1118.10
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/29-2-3_summary,29,2,12690,2017-03-13  17:13:55,1122.36
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/29-2-4_summary,29,2,8678,2017-03-13  17:15:19,1055.47
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/35-2-1_summary,35,2,2441,2017-03-13  18:20:59,885.37
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/35-2-2_summary,35,2,1078,2017-03-13  18:22:16,924.47
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/35-2-3_summary,35,2,1371,2017-03-13  18:23:35,986.90
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/35-2-4_summary,35,2,2401,2017-03-13  18:24:53,930.04
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/5-2-1_summary,5,2,1174,2017-03-13  17:49:26,803.04
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/5-2-2_summary,5,2,636,2017-03-13  17:50:47,3462.13
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/5-2-3_summary,5,2,976,2017-03-13  17:52:08,865.16
Tetraselmis_experiment/data-raw/flowcam-summaries-mar13/5-2-4_summary,5,2,680,2017-03-13  17:53:28,1028.86
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/15-3-1_summary,15,3,10366,2017-03-14  14:14:19,1246.03
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/15-3-2_summary,15,3,10607,2017-03-14  14:16:50,1368.92
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/15-3-3_summary,15,3,9280,2017-03-14  14:19:24,1474.68
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/15-3-4_summary,15,3,10085,2017-03-14  14:23:37,1415.40
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/19-3-1_summary,19,3,14027,2017-03-14  14:08:50,1162.73
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/19-3-2_summary,19,3,11574,2017-03-14  14:06:07,1129.09
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/19-3-3_summary,19,3,8732,2017-03-14  14:00:31,1041.93
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/19-3-4_summary,19,3,10891,2017-03-14  14:03:18,1048.95
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/29-3-1_summary,29,3,14945,2017-03-14  13:39:06,1252.51
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/29-3-2_summary,29,3,16504,2017-03-14  13:41:41,1213.46
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/29-3-3_summary,29,3,19509,2017-03-14  13:44:16,1127.62
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/29-3-4_summary,29,3,18427,2017-03-14  13:47:02,1150.63
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/35-3-1_summary,35,3,1945,2017-03-14  13:22:39,1015.04
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/35-3-2_summary,35,3,2323,2017-03-14  13:25:33,959.91
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/35-3-3_summary,35,3,3122,2017-03-14  13:28:15,870.40
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/35-3-4_summary,35,3,3015,2017-03-14  13:31:29,809.61
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/15-4-1_summary,15,4,14334,2017-03-16  13:05:17,1042.56
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/15-4-2_summary,15,4,14659,2017-03-16  13:08:00,1137.24
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/15-4-3_summary,15,4,15938,2017-03-16  13:10:41,1163.66
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/15-4-4_summary,15,4,21179,2017-03-16  13:13:13,985.65
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/19-4-1_summary,19,4,17480,2017-03-16  12:53:56,1048.39
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/19-4-2_summary,19,4,20448,2017-03-16  12:56:44,1001.16
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/19-4-3_summary,19,4,20496,2017-03-16  12:59:29,1004.39
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/19-4-4_summary,19,4,20811,2017-03-16  13:02:16,1043.36
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/29-4-1_summary,29,4,12304,2017-03-16  12:38:13,951.23
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/29-4-2_summary,29,4,13701,2017-03-16  12:40:46,986.98
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/29-4-3_summary,29,4,12105,2017-03-16  12:44:57,1058.05
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/29-4-4_summary,29,4,14398,2017-03-16  12:47:30,985.49
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/35-4-1_summary,35,4,3035,2017-03-16  12:25:09,937.02
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/35-4-2_summary,35,4,2617,2017-03-16  12:27:58,1069.55
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/35-4-3_summary,35,4,1995,2017-03-16  12:33:08,894.68
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/35-4-4_summary,35,4,2766,2017-03-16  12:35:41,794.39
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/5-3-1_summary,5,3,1346,2017-03-16  13:18:27,1440.77
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/5-3-2_summary,5,3,1392,2017-03-16  13:21:31,1326.08
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/5-3-3_summary,5,3,1592,2017-03-16  13:24:25,1137.60
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/5-3-4_summary,5,3,767,2017-03-16  13:27:22,1187.40
Tetraselmis_experiment/data-raw/flowcam-summaries-mar17/15-5-1_summary,15,5,21270,2017-03-17  21:13:10,978.21
Tetraselmis_experiment/data-raw/flowcam-summaries-mar17/15-5-2_summary,15,5,17119,2017-03-17  21:14:30,998.21
Tetraselmis_experiment/data-raw/flowcam-summaries-mar17/15-5-3_summary,15,5,18240,2017-03-17  21:15:52,1050.68
Tetraselmis_experiment/data-raw/flowcam-summaries-mar17/15-5-4_summary,15,5,22968,2017-03-17  21:17:18,992.69
Tetraselmis_experiment/data-raw/flowcam-summaries-mar17/19-5-1_summary,19,5,29176,2017-03-17  21:07:57,919.10
Tetraselmis_experiment/data-raw/flowcam-summaries-mar17/19-5-2_summary,19,5,27416,2017-03-17  21:09:12,940.88
Tetraselmis_experiment/data-raw/flowcam-summaries-mar17/19-5-3_summary,19,5,28387,2017-03-17  21:10:30,924.91
Tetraselmis_experiment/data-raw/flowcam-summaries-mar17/19-5-4_summary,19,5,25797,2017-03-17  21:11:51,944.53
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/0-1-1_summary,0,1,1756,2017-03-18  16:18:54,839.56
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/0-1-3_summary,0,1,2443,2017-03-18  16:23:23,799.15
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/0-2-2_summary,0,2,1913,2017-03-18  16:17:46,749.70
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/0-2-3_summary,0,2,2008,2017-03-18  16:25:06,745.08
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/0-3-4_summary,0,3,1606,2017-03-18  16:20:01,859.44
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/0-4-3_summary,0,4,1469,2017-03-18  16:22:16,896.38
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/0-5-2_summary,0,5,1407,2017-03-18  16:26:29,873.20
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/0-5-3_summary,0,5,2146,2017-03-18  16:21:09,937.98
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/24-2-3_summary,24,2,1609,2017-03-18  16:29:50,1144.03
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27-2-1_summary,27,2,994,2017-03-18  16:37:57,1312.81
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27-3-1_summary,27,3,1360,2017-03-18  16:35:39,1123.85
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27-3-4_summary,27,3,2689,2017-03-18  16:36:51,977.81
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27-4-1_summary,27,4,1630,2017-03-18  16:28:43,900.69
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27-4-2_summary,27,4,1869,2017-03-18  16:32:43,829.54
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27-5-2_summary,27,5,1929,2017-03-18  16:34:28,899.09
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27-5-3_summary,27,5,1794,2017-03-18  16:31:33,1336.86
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27v-1-4_summary,27v,1,1332,2017-03-18  16:41:35,744.67
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27v-2-1_summary,27v,2,2416,2017-03-18  16:47:28,984.80
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27v-2-2_summary,27v,2,2273,2017-03-18  16:39:56,864.11
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27v-3-3_summary,27v,3,1630,2017-03-18  16:45:11,894.00
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27v-4-2_summary,27v,4,1076,2017-03-18  16:48:32,2149.19
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27v-4-3_summary,27v,4,1165,2017-03-18  16:46:20,1234.14
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27v-5-1_summary,27v,5,1507,2017-03-18  16:42:40,743.11
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/27v-5-2_summary,27v,5,1756,2017-03-18  16:43:55,880.63
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/35-5-1_summary,35,5,1926,2017-03-18  17:07:24,1118.70
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/35-5-2_summary,35,5,1681,2017-03-18  17:08:33,761.46
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/35-5-3_summary,35,5,1252,2017-03-18  17:09:39,835.53
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/35-5-4_summary,35,5,1748,2017-03-18  17:10:49,911.72
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/5-4-1_summary,5,4,738,2017-03-18  16:59:48,1428.02
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/5-4-2_summary,5,4,569,2017-03-18  17:01:25,1126.34
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/5-4-3_summary,5,4,758,2017-03-18  17:02:59,1223.02
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/5-4-4_summary,5,4,813,2017-03-18  17:04:08,1105.49
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/5v-1-2_summary,5v,1,1784,2017-03-18  16:10:06,759.16
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/5v-1-3_summary,5v,1,1828,2017-03-18  16:14:45,674.80
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/5v-2-3_summary,5v,2,1892,2017-03-18  16:07:48,1016.92
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/5v-2-4_summary,5v,2,1766,2017-03-18  16:11:15,937.02
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/5v-3-2_summary,5v,3,2146,2017-03-18  16:15:53,983.60
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/5v-3-3_summary,5v,3,2293,2017-03-18  16:12:19,940.16
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/5v-4-3_summary,5v,4,1499,2017-03-18  16:13:39,813.15
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/5v-4-4_summary,5v,4,2043,2017-03-18  16:06:15,847.53
Tetraselmis_experiment/data-raw/flowcam-summaries-mar18/5v-5-2_summary,5v,5,1788,2017-03-18  16:08:58,689.28
Tetraselmis_experiment/data-raw/flowcam-summaries-mar20/summary_export_27-1-1_copy,27,1,4133,2017-03-20  18:02:00,1083.29
Tetraselmis_experiment/data-raw/flowcam-summaries-mar20/summary_export_27-1-2_copy,27,1,4323,2017-03-20  18:05:52,1228.34
Tetraselmis_experiment/data-raw/flowcam-summaries-mar20/summary_export_27-1-3_copy,27,1,2937,2017-03-20  18:10:35,1351.38
Tetraselmis_experiment/data-raw/flowcam-summaries-mar20/summary_export_27v-1-1_copy,27v,1,4001,2017-03-20  18:13:09,1391.28
Tetraselmis_experiment/data-raw/flowcam-summaries-mar20/summary_export_27v-1-2_copy,27v,1,3465,2017-03-20  18:15:51,1507.56
Tetraselmis_experiment/data-raw/flowcam-summaries-mar20/summary_export_27v-1-3_copy,27v,1,1327,2017-03-20  18:18:29,2103.29
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/5-4-1_summary,5,4,1144,2017-03-21  16:40:33,1972.06
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/5-4-3_summary,5,4,2070,2017-03-21  16:44:16,1462.36
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/5-4-4_summary,5,4,2466,2017-03-21  16:45:32,1496.85
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/summary_export_27-2-1_copy,27,2,13090,2017-03-21  16:56:16,1115.94
Tetraselmis_experiment/data-raw/flowcam-summaries-mar21/summary_export_27-2-2_copy,27,2,16233,2017-03-21  16:58:26,1140.81
