run,a,b,w,z,sigma,isConv,finTol,logLik,AIC,BIC,deviance,df.residual
916,0.2954451383235929,0.11054556659036491,32.922686930902245,12.501891571528938,1922.2056287278838,TRUE,1.4901161193847656e-8,-2413.6499319779437,4837.299863955887,4855.273420853897,979141736.964987,265
