run,a,b,w,z,sigma,isConv,finTol,logLik,AIC,BIC,deviance,df.residual
493,0.21545358232061784,0.09952488176993014,40.76373921704329,12.01255382577381,1766.3036105260544,TRUE,1.4901161193847656e-8,-3298.2503662283493,6606.500732456699,6626.081742769736,1144977039.152557,367
