metric,value
w_low,13.86797726547098
w_high,66.28644257007738
w_mean,36.676487925182165
tmin_low,-1.8
tmin_high,0.6270114907107779
tmin_mean,-1.5498003389179906
tmax_low,28.594938590872037
tmax_high,32.61410102371789
tmax_mean,29.968702933714713
breadth_low,30.08847004194852
breadth_high,33.53836838909527
breadth_mean,31.518503272632703
topt_low,20.365032413481103
topt_high,22.234052456873812
topt_mean,21.39816572968446
