"Lat","Lon","Biome","Hemisphere","Mean","SD"
-18.5,-40.5,"terrestrial","Southern",23.5456,1.89769
-18.5,-39.5,"marine","Southern",26.2148,1.32649
-18.5,-38.5,"marine","Southern",26.4167,1.30136
-18.5,-37.5,"marine","Southern",26.4847,1.31768
-18.5,-36.5,"marine","Southern",26.5069,1.33362
-18.5,-35.5,"marine","Southern",26.4832,1.34922
-18.5,-34.5,"marine","Southern",26.4243,1.35904
-18.5,-33.5,"marine","Southern",26.3302,1.36313
-18.5,-32.5,"marine","Southern",26.2248,1.36559
-18.5,-31.5,"marine","Southern",26.108,1.36651
-18.5,-30.5,"marine","Southern",25.9841,1.36821
-18.5,-29.5,"marine","Southern",25.8531,1.37073
-18.5,-28.5,"marine","Southern",25.7153,1.3744
-18.5,-27.5,"marine","Southern",25.5708,1.37905
-18.5,-26.5,"marine","Southern",25.4231,1.3845
-18.5,-25.5,"marine","Southern",25.2721,1.39062
-18.5,-24.5,"marine","Southern",25.12,1.39626
-18.5,-23.5,"marine","Southern",24.9667,1.40132
-18.5,-22.5,"marine","Southern",24.8104,1.40579
-18.5,-21.5,"marine","Southern",24.651,1.40967
-18.5,-20.5,"marine","Southern",24.4895,1.41368
-18.5,-19.5,"marine","Southern",24.3256,1.41795
-18.5,-18.5,"marine","Southern",24.161,1.42257
-18.5,-17.5,"marine","Southern",23.9957,1.42765
-18.5,-16.5,"marine","Southern",23.8304,1.43428
-18.5,-15.5,"marine","Southern",23.6652,1.44247
-18.5,-14.5,"marine","Southern",23.5005,1.4543
-18.5,-13.5,"marine","Southern",23.3364,1.4698
-18.5,-12.5,"marine","Southern",23.1752,1.48823
-18.5,-11.5,"marine","Southern",23.0168,1.50947
-18.5,-10.5,"marine","Southern",22.8643,1.53125
-18.5,-9.5,"marine","Southern",22.7176,1.55347
-18.5,-8.5,"marine","Southern",22.5743,1.57656
-18.5,-7.5,"marine","Southern",22.4344,1.60054
-18.5,-6.5,"marine","Southern",22.3043,1.62535
-18.5,-5.5,"marine","Southern",22.184,1.651
-18.5,-4.5,"marine","Southern",22.0648,1.67938
-18.5,-3.5,"marine","Southern",21.9466,1.71054
-18.5,-2.5,"marine","Southern",21.8879,1.72623
-18.5,-1.5,"marine","Southern",21.6326,1.80213
-18.5,-0.5,"marine","Southern",21.5641,1.82302
-18.5,0.5,"marine","Southern",21.4265,1.86608
-18.5,1.5,"marine","Southern",21.2828,1.91057
-18.5,2.5,"marine","Southern",21.1332,1.95726
-18.5,3.5,"marine","Southern",20.9647,2.00139
-18.5,4.5,"marine","Southern",20.7772,2.04392
-18.5,5.5,"marine","Southern",20.5448,2.07341
-18.5,6.5,"marine","Southern",20.2676,2.09077
-18.5,7.5,"marine","Southern",19.9507,2.09199
-18.5,8.5,"marine","Southern",19.5942,2.07742
-18.5,9.5,"marine","Southern",19.243,2.05399
-18.5,10.5,"marine","Southern",18.8969,2.0201
-18.5,11.5,"marine","Southern",18.2993,1.93104
-18.5,12.5,"terrestrial","Southern",15.2296,2.01877
-18.5,13.5,"terrestrial","Southern",18.089,2.37733
-18.5,14.5,"terrestrial","Southern",21.9241,3.16538
-18.5,15.5,"terrestrial","Southern",23.2273,3.36094
-18.5,16.5,"terrestrial","Southern",23.3409,3.39391
-18.5,17.5,"terrestrial","Southern",23.2459,3.4217
-18.5,18.5,"terrestrial","Southern",22.9705,3.50532
-18.5,19.5,"terrestrial","Southern",23.1336,3.52832
-18.5,20.5,"terrestrial","Southern",23.452,3.55364
-18.5,21.5,"terrestrial","Southern",24.0181,3.6312
-18.5,22.5,"terrestrial","Southern",24.2059,3.63626
-18.5,23.5,"terrestrial","Southern",23.9037,3.47993
-18.5,24.5,"terrestrial","Southern",23.5499,3.21789
-18.5,25.5,"terrestrial","Southern",22.6647,3.18326
-18.5,26.5,"terrestrial","Southern",22.9883,3.46505
-18.5,27.5,"terrestrial","Southern",22.0018,3.58704
-18.5,28.5,"terrestrial","Southern",21.8674,3.14229
-18.5,29.5,"terrestrial","Southern",21.8214,2.98873
-18.5,30.5,"terrestrial","Southern",19.8295,3.15618
-18.5,31.5,"terrestrial","Southern",18.7371,2.83327
-18.5,32.5,"terrestrial","Southern",17.4565,2.87736
-18.5,33.5,"terrestrial","Southern",22.9376,2.70812
-18.5,34.5,"terrestrial","Southern",25.1403,2.59981
-18.5,35.5,"terrestrial","Southern",25.6439,2.40813
-18.5,36.5,"terrestrial","Southern",25.72,2.36738
-18.5,37.5,"marine","Southern",27.0183,1.51755
-18.5,38.5,"marine","Southern",27.1419,1.50931
-18.5,39.5,"marine","Southern",27.2545,1.51192
-18.5,40.5,"marine","Southern",27.3562,1.52545
-18.5,41.5,"marine","Southern",27.4339,1.54078
-18.5,42.5,"marine","Southern",27.4878,1.55773
-18.5,43.5,"marine","Southern",27.4927,1.57826
-18.5,44.5,"terrestrial","Southern",25.6835,1.83188
-18.5,45.5,"terrestrial","Southern",24.201,1.87391
-18.5,46.5,"terrestrial","Southern",20.4133,2.1209
-18.5,47.5,"terrestrial","Southern",18.2131,2.54249
-18.5,48.5,"terrestrial","Southern",20.8282,2.65193
-18.5,49.5,"marine","Southern",26.4523,1.61817
-18.5,50.5,"marine","Southern",26.439,1.62217
-18.5,51.5,"marine","Southern",26.4113,1.626
-18.5,52.5,"marine","Southern",26.369,1.62979
-18.5,53.5,"marine","Southern",26.3255,1.63117
-18.5,54.5,"marine","Southern",26.2808,1.63013
-18.5,55.5,"marine","Southern",26.2386,1.62731
-18.5,56.5,"marine","Southern",26.1988,1.62274
-18.5,57.5,"marine","Southern",26.1581,1.6179
-18.5,58.5,"marine","Southern",26.1165,1.61286
-18.5,59.5,"marine","Southern",26.0744,1.60822
-18.5,60.5,"marine","Southern",26.0316,1.60408
-18.5,61.5,"marine","Southern",25.9915,1.60036
-18.5,62.5,"marine","Southern",25.954,1.59711
-18.5,63.5,"marine","Southern",25.9179,1.59435
-18.5,64.5,"marine","Southern",25.8831,1.59196
-18.5,65.5,"marine","Southern",25.8495,1.58878
-18.5,66.5,"marine","Southern",25.817,1.58469
-18.5,67.5,"marine","Southern",25.7854,1.58084
-18.5,68.5,"marine","Southern",25.7547,1.57723
-18.5,69.5,"marine","Southern",25.726,1.57524
-18.5,70.5,"marine","Southern",25.6994,1.57489
-18.5,71.5,"marine","Southern",25.6734,1.57694
-18.5,72.5,"marine","Southern",25.6481,1.58138
-18.5,73.5,"marine","Southern",25.6227,1.58558
-18.5,74.5,"marine","Southern",25.5972,1.58953
-18.5,75.5,"marine","Southern",25.5728,1.59028
-18.5,76.5,"marine","Southern",25.5494,1.58784
-18.5,77.5,"marine","Southern",25.5259,1.58171
-18.5,78.5,"marine","Southern",25.5022,1.57192
-18.5,79.5,"marine","Southern",25.4792,1.55963
-18.5,80.5,"marine","Southern",25.457,1.54492
-18.5,81.5,"marine","Southern",25.436,1.52794
-18.5,82.5,"marine","Southern",25.4164,1.50878
-18.5,83.5,"marine","Southern",25.3973,1.48713
-18.5,84.5,"marine","Southern",25.3788,1.46296
-18.5,85.5,"marine","Southern",25.3577,1.43485
-18.5,86.5,"marine","Southern",25.3338,1.40282
-18.5,87.5,"marine","Southern",25.3066,1.36752
-18.5,88.5,"marine","Southern",25.2761,1.32893
-18.5,89.5,"marine","Southern",25.2465,1.28739
-18.5,90.5,"marine","Southern",25.2177,1.243
-18.5,91.5,"marine","Southern",25.1941,1.19556
-18.5,92.5,"marine","Southern",25.1755,1.1453
-18.5,93.5,"marine","Southern",25.1635,1.09415
-18.5,94.5,"marine","Southern",25.1582,1.04255
-18.5,95.5,"marine","Southern",25.1612,0.997449
-18.5,96.5,"marine","Southern",25.1726,0.960347
-18.5,97.5,"marine","Southern",25.1898,0.936268
-18.5,98.5,"marine","Southern",25.2128,0.925982
-18.5,99.5,"marine","Southern",25.2449,0.930599
-18.5,100.5,"marine","Southern",25.2862,0.949185
-18.5,101.5,"marine","Southern",25.3361,0.979149
-18.5,102.5,"marine","Southern",25.3946,1.01897
-18.5,103.5,"marine","Southern",25.4644,1.06382
-18.5,104.5,"marine","Southern",25.5454,1.11316
-18.5,105.5,"marine","Southern",25.642,1.16472
-18.5,106.5,"marine","Southern",25.7542,1.21855
-18.5,107.5,"marine","Southern",25.8859,1.27543
-18.5,108.5,"marine","Southern",26.0371,1.33573
-18.5,109.5,"marine","Southern",26.2019,1.39465
-18.5,110.5,"marine","Southern",26.3803,1.45344
-18.5,111.5,"marine","Southern",26.5626,1.50547
-18.5,112.5,"marine","Southern",26.7488,1.55284
-18.5,113.5,"marine","Southern",26.9253,1.5954
-18.5,114.5,"marine","Southern",27.0921,1.6344
-18.5,115.5,"marine","Southern",27.2419,1.66754
-18.5,116.5,"marine","Southern",27.3746,1.69355
-18.5,117.5,"marine","Southern",27.5118,1.7095
-18.5,118.5,"marine","Southern",27.6536,1.71444
-18.5,119.5,"marine","Southern",27.7717,1.70729
-18.5,120.5,"marine","Southern",27.8661,1.68627
-18.5,121.5,"terrestrial","Southern",27.0642,3.30047
-18.5,122.5,"terrestrial","Southern",26.2817,3.2623
-18.5,123.5,"terrestrial","Southern",26.8943,3.09918
-18.5,124.5,"terrestrial","Southern",27.7075,3.43604
-18.5,125.5,"terrestrial","Southern",27.9331,4.04786
-18.5,126.5,"terrestrial","Southern",27.8041,4.20316
-18.5,127.5,"terrestrial","Southern",26.7264,4.31149
-18.5,128.5,"terrestrial","Southern",26.6161,4.38239
-18.5,129.5,"terrestrial","Southern",25.7246,4.63102
-18.5,130.5,"terrestrial","Southern",25.9446,4.81105
-18.5,131.5,"terrestrial","Southern",26.5171,4.59746
-18.5,132.5,"terrestrial","Southern",26.5985,4.36809
-18.5,133.5,"terrestrial","Southern",26.5107,4.38009
-18.5,134.5,"terrestrial","Southern",26.9005,4.51515
-18.5,135.5,"terrestrial","Southern",26.5364,4.57339
-18.5,136.5,"terrestrial","Southern",26.0936,4.53759
-18.5,137.5,"terrestrial","Southern",25.7803,4.30193
-18.5,138.5,"terrestrial","Southern",26.0539,3.86914
-18.5,139.5,"terrestrial","Southern",26.7703,3.50328
-18.5,140.5,"terrestrial","Southern",26.8355,3.60789
-18.5,141.5,"terrestrial","Southern",27.3584,3.39225
-18.5,142.5,"terrestrial","Southern",27.1388,3.3732
-18.5,143.5,"terrestrial","Southern",25.4368,3.46557
-18.5,144.5,"terrestrial","Southern",23.1318,3.38208
-18.5,145.5,"terrestrial","Southern",20.4707,2.93495
-18.5,146.5,"terrestrial","Southern",24.256,2.90608
-18.5,147.5,"marine","Southern",26.4941,1.63565
-18.5,148.5,"marine","Southern",26.4045,1.6378
-18.5,149.5,"marine","Southern",26.378,1.6114
-18.5,150.5,"marine","Southern",26.4146,1.55678
-18.5,151.5,"marine","Southern",26.4537,1.5095
-18.5,152.5,"marine","Southern",26.4953,1.46963
-18.5,153.5,"marine","Southern",26.5223,1.44489
-18.5,154.5,"marine","Southern",26.5347,1.43515
-18.5,155.5,"marine","Southern",26.5405,1.43203
-18.5,156.5,"marine","Southern",26.5399,1.43535
-18.5,157.5,"marine","Southern",26.5374,1.44133
-18.5,158.5,"marine","Southern",26.5333,1.44979
-18.5,159.5,"marine","Southern",26.538,1.45647
-18.5,160.5,"marine","Southern",26.5516,1.46131
-18.5,161.5,"marine","Southern",26.5838,1.45812
-18.5,162.5,"marine","Southern",26.6347,1.44698
-18.5,163.5,"marine","Southern",26.6902,1.43023
-18.5,164.5,"marine","Southern",26.7505,1.40789
-18.5,165.5,"marine","Southern",26.7926,1.39005
-18.5,166.5,"marine","Southern",26.8164,1.37664
-18.5,167.5,"marine","Southern",26.8265,1.37094
-18.5,168.5,"marine","Southern",26.823,1.37294
-18.5,169.5,"marine","Southern",26.8266,1.37456
-18.5,170.5,"marine","Southern",26.8371,1.37574
-18.5,171.5,"marine","Southern",26.8618,1.37187
-18.5,172.5,"marine","Southern",26.9005,1.36299
-18.5,173.5,"marine","Southern",26.9331,1.35326
-18.5,174.5,"marine","Southern",26.9597,1.34275
-18.5,175.5,"marine","Southern",26.9676,1.33378
-18.5,176.5,"marine","Southern",26.9567,1.32637
-18.5,177.5,"marine","Southern",26.9422,1.31721
-18.5,178.5,"marine","Southern",26.9241,1.30636
-18.5,179.5,"marine","Southern",26.9197,1.29007
-17.5,-179.5,"marine","Southern",27.3419,1.14438
-17.5,-178.5,"marine","Southern",27.3629,1.12025
-17.5,-177.5,"marine","Southern",27.3917,1.09524
-17.5,-176.5,"marine","Southern",27.4212,1.07337
-17.5,-175.5,"marine","Southern",27.4513,1.05447
-17.5,-174.5,"marine","Southern",27.4808,1.03866
-17.5,-173.5,"marine","Southern",27.5096,1.02581
-17.5,-172.5,"marine","Southern",27.5357,1.01544
-17.5,-171.5,"marine","Southern",27.559,1.00747
-17.5,-170.5,"marine","Southern",27.5773,1.00026
-17.5,-169.5,"marine","Southern",27.5908,0.993807
-17.5,-168.5,"marine","Southern",27.6036,0.987832
-17.5,-167.5,"marine","Southern",27.6156,0.982348
-17.5,-166.5,"marine","Southern",27.6289,0.977609
-17.5,-165.5,"marine","Southern",27.6433,0.973533
-17.5,-164.5,"marine","Southern",27.6551,0.968592
-17.5,-163.5,"marine","Southern",27.6642,0.962768
-17.5,-162.5,"marine","Southern",27.6694,0.956418
-17.5,-161.5,"marine","Southern",27.6705,0.94963
-17.5,-160.5,"marine","Southern",27.6704,0.943546
-17.5,-159.5,"marine","Southern",27.6691,0.93825
-17.5,-158.5,"marine","Southern",27.6702,0.931949
-17.5,-157.5,"marine","Southern",27.6738,0.924694
-17.5,-156.5,"marine","Southern",27.6802,0.916562
-17.5,-155.5,"marine","Southern",27.6896,0.907669
-17.5,-154.5,"marine","Southern",27.7003,0.899597
-17.5,-153.5,"marine","Southern",27.7125,0.892433
-17.5,-152.5,"marine","Southern",27.7209,0.886956
-17.5,-151.5,"marine","Southern",27.7255,0.883029
-17.5,-150.5,"marine","Southern",27.7262,0.881029
-17.5,-149.5,"terrestrial","Southern",24.1687,1.17173
-17.5,-148.5,"marine","Southern",27.7145,0.881675
-17.5,-147.5,"marine","Southern",27.7003,0.883352
-17.5,-146.5,"marine","Southern",27.6803,0.885305
-17.5,-145.5,"marine","Southern",27.6546,0.887505
-17.5,-144.5,"marine","Southern",27.6258,0.889982
-17.5,-143.5,"marine","Southern",27.5938,0.892695
-17.5,-142.5,"marine","Southern",27.5611,0.894837
-17.5,-141.5,"marine","Southern",27.5276,0.89632
-17.5,-140.5,"marine","Southern",27.4925,0.897234
-17.5,-139.5,"marine","Southern",27.4557,0.897613
-17.5,-138.5,"marine","Southern",27.4158,0.897975
-17.5,-137.5,"marine","Southern",27.3728,0.898331
-17.5,-136.5,"marine","Southern",27.3266,0.898328
-17.5,-135.5,"marine","Southern",27.2772,0.897985
-17.5,-134.5,"marine","Southern",27.2207,0.897721
-17.5,-133.5,"marine","Southern",27.1573,0.897518
-17.5,-132.5,"marine","Southern",27.0873,0.897218
-17.5,-131.5,"marine","Southern",27.0108,0.896888
-17.5,-130.5,"marine","Southern",26.9311,0.896339
-17.5,-129.5,"marine","Southern",26.8481,0.895575
-17.5,-128.5,"marine","Southern",26.7607,0.894618
-17.5,-127.5,"marine","Southern",26.6689,0.893457
-17.5,-126.5,"marine","Southern",26.5733,0.891933
-17.5,-125.5,"marine","Southern",26.474,0.890047
-17.5,-124.5,"marine","Southern",26.3714,0.887226
-17.5,-123.5,"marine","Southern",26.2657,0.883516
-17.5,-122.5,"marine","Southern",26.1553,0.879772
-17.5,-121.5,"marine","Southern",26.0403,0.876021
-17.5,-120.5,"marine","Southern",25.9217,0.873852
-17.5,-119.5,"marine","Southern",25.7994,0.873319
-17.5,-118.5,"marine","Southern",25.674,0.873989
-17.5,-117.5,"marine","Southern",25.5455,0.8759
-17.5,-116.5,"marine","Southern",25.4153,0.878508
-17.5,-115.5,"marine","Southern",25.2834,0.881751
-17.5,-114.5,"marine","Southern",25.1498,0.885566
-17.5,-113.5,"marine","Southern",25.0144,0.88993
-17.5,-112.5,"marine","Southern",24.8752,0.894721
-17.5,-111.5,"marine","Southern",24.7322,0.89993
-17.5,-110.5,"marine","Southern",24.5867,0.905614
-17.5,-109.5,"marine","Southern",24.4387,0.911813
-17.5,-108.5,"marine","Southern",24.2893,0.919756
-17.5,-107.5,"marine","Southern",24.1385,0.92953
-17.5,-106.5,"marine","Southern",23.9866,0.941453
-17.5,-105.5,"marine","Southern",23.8335,0.955598
-17.5,-104.5,"marine","Southern",23.6789,0.97203
-17.5,-103.5,"marine","Southern",23.5228,0.990752
-17.5,-102.5,"marine","Southern",23.3672,1.0121
-17.5,-101.5,"marine","Southern",23.2121,1.03603
-17.5,-100.5,"marine","Southern",23.0573,1.06255
-17.5,-99.5,"marine","Southern",22.903,1.09169
-17.5,-98.5,"marine","Southern",22.7483,1.12378
-17.5,-97.5,"marine","Southern",22.5932,1.15885
-17.5,-96.5,"marine","Southern",22.4357,1.19692
-17.5,-95.5,"marine","Southern",22.2758,1.23796
-17.5,-94.5,"marine","Southern",22.1179,1.28165
-17.5,-93.5,"marine","Southern",21.9621,1.32793
-17.5,-92.5,"marine","Southern",21.8068,1.37771
-17.5,-91.5,"marine","Southern",21.6521,1.43106
-17.5,-90.5,"marine","Southern",21.5004,1.49001
-17.5,-89.5,"marine","Southern",21.3515,1.55478
-17.5,-88.5,"marine","Southern",21.2108,1.62303
-17.5,-87.5,"marine","Southern",21.0782,1.6952
-17.5,-86.5,"marine","Southern",20.9502,1.7674
-17.5,-85.5,"marine","Southern",20.8267,1.84049
-17.5,-84.5,"marine","Southern",20.7101,1.91628
-17.5,-83.5,"marine","Southern",20.6005,1.99596
-17.5,-82.5,"marine","Southern",20.4927,2.07939
-17.5,-81.5,"marine","Southern",20.3866,2.16805
-17.5,-80.5,"marine","Southern",20.263,2.25031
-17.5,-79.5,"marine","Southern",20.1218,2.32756
-17.5,-78.5,"marine","Southern",19.99,2.39471
-17.5,-77.5,"marine","Southern",19.8677,2.45204
-17.5,-76.5,"marine","Southern",19.8005,2.50194
-17.5,-75.5,"marine","Southern",19.7885,2.54361
-17.5,-74.5,"marine","Southern",19.812,2.57193
-17.5,-73.5,"marine","Southern",19.8708,2.58528
-17.5,-72.5,"marine","Southern",19.9342,2.58772
-17.5,-71.5,"marine","Southern",20.0022,2.57784
-17.5,-70.5,"terrestrial","Southern",14.0488,2.08092
-17.5,-69.5,"terrestrial","Southern",5.18104,2.35629
-17.5,-68.5,"terrestrial","Southern",6.84438,2.2981
-17.5,-67.5,"terrestrial","Southern",6.43156,2.2888
-17.5,-66.5,"terrestrial","Southern",14.5614,2.30432
-17.5,-65.5,"terrestrial","Southern",17.2819,2.00244
-17.5,-64.5,"terrestrial","Southern",25.2965,2.07858
-17.5,-63.5,"terrestrial","Southern",24.273,2.31756
-17.5,-62.5,"terrestrial","Southern",25.1376,2.18617
-17.5,-61.5,"terrestrial","Southern",26.4427,2.17004
-17.5,-60.5,"terrestrial","Southern",26.4407,2.36527
-17.5,-59.5,"terrestrial","Southern",26.156,2.43985
-17.5,-58.5,"terrestrial","Southern",26.2512,2.45286
-17.5,-57.5,"terrestrial","Southern",26.2433,2.36806
-17.5,-56.5,"terrestrial","Southern",26.2915,2.20927
-17.5,-55.5,"terrestrial","Southern",26.04,2.26781
-17.5,-54.5,"terrestrial","Southern",24.1754,2.28257
-17.5,-53.5,"terrestrial","Southern",22.9662,2.17037
-17.5,-52.5,"terrestrial","Southern",22.8273,1.95512
-17.5,-51.5,"terrestrial","Southern",22.3843,1.72655
-17.5,-50.5,"terrestrial","Southern",24.265,1.57269
-17.5,-49.5,"terrestrial","Southern",23.8727,1.55193
-17.5,-48.5,"terrestrial","Southern",22.405,1.59271
-17.5,-47.5,"terrestrial","Southern",21.2221,1.79747
-17.5,-46.5,"terrestrial","Southern",22.6346,2.03559
-17.5,-45.5,"terrestrial","Southern",22.6769,2.13436
-17.5,-44.5,"terrestrial","Southern",22.4716,2.03859
-17.5,-43.5,"terrestrial","Southern",20.7152,1.9446
-17.5,-42.5,"terrestrial","Southern",21.2724,2.09631
-17.5,-41.5,"terrestrial","Southern",22.2548,2.16316
-17.5,-40.5,"terrestrial","Southern",23.9496,1.9135
-17.5,-39.5,"terrestrial","Southern",24.9736,1.68318
-17.5,-38.5,"marine","Southern",26.6028,1.23073
-17.5,-37.5,"marine","Southern",26.6522,1.24227
-17.5,-36.5,"marine","Southern",26.6632,1.25252
-17.5,-35.5,"marine","Southern",26.6357,1.26168
-17.5,-34.5,"marine","Southern",26.5723,1.26624
-17.5,-33.5,"marine","Southern",26.4729,1.26631
-17.5,-32.5,"marine","Southern",26.3608,1.26577
-17.5,-31.5,"marine","Southern",26.2359,1.26477
-17.5,-30.5,"marine","Southern",26.1043,1.2652
-17.5,-29.5,"marine","Southern",25.9659,1.26713
-17.5,-28.5,"marine","Southern",25.8218,1.27081
-17.5,-27.5,"marine","Southern",25.6719,1.27609
-17.5,-26.5,"marine","Southern",25.5196,1.2827
-17.5,-25.5,"marine","Southern",25.3646,1.29047
-17.5,-24.5,"marine","Southern",25.2078,1.29826
-17.5,-23.5,"marine","Southern",25.0491,1.30599
-17.5,-22.5,"marine","Southern",24.8876,1.31359
-17.5,-21.5,"marine","Southern",24.7235,1.32109
-17.5,-20.5,"marine","Southern",24.5578,1.32922
-17.5,-19.5,"marine","Southern",24.3907,1.33815
-17.5,-18.5,"marine","Southern",24.2237,1.34846
-17.5,-17.5,"marine","Southern",24.0569,1.36026
-17.5,-16.5,"marine","Southern",23.8911,1.37463
-17.5,-15.5,"marine","Southern",23.7262,1.39154
-17.5,-14.5,"marine","Southern",23.5635,1.41203
-17.5,-13.5,"marine","Southern",23.4028,1.43603
-17.5,-12.5,"marine","Southern",23.2463,1.46211
-17.5,-11.5,"marine","Southern",23.0942,1.49011
-17.5,-10.5,"marine","Southern",22.9477,1.51832
-17.5,-9.5,"marine","Southern",22.8067,1.5467
-17.5,-8.5,"marine","Southern",22.6698,1.57593
-17.5,-7.5,"marine","Southern",22.537,1.60607
-17.5,-6.5,"marine","Southern",22.4144,1.6368
-17.5,-5.5,"marine","Southern",22.3021,1.66819
-17.5,-4.5,"marine","Southern",22.1914,1.70152
-17.5,-3.5,"marine","Southern",22.0821,1.73692
-17.5,-2.5,"marine","Southern",22.0278,1.75478
-17.5,-1.5,"marine","Southern",21.7925,1.83765
-17.5,-0.5,"marine","Southern",21.7287,1.8608
-17.5,0.5,"marine","Southern",21.6004,1.90855
-17.5,1.5,"marine","Southern",21.4671,1.95843
-17.5,2.5,"marine","Southern",21.3288,2.01128
-17.5,3.5,"marine","Southern",21.1753,2.06022
-17.5,4.5,"marine","Southern",21.0064,2.10653
-17.5,5.5,"marine","Southern",20.8051,2.13784
-17.5,6.5,"marine","Southern",20.5711,2.15563
-17.5,7.5,"marine","Southern",20.3211,2.15945
-17.5,8.5,"marine","Southern",20.055,2.14962
-17.5,9.5,"marine","Southern",19.8135,2.13585
-17.5,10.5,"marine","Southern",19.5965,2.11548
-17.5,11.5,"terrestrial","Southern",18.91,2.13884
-17.5,12.5,"terrestrial","Southern",16.527,2.10615
-17.5,13.5,"terrestrial","Southern",21.5015,2.75224
-17.5,14.5,"terrestrial","Southern",23.2118,3.11761
-17.5,15.5,"terrestrial","Southern",23.3267,3.3137
-17.5,16.5,"terrestrial","Southern",23.1684,3.33507
-17.5,17.5,"terrestrial","Southern",22.8936,3.35692
-17.5,18.5,"terrestrial","Southern",23.039,3.44004
-17.5,19.5,"terrestrial","Southern",23.0643,3.47076
-17.5,20.5,"terrestrial","Southern",23.1065,3.45696
-17.5,21.5,"terrestrial","Southern",23.5584,3.43744
-17.5,22.5,"terrestrial","Southern",23.9268,3.29766
-17.5,23.5,"terrestrial","Southern",23.4989,3.10518
-17.5,24.5,"terrestrial","Southern",23.3557,3.14797
-17.5,25.5,"terrestrial","Southern",23.3132,3.30431
-17.5,26.5,"terrestrial","Southern",21.8337,3.29956
-17.5,27.5,"terrestrial","Southern",24.0352,2.975
-17.5,28.5,"terrestrial","Southern",24.1619,2.93614
-17.5,29.5,"terrestrial","Southern",22.423,2.86712
-17.5,30.5,"terrestrial","Southern",19.4975,3.01176
-17.5,31.5,"terrestrial","Southern",20.1076,2.96575
-17.5,32.5,"terrestrial","Southern",21.6199,2.66299
-17.5,33.5,"terrestrial","Southern",23.4083,2.40983
-17.5,34.5,"terrestrial","Southern",25.4202,2.6604
-17.5,35.5,"terrestrial","Southern",25.6955,2.62456
-17.5,36.5,"terrestrial","Southern",25.5497,2.53133
-17.5,37.5,"terrestrial","Southern",25.6998,2.4214
-17.5,38.5,"marine","Southern",27.2211,1.47713
-17.5,39.5,"marine","Southern",27.3451,1.46941
-17.5,40.5,"marine","Southern",27.4401,1.47718
-17.5,41.5,"marine","Southern",27.5157,1.48865
-17.5,42.5,"marine","Southern",27.5719,1.50364
-17.5,43.5,"marine","Southern",27.6054,1.50742
-17.5,44.5,"terrestrial","Southern",26.191,1.70488
-17.5,45.5,"terrestrial","Southern",24.9558,1.759
-17.5,46.5,"terrestrial","Southern",24.7461,1.77144
-17.5,47.5,"terrestrial","Southern",22.0293,2.17666
-17.5,48.5,"terrestrial","Southern",19.9066,2.43831
-17.5,49.5,"terrestrial","Southern",22.6196,2.35503
-17.5,50.5,"marine","Southern",26.5515,1.61315
-17.5,51.5,"marine","Southern",26.5603,1.61259
-17.5,52.5,"marine","Southern",26.5358,1.61251
-17.5,53.5,"marine","Southern",26.5084,1.61042
-17.5,54.5,"marine","Southern",26.478,1.60635
-17.5,55.5,"marine","Southern",26.4469,1.60182
-17.5,56.5,"marine","Southern",26.4149,1.59688
-17.5,57.5,"marine","Southern",26.38,1.5924
-17.5,58.5,"marine","Southern",26.3421,1.5885
-17.5,59.5,"marine","Southern",26.3043,1.58492
-17.5,60.5,"marine","Southern",26.2667,1.58179
-17.5,61.5,"marine","Southern",26.232,1.57872
-17.5,62.5,"marine","Southern",26.2001,1.57574
-17.5,63.5,"marine","Southern",26.1692,1.57278
-17.5,64.5,"marine","Southern",26.1393,1.56976
-17.5,65.5,"marine","Southern",26.1106,1.56616
-17.5,66.5,"marine","Southern",26.083,1.56189
-17.5,67.5,"marine","Southern",26.0575,1.55843
-17.5,68.5,"marine","Southern",26.0339,1.55578
-17.5,69.5,"marine","Southern",26.0125,1.55473
-17.5,70.5,"marine","Southern",25.9934,1.55531
-17.5,71.5,"marine","Southern",25.9755,1.55741
-17.5,72.5,"marine","Southern",25.959,1.56103
-17.5,73.5,"marine","Southern",25.9432,1.56382
-17.5,74.5,"marine","Southern",25.928,1.56581
-17.5,75.5,"marine","Southern",25.9139,1.56395
-17.5,76.5,"marine","Southern",25.9008,1.55828
-17.5,77.5,"marine","Southern",25.8863,1.54807
-17.5,78.5,"marine","Southern",25.8706,1.53336
-17.5,79.5,"marine","Southern",25.8541,1.51555
-17.5,80.5,"marine","Southern",25.8369,1.49469
-17.5,81.5,"marine","Southern",25.8211,1.47136
-17.5,82.5,"marine","Southern",25.8067,1.44562
-17.5,83.5,"marine","Southern",25.7944,1.41757
-17.5,84.5,"marine","Southern",25.7842,1.38716
-17.5,85.5,"marine","Southern",25.7712,1.35333
-17.5,86.5,"marine","Southern",25.7556,1.31606
-17.5,87.5,"marine","Southern",25.7364,1.27636
-17.5,88.5,"marine","Southern",25.7137,1.23422
-17.5,89.5,"marine","Southern",25.6919,1.19082
-17.5,90.5,"marine","Southern",25.6712,1.14627
-17.5,91.5,"marine","Southern",25.6549,1.10061
-17.5,92.5,"marine","Southern",25.6431,1.05421
-17.5,93.5,"marine","Southern",25.6372,1.00971
-17.5,94.5,"marine","Southern",25.6371,0.967734
-17.5,95.5,"marine","Southern",25.6434,0.934111
