isolate.code,time,lat,lon,sst
1,1998-01-01T00:00:00Z,-74.875,164.625,-0.019999999552965164
1,1998-01-02T00:00:00Z,-74.875,164.625,-0.22999998927116394
1,1998-01-03T00:00:00Z,-74.875,164.625,-0.10999999940395355
1,1998-01-04T00:00:00Z,-74.875,164.625,-0.4099999964237213
1,1998-01-05T00:00:00Z,-74.875,164.625,-0.5199999809265137
1,1998-01-06T00:00:00Z,-74.875,164.625,-0.5999999642372131
1,1998-01-07T00:00:00Z,-74.875,164.625,-0.6599999666213989
1,1998-01-08T00:00:00Z,-74.875,164.625,-0.7099999785423279
1,1998-01-09T00:00:00Z,-74.875,164.625,-0.12999999523162842
1,1998-01-10T00:00:00Z,-74.875,164.625,-0.08999999612569809
1,1998-01-11T00:00:00Z,-74.875,164.625,-0.19999998807907104
1,1998-01-12T00:00:00Z,-74.875,164.625,-0.10999999940395355
1,1998-01-13T00:00:00Z,-74.875,164.625,-0.08999999612569809
1,1998-01-14T00:00:00Z,-74.875,164.625,0.019999999552965164
1,1998-01-15T00:00:00Z,-74.875,164.625,0.08999999612569809
1,1998-01-16T00:00:00Z,-74.875,164.625,0.04999999701976776
1,1998-01-17T00:00:00Z,-74.875,164.625,-0.3100000023841858
1,1998-01-18T00:00:00Z,-74.875,164.625,0.08999999612569809
1,1998-01-19T00:00:00Z,-74.875,164.625,0.3199999928474426
1,1998-01-20T00:00:00Z,-74.875,164.625,0.1899999976158142
1,1998-01-21T00:00:00Z,-74.875,164.625,0.029999999329447746
1,1998-01-22T00:00:00Z,-74.875,164.625,-0.009999999776482582
1,1998-01-23T00:00:00Z,-74.875,164.625,-0.22999998927116394
1,1998-01-24T00:00:00Z,-74.875,164.625,-0.6599999666213989
1,1998-01-25T00:00:00Z,-74.875,164.625,-0.9300000071525574
1,1998-01-26T00:00:00Z,-74.875,164.625,-0.8999999761581421
1,1998-01-27T00:00:00Z,-74.875,164.625,-0.8700000047683716
1,1998-01-28T00:00:00Z,-74.875,164.625,-0.7899999618530273
1,1998-01-29T00:00:00Z,-74.875,164.625,-0.8100000023841858
1,1998-01-30T00:00:00Z,-74.875,164.625,-1.0399999618530273
1,1998-01-31T00:00:00Z,-74.875,164.625,-0.9799999594688416
1,1998-02-01T00:00:00Z,-74.875,164.625,-0.9300000071525574
1,1998-02-02T00:00:00Z,-74.875,164.625,-1.1699999570846558
1,1998-02-03T00:00:00Z,-74.875,164.625,-1.2400000095367432
1,1998-02-04T00:00:00Z,-74.875,164.625,-1.1699999570846558
1,1998-02-05T00:00:00Z,-74.875,164.625,-1.1699999570846558
1,1998-02-06T00:00:00Z,-74.875,164.625,-1.3399999141693115
1,1998-02-07T00:00:00Z,-74.875,164.625,-1.4499999284744263
1,1998-02-08T00:00:00Z,-74.875,164.625,-1.5
1,1998-02-09T00:00:00Z,-74.875,164.625,-1.1699999570846558
1,1998-02-10T00:00:00Z,-74.875,164.625,-1.1899999380111694
1,1998-02-11T00:00:00Z,-74.875,164.625,-1.1699999570846558
1,1998-02-12T00:00:00Z,-74.875,164.625,-1.1299999952316284
1,1998-02-13T00:00:00Z,-74.875,164.625,-0.8700000047683716
1,1998-02-14T00:00:00Z,-74.875,164.625,-0.85999995470047
1,1998-02-15T00:00:00Z,-74.875,164.625,-0.8700000047683716
1,1998-02-16T00:00:00Z,-74.875,164.625,-1.1699999570846558
1,1998-02-17T00:00:00Z,-74.875,164.625,-1.6100000143051147
1,1998-02-18T00:00:00Z,-74.875,164.625,-1.559999942779541
1,1998-02-19T00:00:00Z,-74.875,164.625,-1.399999976158142
1,1998-02-20T00:00:00Z,-74.875,164.625,-1.3299999237060547
1,1998-02-21T00:00:00Z,-74.875,164.625,-1.4399999380111694
