file_name,temp,sample_day,cell_density,start_time,date,time,cell_volume,total_biovolume,keep,start.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/15-3-1_summary,15,3,10366,2017-03-14T14:14:19Z,2017-03-14,14:14:19,1246.03,12916346.98,drop,2017-03-10,2017-03-10 UTC--2017-03-14 UTC,4.0,96.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/15-3-2_summary,15,3,10607,2017-03-14T14:16:50Z,2017-03-14,14:16:50,1368.92,14520134.440000001,drop,2017-03-10,2017-03-10 UTC--2017-03-14 UTC,4.0,96.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/15-3-3_summary,15,3,9280,2017-03-14T14:19:24Z,2017-03-14,14:19:24,1474.68,13685030.4,drop,2017-03-10,2017-03-10 UTC--2017-03-14 UTC,4.0,96.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/15-3-4_summary,15,3,10085,2017-03-14T14:23:37Z,2017-03-14,14:23:37,1415.4,14274309.0,drop,2017-03-10,2017-03-10 UTC--2017-03-14 UTC,4.0,96.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/19-3-1_summary,19,3,14027,2017-03-14T14:08:50Z,2017-03-14,14:08:50,1162.73,16309613.71,drop,2017-03-10,2017-03-10 UTC--2017-03-14 UTC,4.0,96.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/19-3-2_summary,19,3,11574,2017-03-14T14:06:07Z,2017-03-14,14:06:07,1129.09,13068087.659999998,drop,2017-03-10,2017-03-10 UTC--2017-03-14 UTC,4.0,96.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/19-3-3_summary,19,3,8732,2017-03-14T14:00:31Z,2017-03-14,14:00:31,1041.93,9098132.76,drop,2017-03-10,2017-03-10 UTC--2017-03-14 UTC,4.0,96.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar14/19-3-4_summary,19,3,10891,2017-03-14T14:03:18Z,2017-03-14,14:03:18,1048.95,11424114.450000001,drop,2017-03-10,2017-03-10 UTC--2017-03-14 UTC,4.0,96.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/15-4-1_summary,15,4,14334,2017-03-16T13:05:17Z,2017-03-16,13:05:17,1042.56,14944055.04,drop,2017-03-10,2017-03-10 UTC--2017-03-16 UTC,6.0,144.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/15-4-2_summary,15,4,14659,2017-03-16T13:08:00Z,2017-03-16,13:08:00,1137.24,16670801.16,drop,2017-03-10,2017-03-10 UTC--2017-03-16 UTC,6.0,144.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/15-4-3_summary,15,4,15938,2017-03-16T13:10:41Z,2017-03-16,13:10:41,1163.66,18546413.080000002,drop,2017-03-10,2017-03-10 UTC--2017-03-16 UTC,6.0,144.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/15-4-4_summary,15,4,21179,2017-03-16T13:13:13Z,2017-03-16,13:13:13,985.65,20875081.349999998,drop,2017-03-10,2017-03-10 UTC--2017-03-16 UTC,6.0,144.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/19-4-1_summary,19,4,17480,2017-03-16T12:53:56Z,2017-03-16,12:53:56,1048.39,18325857.200000003,drop,2017-03-10,2017-03-10 UTC--2017-03-16 UTC,6.0,144.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/19-4-2_summary,19,4,20448,2017-03-16T12:56:44Z,2017-03-16,12:56:44,1001.16,20471719.68,drop,2017-03-10,2017-03-10 UTC--2017-03-16 UTC,6.0,144.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/19-4-3_summary,19,4,20496,2017-03-16T12:59:29Z,2017-03-16,12:59:29,1004.39,20585977.44,drop,2017-03-10,2017-03-10 UTC--2017-03-16 UTC,6.0,144.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/19-4-4_summary,19,4,20811,2017-03-16T13:02:16Z,2017-03-16,13:02:16,1043.36,21713364.959999997,drop,2017-03-10,2017-03-10 UTC--2017-03-16 UTC,6.0,144.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/5-3-1_summary,5,3,1346,2017-03-16T13:18:27Z,2017-03-16,13:18:27,1440.77,1939276.42,drop,2017-03-10,2017-03-10 UTC--2017-03-16 UTC,6.0,144.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/5-3-2_summary,5,3,1392,2017-03-16T13:21:31Z,2017-03-16,13:21:31,1326.08,1845903.3599999999,drop,2017-03-10,2017-03-10 UTC--2017-03-16 UTC,6.0,144.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/5-3-3_summary,5,3,1592,2017-03-16T13:24:25Z,2017-03-16,13:24:25,1137.6,1811059.2,drop,2017-03-10,2017-03-10 UTC--2017-03-16 UTC,6.0,144.0
Tetraselmis_experiment/data-raw/flowcam-summaries-mar16/5-3-4_summary,5,3,767,2017-03-16T13:27:22Z,2017-03-16,13:27:22,1187.4,910735.8,drop,2017-03-10,2017-03-10 UTC--2017-03-16 UTC,6.0,144.0
