file_name,temp,variability,sample_day,replicate,cell_density,start_time,cell_volume
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/27v-3-3_summary,27,v,3,3,24712,2017-06-11  10:42:21,989.45
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/27v-3-4_summary,27,v,3,4,17091,2017-06-11  10:44:05,1018.85
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_10c-3-1_copy,10,c,3,1,5311,2017-06-11  12:14:25,1366.79
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_10c-3-2_copy,10,c,3,2,11108,2017-06-11  12:16:44,1377.03
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_10c-3-4_copy,10,c,3,4,7455,2017-06-11  12:20:57,1415.51
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_16c-3-1_copy,16,c,3,1,26447,2017-06-11  12:03:45,983.53
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_16c-3-3_copy,16,c,3,3,25300,2017-06-11  12:07:56,1002.93
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_16c-3-4_copy,16,c,3,4,25891,2017-06-11  12:10:11,1008.69
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_20c-3-1_copy,20,c,3,1,25261,2017-06-11  11:32:24,909.94
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_20c-3-3_copy,20,c,3,3,25973,2017-06-11  11:36:40,939.68
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_20c-3-4_copy,20,c,3,4,26082,2017-06-11  11:38:57,940.86
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_20v-3-4_copy,20,v,3,4,26506,2017-06-11  11:16:55,962.78
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_27c-3-1_copy,27,c,3,1,19671,2017-06-11  11:20:34,795.12
Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_27c-3-4_copy,27,c,3,4,18126,2017-06-11  11:26:56,726.45
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/10v-3-1_summary,10,v,3,1,22470,2017-06-12  20:09:34,1096.46
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/10v-3-3_summary,10,v,3,3,18062,2017-06-12  20:13:52,1150.14
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/10v-3-4_summary,10,v,3,4,18981,2017-06-12  20:15:46,1167.62
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20c-4-1_summary,20,c,4,1,29203,2017-06-12  19:59:11,820.17
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20c-4-2_summary,20,c,4,2,27249,2017-06-12  20:01:04,826.08
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20c-4-3_summary,20,c,4,3,25617,2017-06-12  20:02:54,842.25
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20c-4-4_summary,20,c,4,4,28974,2017-06-12  20:04:40,846.16
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20v-4-1_summary,20,v,4,1,24141,2017-06-12  19:51:05,817.09
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20v-4-2_summary,20,v,4,2,23965,2017-06-12  19:52:54,803.71
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20v-4-3_summary,20,v,4,3,24041,2017-06-12  19:54:48,794.32
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/20v-4-4_summary,20,v,4,4,25713,2017-06-12  19:57:17,820.12
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10c-3-1_copy,10,c,3,1,15645,2017-06-12  20:17:46,1273.14
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10c-3-2_copy,10,c,3,2,19219,2017-06-12  20:20:12,1169.25
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10c-3-3_copy,10,c,3,3,17575,2017-06-12  20:22:52,1238.02
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10c-3-4_copy,10,c,3,4,17431,2017-06-12  20:25:08,1222.13
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10v-3-2_copy,10,v,3,2,16432,2017-06-12  20:11:35,1171.64
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5c-3-1_copy,5,c,3,1,1242,2017-06-12  20:34:27,1287.53
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5c-3-2_copy,5,c,3,2,1347,2017-06-12  20:36:36,1337.00
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5c-3-3_copy,5,c,3,3,445,2017-06-12  20:38:48,1368.78
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5c-3-4_copy,5,c,3,4,1007,2017-06-12  20:41:00,1311.76
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5v-3-1_copy,5,v,3,1,5603,2017-06-12  20:43:23,1390.35
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5v-3-2_copy,5,v,3,2,646,2017-06-12  20:45:40,1492.55
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5v-3-3_copy,5,v,3,3,1501,2017-06-12  20:47:48,1578.59
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5v-3-4_copy,5,v,3,4,1606,2017-06-12  20:50:12,1442.39
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/16c-4-1_summary,16,c,4,1,26339,2017-06-12  12:00:50,972.04
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/16c-4-2_summary,16,c,4,2,26452,2017-06-12  12:02:29,932.14
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/16c-4-3_summary,16,c,4,3,24689,2017-06-12  12:04:21,980.69
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/16c-4-4_summary,16,c,4,4,24070,2017-06-12  12:06:08,984.45
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/24c-4-1_summary,24,c,4,1,25959,2017-06-12  11:52:57,708.14
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/24c-4-2_summary,24,c,4,2,20242,2017-06-12  11:54:40,700.62
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/24c-4-3_summary,24,c,4,3,23742,2017-06-12  11:56:30,694.71
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/24c-4-4_summary,24,c,4,4,26769,2017-06-12  11:58:53,726.67
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/27c-4-1_summary,27,c,4,1,12875,2017-06-12  11:42:32,564.74
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/27c-4-2_summary,27,c,4,2,22296,2017-06-12  11:44:24,667.21
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/27c-4-3_summary,27,c,4,3,15085,2017-06-12  11:46:16,692.35
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/27c-4-4_summary,27,c,4,4,10782,2017-06-12  11:48:05,575.00
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/27v-4-1_summary,27,v,4,1,21790,2017-06-12  11:34:42,888.68
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/27v-4-3_summary,27,v,4,3,18483,2017-06-12  11:38:46,873.52
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/27v-4-4_summary,27,v,4,4,15372,2017-06-12  11:40:33,996.17
Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-morn/summary_export_27v-4-2_copy,27,v,4,2,16192,2017-06-12  11:36:31,950.43
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/10c-3-2_summary,10,c,3,2,31444,2017-06-13  18:35:51,1129.87
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/10v-3-3_summary,10,v,3,3,28896,2017-06-13  18:49:58,1126.51
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/10v-3-4_summary,10,v,3,4,25081,2017-06-13  18:51:53,1090.13
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/10v-4-4_summary,10,v,4,4,27229,2017-06-13  19:00:52,1092.98
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_10c-3-1_copy,10,c,3,1,24828,2017-06-13  18:33:39,1237.37
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_10c-3-3_copy,10,c,3,3,29310,2017-06-13  18:37:38,1184.07
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_10c-3-4_copy,10,c,3,4,24709,2017-06-13  18:39:58,1213.24
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_10c-4-1_copy,10,c,4,1,33719,2017-06-13  18:13:22,1171.77
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_10c-4-2_copy,10,c,4,2,31988,2017-06-13  18:15:48,1175.51
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_10c-4-3_copy,10,c,4,3,28725,2017-06-13  18:18:10,1153.33
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_10c-4-4_copy,10,c,4,4,27027,2017-06-13  18:21:05,1201.25
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_10v-3-1_copy,10,v,3,1,31164,2017-06-13  18:45:09,1168.92
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_10v-3-2_copy,10,v,3,2,30881,2017-06-13  18:47:27,1195.57
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_10v-4-1_copy,10,v,4,1,26405,2017-06-13  18:53:59,1191.92
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_10v-4-2_copy,10,v,4,2,21586,2017-06-13  18:56:13,1229.20
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_10v-4-3_copy,10,v,4,3,22470,2017-06-13  18:58:33,1194.60
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-2-1_copy,5,c,2,1,3448,2017-06-13  19:02:56,1688.40
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-2-2_copy,5,c,2,2,2319,2017-06-13  19:05:03,1587.64
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-2-3_copy,5,c,2,3,2323,2017-06-13  19:07:18,1631.71
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-2-4_copy,5,c,2,4,3053,2017-06-13  19:09:29,1721.95
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-3-1_copy,5,c,3,1,1903,2017-06-13  18:23:44,1454.62
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-3-2_copy,5,c,3,2,1993,2017-06-13  18:25:55,1373.80
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-3-3_copy,5,c,3,3,2542,2017-06-13  18:28:47,1711.92
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-3-4_copy,5,c,3,4,4646,2017-06-13  18:31:14,1528.66
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5v-3-1_copy,5,v,3,1,8508,2017-06-13  19:14:25,1429.70
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5v-3-2_copy,5,v,3,2,4118,2017-06-13  19:16:39,1562.47
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5v-3-3_copy,5,v,3,3,1975,2017-06-13  19:19:42,1600.81
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5v-3-4_copy,5,v,3,4,5694,2017-06-13  19:21:52,1447.68
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5v-4-1_copy,5,v,4,1,2942,2017-06-13  19:24:18,1550.48
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5v-4-2_copy,5,v,4,2,5732,2017-06-13  19:26:29,1476.65
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5v-4-3_copy,5,v,4,3,5630,2017-06-13  19:28:39,1399.92
Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5v-4-4_copy,5,v,4,4,10984,2017-06-13  19:30:53,1495.84
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/10c-4-1_summary,10,c,4,1,25106,2017-06-14  19:50:56,1065.10
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/10c-4-2_summary,10,c,4,2,32735,2017-06-14  19:52:47,1086.01
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/10c-4-3_summary,10,c,4,3,31955,2017-06-14  19:54:55,1085.62
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/10c-4-4_summary,10,c,4,4,24674,2017-06-14  19:56:49,1137.71
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/10v-4-3_summary,10,v,4,3,25978,2017-06-14  20:15:57,1148.21
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/10v-4-4_summary,10,v,4,4,26152,2017-06-14  20:17:53,1048.14
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/20v-4-1_summary,20,v,4,1,25686,2017-06-14  20:01:23,816.37
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/20v-4-2_summary,20,v,4,2,27627,2017-06-14  20:03:10,815.26
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/20v-4-3_summary,20,v,4,3,28303,2017-06-14  20:04:55,841.51
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/20v-4-4_summary,20,v,4,4,25684,2017-06-14  20:06:39,821.33
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/27v-5-1_summary,27,v,5,1,3900,2017-06-14  20:31:34,709.40
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/27v-5-2_summary,27,v,5,2,5712,2017-06-14  20:33:17,696.57
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/27v-5-3_summary,27,v,5,3,4143,2017-06-14  20:35:06,714.00
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/27v-5-4_summary,27,v,5,4,7618,2017-06-14  20:37:00,824.40
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/5c-4-3_summary,5,c,4,3,6128,2017-06-14  19:47:00,1376.36
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/5c-4-4_summary,5,c,4,4,10616,2017-06-14  19:48:54,1559.07
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/5v-4-3_summary,5,v,4,3,8803,2017-06-14  20:24:48,1315.33
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/summary_export_10v-4-1_copy,10,v,4,1,28773,2017-06-14  20:10:57,1070.02
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/summary_export_10v-4-2_copy,10,v,4,2,25083,2017-06-14  20:13:17,1136.90
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/summary_export_5c-4-1_copy,5,c,4,1,12214,2017-06-14  19:41:52,1449.76
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/summary_export_5c-4-2_copy,5,c,4,2,9055,2017-06-14  19:44:26,1525.98
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/summary_export_5v-4-1_copy,5,v,4,1,7748,2017-06-14  20:19:56,1368.03
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/summary_export_5v-4-2_copy,5,v,4,2,11178,2017-06-14  20:22:18,1408.89
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-eve/summary_export_5v-4-4_copy,5,v,4,4,14717,2017-06-14  20:26:38,1271.28
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/16c-4-1_summary,16,c,4,1,28337,2017-06-14  11:54:06,874.59
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/16c-4-2_summary,16,c,4,2,32425,2017-06-14  11:56:04,847.70
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/16c-4-3_summary,16,c,4,3,36879,2017-06-14  11:58:03,893.27
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/16c-4-4_summary,16,c,4,4,33639,2017-06-14  12:00:04,915.62
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/16c-4-4-r2_summary,16,c,4,4,31719,2017-06-14  12:02:20,891.51
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/16c-5-1_summary,16,c,5,1,36585,2017-06-14  12:04:28,912.47
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/16c-5-2_summary,16,c,5,2,32829,2017-06-14  12:06:29,845.29
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/16c-5-3_summary,16,c,5,3,28831,2017-06-14  12:08:31,872.12
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/16c-5-4_summary,16,c,5,4,31371,2017-06-14  12:10:33,902.18
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/20c-4-1_summary,20,c,4,1,32590,2017-06-14  12:24:09,804.34
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/20c-4-2_summary,20,c,4,2,32036,2017-06-14  12:26:11,757.70
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/20c-4-3_summary,20,c,4,3,32332,2017-06-14  12:28:00,777.49
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/20c-4-4_summary,20,c,4,4,33436,2017-06-14  12:29:49,787.00
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/20c-5-1_summary,20,c,5,1,29806,2017-06-14  12:15:38,766.05
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/20c-5-2_summary,20,c,5,2,32613,2017-06-14  12:17:35,766.31
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/20c-5-3_summary,20,c,5,3,29420,2017-06-14  12:19:32,750.09
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/20c-5-4_summary,20,c,5,4,40028,2017-06-14  12:21:46,800.67
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/24c-4-2_summary,24,c,4,2,20050,2017-06-14  11:44:22,628.23
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/24c-4-3_summary,24,c,4,3,17587,2017-06-14  11:46:28,670.96
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/24c-4-4_summary,24,c,4,4,20201,2017-06-14  11:48:29,643.94
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/24c-5-1_summary,24,c,5,1,17776,2017-06-14  11:33:34,630.89
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/24c-5-2_summary,24,c,5,2,17944,2017-06-14  11:35:39,609.29
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/24c-5-3_summary,24,c,5,3,22973,2017-06-14  11:37:31,638.00
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/24c-5-4_summary,24,c,5,4,23864,2017-06-14  11:39:28,621.13
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/27c-4-1_summary,27,c,4,1,4489,2017-06-14  12:33:40,424.58
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/27c-4-2_summary,27,c,4,2,13263,2017-06-14  12:35:32,606.47
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/27c-4-3_summary,27,c,4,3,8011,2017-06-14  12:37:19,558.72
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/27c-4-4_summary,27,c,4,4,3867,2017-06-14  12:39:14,444.44
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/27c-5-1_summary,27,c,5,1,11400,2017-06-14  11:24:27,595.97
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/27c-5-2_summary,27,c,5,2,10622,2017-06-14  11:26:15,611.24
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/27c-5-3_summary,27,c,5,3,7124,2017-06-14  11:28:05,506.40
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/27c-5-4_summary,27,c,5,4,13045,2017-06-14  11:29:37,473.11
Tetraselmis_experiment/data-raw/flowcam-summaries-jun14-morn/summary_export_24c-4-1_copy,24,c,4,1,21598,2017-06-14  11:41:48,632.84
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/10c-5-1_summary,10,c,5,1,23868,2017-06-15  19:36:19,1039.03
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/10c-5-2_summary,10,c,5,2,23579,2017-06-15  19:38:17,1028.28
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/10c-5-3_summary,10,c,5,3,20670,2017-06-15  19:40:08,1077.49
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/10c-5-4_summary,10,c,5,4,19736,2017-06-15  19:42:04,1030.47
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/10v-5-1_summary,10,v,5,1,19407,2017-06-15  19:47:27,1023.69
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/10v-5-2_summary,10,v,5,2,21918,2017-06-15  19:49:27,998.70
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/10v-5-3_summary,10,v,5,3,22148,2017-06-15  19:51:22,1120.52
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/10v-5-4_summary,10,v,5,4,23991,2017-06-15  19:53:19,964.98
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/5c-4-1_summary,5,c,4,1,12299,2017-06-15  19:26:07,1212.54
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/5c-4-3_summary,5,c,4,3,6400,2017-06-15  19:32:22,1539.47
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/5c-4-4_summary,5,c,4,4,11308,2017-06-15  19:34:15,1309.03
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/5v-4-1_summary,5,v,4,1,12627,2017-06-15  19:55:24,1112.50
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/5v-4-2_summary,5,v,4,2,10459,2017-06-15  19:57:14,1092.87
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/5v-4-3_summary,5,v,4,3,7984,2017-06-15  19:59:04,1323.85
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/5v-4-4_summary,5,v,4,4,15943,2017-06-15  20:00:59,1189.42
Tetraselmis_experiment/data-raw/flowcam-summaries-jun15-eve/summary_export_5c-4-2_copy,5,c,4,2,13788,2017-06-15  19:28:16,1277.66
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/5c-3-2_summary,5,c,3,2,14051,2017-06-16  17:52:10,1030.59
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/5v-3-1_summary,5,v,3,1,16626,2017-06-16  17:41:49,975.09
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/5v-3-4_summary,5,v,3,4,11295,2017-06-16  17:48:00,1032.12
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/5v-5-1_summary,5,v,5,1,16078,2017-06-16  17:32:30,958.29
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/5v-5-2_summary,5,v,5,2,18008,2017-06-16  17:34:24,1027.39
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/5v-5-3_summary,5,v,5,3,15967,2017-06-16  17:36:13,1046.45
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/5v-5-4_summary,5,v,5,4,8909,2017-06-16  17:37:59,1035.96
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/summary_export_5c-3-1_copy,5,c,3,1,5048,2017-06-16  17:49:52,1072.75
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/summary_export_5c-3-3_copy,5,c,3,3,4433,2017-06-16  17:53:55,1003.19
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/summary_export_5c-3-4_copy,5,c,3,4,8183,2017-06-16  17:56:11,1101.42
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/summary_export_5c-5-1_copy,5,c,5,1,8197,2017-06-16  17:19:29,1079.83
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/summary_export_5c-5-2_copy,5,c,5,2,4910,2017-06-16  17:22:24,1089.79
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/summary_export_5c-5-3_copy,5,c,5,3,7154,2017-06-16  17:24:51,1078.32
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/summary_export_5c-5-4_copy,5,c,5,4,7344,2017-06-16  17:27:26,1060.59
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/summary_export_5v-3-2_copy,5,v,3,2,6830,2017-06-16  17:43:31,1072.47
Tetraselmis_experiment/data-raw/flowcam-summaries-jun16-eve/summary_export_5v-3-3_copy,5,v,3,3,3805,2017-06-16  17:45:49,1102.49
