curve.id.list,topt.list,maxgrowth.list,z.list,w.list,a.list,b.list,rsqr.list,s.list,n.list
c,NA,NA,26.623459444470036,0.003910023448908521,0.06482597405481451,2.7837950673361713,0.988213027726156,NA,10
