replicate,run,a,b,w,z,sigma,isConv,finTol,logLik,AIC,BIC,deviance,df.residual
1,491,0.21099785032047472,0.10138999872732833,43.03926399543329,8.474461733967003,2029.067888434857,TRUE,1.4901161193847656e-8,-341.1889855311137,692.3779710622274,700.5659018608593,139981960.85983464,34
2,350,0.29031203314618514,0.0777190032862515,34.75814422232948,12.680498895372786,2038.4207851255967,TRUE,1.4901161193847656e-8,-341.3637423548782,692.7274847097564,700.9154155083883,141275416.10588983,34
6,321,0.26446523073689887,0.08216996498529096,33.51433357099404,13.581581092179771,2006.7249286127083,TRUE,1.4901161193847656e-8,-340.76822996409805,691.5364599281961,699.724390726828,136916127.9299331,34
13,252,0.3569888424049967,0.06487690628124113,36.46563304656282,13.144221637771277,2354.8974619956616,TRUE,1.4901161193847656e-8,-346.8479708627355,703.695941725471,711.8838725241029,188548429.9214627,34
15,81,0.18533672239272925,0.11848997219812042,45.151526187357035,6.070734100859183,2462.3599081378475,TRUE,1.4901161193847656e-8,-348.5436454852854,707.0872909705708,715.2752217692027,206149354.78495738,34
18,60,0.49369409405481746,0.040173523056376385,34.222782010610615,15.775270405772016,1854.4404389989136,TRUE,1.4901161193847656e-8,-337.76923181190705,685.5384636238141,693.726394422446,116924277.62101242,34
19,130,0.3151099080050969,0.0734529773350845,34.351698739921616,13.407894494291734,2159.3442412635704,TRUE,1.4901161193847656e-8,-343.5536519726177,697.1073039452353,705.2952347438672,158534096.7774569,34
22,83,0.2311079228921402,0.09311991108555207,39.296792957735335,10.439386841952434,1860.5996333763862,TRUE,1.4901161193847656e-8,-337.89523292964753,685.7904658592951,693.978396657927,117702253.85449165,34
27,494,0.31363013507537835,0.07492700673161859,33.4282796863972,13.788501777867532,2506.4710959261347,TRUE,1.4901161193847656e-8,-349.2183591842959,708.4367183685918,716.6246491672237,213601510.0602474,34
28,182,0.40157112344517965,0.05620441263305779,33.846106990013794,14.277890383807689,2506.8816488360894,TRUE,1.4901161193847656e-8,-349.2245829676231,708.4491659352462,716.6370967338781,213671490.44321913,34
29,387,0.32718197913298086,0.06968248314472553,34.333759810907274,13.894575160756235,2035.1122539040502,TRUE,1.4901161193847656e-8,-341.30201499788376,692.6040299957675,700.7919607943994,140817184.1236744,34
30,519,0.2909102258067981,0.07485757490240871,34.88821672162885,14.062514933390862,2289.357383377009,TRUE,1.4901161193847656e-8,-345.7753818597677,701.5507637195354,709.7386945181673,178199345.779976,34
31,198,0.3056257967719339,0.07454290101783567,33.558660124446,14.113429597258977,1979.9793516196053,TRUE,1.4901161193847656e-8,-340.2583616107351,690.5167232214702,698.7046540201021,133290819.91655976,34
33,55,0.4016721947926382,0.058280083020167205,32.407440467205284,14.675116795275729,2345.3485930635343,TRUE,1.4901161193847656e-8,-346.6935714911391,703.3871429822782,711.5750737809101,187022440.78149337,34
39,365,0.4823844510062848,0.04479742523943393,33.504750003941254,15.989528053289785,2557.035536902649,TRUE,1.4901161193847656e-8,-349.9773243718676,709.9546487437352,718.1425795423671,222306645.05742258,34
42,86,0.29592339278498186,0.07785752196617492,35.85878962543716,12.96126880124239,2526.332905285354,TRUE,1.4901161193847656e-8,-349.5182924516414,709.0365849032828,717.2245157019147,217000170.24313632,34
43,5,0.4660101545854129,0.044910771930420555,33.25767507198865,15.092964744100389,1760.8951491240898,TRUE,1.4901161193847656e-8,-335.8023247099843,681.6046494199686,689.7925802186005,105425558.69109753,34
