isolate.code,time,lat,lon,sst
1,2010-01-01T00:00:00Z,-74.875,164.625,-0.9699999690055847
1,2010-01-02T00:00:00Z,-74.875,164.625,-0.9599999785423279
1,2010-01-03T00:00:00Z,-74.875,164.625,-0.9699999690055847
1,2010-01-04T00:00:00Z,-74.875,164.625,-1.0099999904632568
1,2010-01-05T00:00:00Z,-74.875,164.625,-1.0199999809265137
1,2010-01-06T00:00:00Z,-74.875,164.625,-1.0199999809265137
1,2010-01-07T00:00:00Z,-74.875,164.625,-1.0199999809265137
1,2010-01-08T00:00:00Z,-74.875,164.625,-1.0099999904632568
1,2010-01-09T00:00:00Z,-74.875,164.625,-1.0099999904632568
1,2010-01-10T00:00:00Z,-74.875,164.625,-0.9899999499320984
1,2010-01-11T00:00:00Z,-74.875,164.625,-0.9699999690055847
1,2010-01-12T00:00:00Z,-74.875,164.625,-0.949999988079071
1,2010-01-13T00:00:00Z,-74.875,164.625,-0.9199999570846558
1,2010-01-14T00:00:00Z,-74.875,164.625,-0.8799999952316284
1,2010-01-15T00:00:00Z,-74.875,164.625,-0.8700000047683716
1,2010-01-16T00:00:00Z,-74.875,164.625,-0.8799999952316284
1,2010-01-17T00:00:00Z,-74.875,164.625,-0.8899999856948853
1,2010-01-18T00:00:00Z,-74.875,164.625,-0.8899999856948853
1,2010-01-19T00:00:00Z,-74.875,164.625,-0.8799999952316284
1,2010-01-20T00:00:00Z,-74.875,164.625,-0.8799999952316284
1,2010-01-21T00:00:00Z,-74.875,164.625,-0.8799999952316284
1,2010-01-22T00:00:00Z,-74.875,164.625,-0.8799999952316284
1,2010-01-23T00:00:00Z,-74.875,164.625,-0.8799999952316284
1,2010-01-24T00:00:00Z,-74.875,164.625,-0.8700000047683716
1,2010-01-25T00:00:00Z,-74.875,164.625,-0.8799999952316284
1,2010-01-26T00:00:00Z,-74.875,164.625,-0.8999999761581421
1,2010-01-27T00:00:00Z,-74.875,164.625,-0.9099999666213989
1,2010-01-28T00:00:00Z,-74.875,164.625,-0.8999999761581421
1,2010-01-29T00:00:00Z,-74.875,164.625,-0.8999999761581421
1,2010-01-30T00:00:00Z,-74.875,164.625,-0.8799999952316284
1,2010-01-31T00:00:00Z,-74.875,164.625,-0.85999995470047
1,2010-02-01T00:00:00Z,-74.875,164.625,-0.8399999737739563
1,2010-02-02T00:00:00Z,-74.875,164.625,-0.8299999833106995
1,2010-02-03T00:00:00Z,-74.875,164.625,-0.8299999833106995
1,2010-02-04T00:00:00Z,-74.875,164.625,-0.8199999928474426
1,2010-02-05T00:00:00Z,-74.875,164.625,-0.8199999928474426
1,2010-02-06T00:00:00Z,-74.875,164.625,-0.8199999928474426
1,2010-02-07T00:00:00Z,-74.875,164.625,-0.8299999833106995
1,2010-02-08T00:00:00Z,-74.875,164.625,-0.8299999833106995
1,2010-02-09T00:00:00Z,-74.875,164.625,-0.8299999833106995
1,2010-02-10T00:00:00Z,-74.875,164.625,-0.8299999833106995
1,2010-02-11T00:00:00Z,-74.875,164.625,-0.8399999737739563
1,2010-02-12T00:00:00Z,-74.875,164.625,-0.8399999737739563
1,2010-02-13T00:00:00Z,-74.875,164.625,-0.8399999737739563
1,2010-02-14T00:00:00Z,-74.875,164.625,-0.8399999737739563
1,2010-02-15T00:00:00Z,-74.875,164.625,-0.8399999737739563
1,2010-02-16T00:00:00Z,-74.875,164.625,-0.8399999737739563
1,2010-02-17T00:00:00Z,-74.875,164.625,-0.85999995470047
1,2010-02-18T00:00:00Z,-74.875,164.625,-0.8799999952316284
1,2010-02-19T00:00:00Z,-74.875,164.625,-0.8999999761581421
1,2010-02-20T00:00:00Z,-74.875,164.625,-0.8999999761581421
1,2010-02-21T00:00:00Z,-74.875,164.625,-0.8999999761581421
1,2010-02-22T00:00:00Z,-74.875,164.625,-0.8999999761581421
1,2010-02-23T00:00:00Z,-74.875,164.625,-0.9099999666213989
1,2010-02-24T00:00:00Z,-74.875,164.625,-0.949999988079071
1,2010-02-25T00:00:00Z,-74.875,164.625,-0.9799999594688416
1,2010-02-26T00:00:00Z,-74.875,164.625,-1
1,2010-02-27T00:00:00Z,-74.875,164.625,-1
1,2010-02-28T00:00:00Z,-74.875,164.625,-1.0099999904632568
1,2010-03-01T00:00:00Z,-74.875,164.625,-1.0099999904632568
1,2010-03-02T00:00:00Z,-74.875,164.625,-1.0299999713897705
1,2010-03-03T00:00:00Z,-74.875,164.625,-1.0499999523162842
1,2010-03-04T00:00:00Z,-74.875,164.625,-1.0499999523162842
1,2010-03-05T00:00:00Z,-74.875,164.625,-1.059999942779541
1,2010-03-06T00:00:00Z,-74.875,164.625,-1.059999942779541
1,2010-03-07T00:00:00Z,-74.875,164.625,-1.1699999570846558
1,2010-03-08T00:00:00Z,-74.875,164.625,-1.1899999380111694
1,2010-03-09T00:00:00Z,-74.875,164.625,-1.1799999475479126
1,2010-03-10T00:00:00Z,-74.875,164.625,-1.159999966621399
1,2010-03-11T00:00:00Z,-74.875,164.625,-1.159999966621399
1,2010-03-12T00:00:00Z,-74.875,164.625,-1.159999966621399
1,2010-03-13T00:00:00Z,-74.875,164.625,-1.1699999570846558
1,2010-03-14T00:00:00Z,-74.875,164.625,-1.2599999904632568
1,2010-03-15T00:00:00Z,-74.875,164.625,-1.2799999713897705
1,2010-03-16T00:00:00Z,-74.875,164.625,-1.2999999523162842
1,2010-03-17T00:00:00Z,-74.875,164.625,-1.309999942779541
1,2010-03-18T00:00:00Z,-74.875,164.625,-1.309999942779541
1,2010-03-19T00:00:00Z,-74.875,164.625,-1.309999942779541
1,2010-03-20T00:00:00Z,-74.875,164.625,-1.2899999618530273
1,2010-03-21T00:00:00Z,-74.875,164.625,-1.2699999809265137
1,2010-03-22T00:00:00Z,-74.875,164.625,-1.2599999904632568
1,2010-03-23T00:00:00Z,-74.875,164.625,-1.2699999809265137
1,2010-03-24T00:00:00Z,-74.875,164.625,-1.2599999904632568
1,2010-03-25T00:00:00Z,-74.875,164.625,-1.2599999904632568
1,2010-03-26T00:00:00Z,-74.875,164.625,-1.2799999713897705
1,2010-03-27T00:00:00Z,-74.875,164.625,-1.2899999618530273
1,2010-03-28T00:00:00Z,-74.875,164.625,-1.3199999332427979
1,2010-03-29T00:00:00Z,-74.875,164.625,-1.350000023841858
1,2010-03-30T00:00:00Z,-74.875,164.625,-1.3600000143051147
1,2010-03-31T00:00:00Z,-74.875,164.625,-1.3799999952316284
1,2010-04-01T00:00:00Z,-74.875,164.625,-1.399999976158142
1,2010-04-02T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-04-03T00:00:00Z,-74.875,164.625,-1.4499999284744263
1,2010-04-04T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-04-05T00:00:00Z,-74.875,164.625,-1.4299999475479126
1,2010-04-06T00:00:00Z,-74.875,164.625,-1.409999966621399
1,2010-04-07T00:00:00Z,-74.875,164.625,-1.4199999570846558
1,2010-04-08T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-04-09T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-04-10T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-04-11T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-04-12T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-04-13T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-04-14T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-04-15T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-04-16T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-04-17T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-04-18T00:00:00Z,-74.875,164.625,-1.4499999284744263
1,2010-04-19T00:00:00Z,-74.875,164.625,-1.459999918937683
1,2010-04-20T00:00:00Z,-74.875,164.625,-1.459999918937683
1,2010-04-21T00:00:00Z,-74.875,164.625,-1.459999918937683
1,2010-04-22T00:00:00Z,-74.875,164.625,-1.4499999284744263
1,2010-04-23T00:00:00Z,-74.875,164.625,-1.4499999284744263
1,2010-04-24T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-04-25T00:00:00Z,-74.875,164.625,-1.4299999475479126
1,2010-04-26T00:00:00Z,-74.875,164.625,-1.4299999475479126
1,2010-04-27T00:00:00Z,-74.875,164.625,-1.409999966621399
1,2010-04-28T00:00:00Z,-74.875,164.625,-1.399999976158142
1,2010-04-29T00:00:00Z,-74.875,164.625,-1.399999976158142
1,2010-04-30T00:00:00Z,-74.875,164.625,-1.409999966621399
1,2010-05-01T00:00:00Z,-74.875,164.625,-1.4199999570846558
1,2010-05-02T00:00:00Z,-74.875,164.625,-1.4399999380111694
1,2010-05-03T00:00:00Z,-74.875,164.625,-1.459999918937683
1,2010-05-04T00:00:00Z,-74.875,164.625,-1.46999990940094
1,2010-05-05T00:00:00Z,-74.875,164.625,-1.4800000190734863
1,2010-05-06T00:00:00Z,-74.875,164.625,-1.4900000095367432
1,2010-05-07T00:00:00Z,-74.875,164.625,-1.4800000190734863
1,2010-05-08T00:00:00Z,-74.875,164.625,-1.46999990940094
1,2010-05-09T00:00:00Z,-74.875,164.625,-1.4499999284744263
1,2010-05-10T00:00:00Z,-74.875,164.625,-1.4299999475479126
1,2010-05-11T00:00:00Z,-74.875,164.625,-1.4199999570846558
