file_name,replicate,sample_day,cell_density,start_time,cell_volume
data-raw/flowcam-summaries-may02/12_summary,12,lst,2016,2017-05-02  17:03:31,1034.66
data-raw/flowcam-summaries-may02/13_summary,13,lst,1655,2017-05-02  17:07:15,1257.91
data-raw/flowcam-summaries-may02/14_summary,14,lst,1491,2017-05-02  17:05:11,977.40
data-raw/flowcam-summaries-may02/15_summary,15,lst,1605,2017-05-02  17:01:52,1110.23
data-raw/flowcam-summaries-may02/16_summary,16,lst,1934,2017-05-02  16:58:32,943.54
data-raw/flowcam-summaries-may02/2_summary,2,lst,1601,2017-05-02  16:43:33,1400.16
data-raw/flowcam-summaries-may02/3_summary,3,lst,6699,2017-05-02  16:48:47,1193.50
data-raw/flowcam-summaries-may02/4_summary,4,lst,4428,2017-05-02  16:45:14,1304.63
data-raw/flowcam-summaries-may02/5_summary,5,lst,1556,2017-05-02  17:00:13,978.82
data-raw/flowcam-summaries-may02/6_summary,6,lst,6572,2017-05-02  16:47:02,1262.06
data-raw/flowcam-summaries-may02/7_summary,7,lst,4069,2017-05-02  16:50:30,1111.76
data-raw/flowcam-summaries-may02/8_summary,8,lst,3030,2017-05-02  16:55:06,1179.83
data-raw/flowcam-summaries-may02/9_summary,9,lst,2420,2017-05-02  16:56:42,1091.95
data-raw/flowcam-summaries-may03/1_summary,1,lst,10062,2017-05-03  15:54:57,1148.55
data-raw/flowcam-summaries-may03/10_summary,10,lst,6865,2017-05-03  15:49:42,1207.29
data-raw/flowcam-summaries-may03/11_summary,11,lst,9098,2017-05-03  15:53:15,1184.45
data-raw/flowcam-summaries-may03/12_summary,12,lst,4408,2017-05-03  16:06:51,993.75
data-raw/flowcam-summaries-may03/13_summary,13,lst,5194,2017-05-03  16:13:46,964.58
data-raw/flowcam-summaries-may03/14_summary,14,lst,5969,2017-05-03  16:12:00,936.61
data-raw/flowcam-summaries-may03/15_summary,15,lst,5157,2017-05-03  16:10:19,983.66
data-raw/flowcam-summaries-may03/16_summary,16,lst,3941,2017-05-03  16:08:30,960.54
data-raw/flowcam-summaries-may03/2_summary,2,lst,5924,2017-05-03  15:56:31,1087.92
data-raw/flowcam-summaries-may03/3_summary,3,lst,14127,2017-05-03  15:46:00,1202.90
data-raw/flowcam-summaries-may03/4_summary,4,lst,12765,2017-05-03  15:58:24,1178.03
data-raw/flowcam-summaries-may03/5_summary,5,lst,5963,2017-05-03  16:05:08,930.80
data-raw/flowcam-summaries-may03/6_summary,6,lst,11540,2017-05-03  15:48:01,1086.33
data-raw/flowcam-summaries-may03/7_summary,7,lst,7702,2017-05-03  15:51:29,1088.51
data-raw/flowcam-summaries-may03/8_summary,8,lst,8220,2017-05-03  16:00:45,1342.01
data-raw/flowcam-summaries-may03/9_summary,9,lst,6446,2017-05-03  16:02:47,1177.22
data-raw/flowcam-summaries-may04/1_summary,1,lst,16639,2017-05-04  18:08:26,938.58
data-raw/flowcam-summaries-may04/10_summary,10,lst,14433,2017-05-04  18:17:49,974.55
data-raw/flowcam-summaries-may04/11_summary,11,lst,17825,2017-05-04  18:06:45,894.56
data-raw/flowcam-summaries-may04/12_summary,12,lst,6621,2017-05-04  18:25:56,996.15
data-raw/flowcam-summaries-may04/13_summary,13,lst,6625,2017-05-04  18:33:19,1057.30
data-raw/flowcam-summaries-may04/14_summary,14,lst,7518,2017-05-04  18:31:27,1090.21
data-raw/flowcam-summaries-may04/15_summary,15,lst,7442,2017-05-04  18:29:38,1026.28
data-raw/flowcam-summaries-may04/16_summary,16,lst,7799,2017-05-04  18:27:50,965.78
data-raw/flowcam-summaries-may04/2_summary,2,lst,11986,2017-05-04  18:10:23,892.57
data-raw/flowcam-summaries-may04/3_summary,3,lst,18605,2017-05-04  18:14:14,957.56
data-raw/flowcam-summaries-may04/5_summary,5,lst,8141,2017-05-04  18:24:02,933.13
data-raw/flowcam-summaries-may04/6_summary,6,lst,17178,2017-05-04  18:12:19,937.55
data-raw/flowcam-summaries-may04/7_summary,7,lst,16187,2017-05-04  18:16:01,960.92
data-raw/flowcam-summaries-may04/8_summary,8,lst,13597,2017-05-04  18:20:18,957.40
data-raw/flowcam-summaries-may04/9_summary,9,lst,12640,2017-05-04  18:22:08,992.51
data-raw/flowcam-summaries-may05/1_summary,1,lst,20170,2017-05-05  16:56:25,943.59
data-raw/flowcam-summaries-may05/10_summary,10,lst,19609,2017-05-05  17:00:07,908.04
data-raw/flowcam-summaries-may05/11_summary,11,lst,20354,2017-05-05  16:54:33,928.20
data-raw/flowcam-summaries-may05/12_summary,12,lst,14985,2017-05-05  17:10:54,966.20
data-raw/flowcam-summaries-may05/13_summary,13,lst,9903,2017-05-05  17:23:25,944.56
data-raw/flowcam-summaries-may05/14_summary,14,lst,9789,2017-05-05  17:21:21,892.15
data-raw/flowcam-summaries-may05/15_summary,15,lst,12098,2017-05-05  17:19:14,886.20
data-raw/flowcam-summaries-may05/16_summary,16,lst,10572,2017-05-05  17:16:55,984.94
data-raw/flowcam-summaries-may05/2_summary,2,lst,15542,2017-05-05  17:02:11,965.63
data-raw/flowcam-summaries-may05/3_summary,3,lst,23442,2017-05-05  16:52:47,955.60
data-raw/flowcam-summaries-may05/4_summary,4,lst,21922,2017-05-05  17:04:15,910.16
data-raw/flowcam-summaries-may05/5_summary,5,lst,14887,2017-05-05  17:09:05,917.10
data-raw/flowcam-summaries-may05/6_summary,6,lst,18947,2017-05-05  16:50:51,960.86
data-raw/flowcam-summaries-may05/7_summary,7,lst,19515,2017-05-05  16:58:14,928.16
data-raw/flowcam-summaries-may05/8_summary,8,lst,17508,2017-05-05  17:12:49,968.71
data-raw/flowcam-summaries-may05/9_summary,9,lst,17701,2017-05-05  17:14:54,883.61
data-raw/flowcam-summaries-may06/1_summary,1,lst,17650,2017-05-06  17:12:15,794.10
data-raw/flowcam-summaries-may06/10_summary,10,lst,20883,2017-05-06  17:21:27,802.63
data-raw/flowcam-summaries-may06/11_summary,11,lst,18290,2017-05-06  17:10:27,797.70
data-raw/flowcam-summaries-may06/12_summary,12,lst,16951,2017-05-06  17:25:42,791.67
data-raw/flowcam-summaries-may06/13_summary,13,lst,14975,2017-05-06  17:32:56,879.97
data-raw/flowcam-summaries-may06/14_summary,14,lst,16844,2017-05-06  17:31:06,847.34
data-raw/flowcam-summaries-may06/15_summary,15,lst,16435,2017-05-06  17:36:38,811.16
data-raw/flowcam-summaries-may06/16_summary,16,lst,15062,2017-05-06  17:34:45,858.60
data-raw/flowcam-summaries-may06/2_summary,2,lst,19762,2017-05-06  17:15:50,827.12
data-raw/flowcam-summaries-may06/3_summary,3,lst,18396,2017-05-06  17:55:31,874.54
data-raw/flowcam-summaries-may06/4_summary,4,lst,21588,2017-05-06  17:17:41,832.37
data-raw/flowcam-summaries-may06/5_summary,5,lst,17708,2017-05-06  17:23:58,799.11
data-raw/flowcam-summaries-may06/6_summary,6,lst,19846,2017-05-06  17:14:01,807.53
data-raw/flowcam-summaries-may06/7_summary,7,lst,20975,2017-05-06  17:19:35,827.86
data-raw/flowcam-summaries-may06/8_summary,8,lst,19188,2017-05-06  17:27:33,849.49
data-raw/flowcam-summaries-may06/9_summary,9,lst,21706,2017-05-06  17:29:21,795.37
data-raw/flowcam-summaries-may08/01_summary,01,lst,4208,2017-05-08  12:50:52,782.26
data-raw/flowcam-summaries-may08/02_summary,02,lst,11272,2017-05-08  12:52:37,752.42
data-raw/flowcam-summaries-may08/03_summary,03,lst,7397,2017-05-08  12:54:05,753.98
data-raw/flowcam-summaries-may08/04_summary,04,copy,5376,2017-05-08  12:55:42,640.46
data-raw/flowcam-summaries-may08/05_summary,05,lst,13608,2017-05-08  13:09:09,726.52
data-raw/flowcam-summaries-may08/06_summary,06,lst,5553,2017-05-08  12:59:25,832.07
data-raw/flowcam-summaries-may08/07_summary,07,lst,5468,2017-05-08  13:00:52,715.63
data-raw/flowcam-summaries-may08/08_summary,08,lst,10199,2017-05-08  13:02:22,696.81
data-raw/flowcam-summaries-may08/09_summary,09,lst,8073,2017-05-08  13:03:45,788.01
data-raw/flowcam-summaries-may08/10_summary,10,lst,13280,2017-05-08  13:07:35,726.38
data-raw/flowcam-summaries-may08/11_summary,11,lst,4053,2017-05-08  13:10:44,744.36
data-raw/flowcam-summaries-may08/12_summary,12,lst,9242,2017-05-08  13:13:10,724.35
data-raw/flowcam-summaries-may08/13_summary,13,lst,13782,2017-05-08  13:24:27,748.63
data-raw/flowcam-summaries-may08/14_summary,14,lst,13521,2017-05-08  13:16:23,720.99
data-raw/flowcam-summaries-may08/15_summary,15,lst,14695,2017-05-08  13:18:04,740.75
data-raw/flowcam-summaries-may08/16_summary,16,lst,14233,2017-05-08  13:21:25,693.74
data-raw/flowcam-summaries-may12/1_summary,1,lst,12921,2017-05-12  10:52:00,486.58
data-raw/flowcam-summaries-may12/10_summary,10,lst,22060,2017-05-12  10:44:18,501.81
data-raw/flowcam-summaries-may12/11_summary,11,lst,14374,2017-05-12  10:50:14,486.12
data-raw/flowcam-summaries-may12/12_summary,12,lst,15705,2017-05-12  11:07:25,521.50
data-raw/flowcam-summaries-may12/13_summary,13,lst,21038,2017-05-12  11:11:05,547.91
data-raw/flowcam-summaries-may12/14_summary,14,lst,18713,2017-05-12  11:09:13,609.79
data-raw/flowcam-summaries-may12/15_summary,15,lst,14749,2017-05-12  11:16:49,544.42
data-raw/flowcam-summaries-may12/16_summary,16,lst,14415,2017-05-12  11:18:46,571.95
data-raw/flowcam-summaries-may12/2_summary,2,lst,18560,2017-05-12  10:55:32,502.45
data-raw/flowcam-summaries-may12/3_summary,3,lst,15921,2017-05-12  10:40:26,470.40
data-raw/flowcam-summaries-may12/4_summary,4,lst,16181,2017-05-12  10:53:46,526.51
data-raw/flowcam-summaries-may12/5_summary,5,lst,20411,2017-05-12  11:05:47,550.13
data-raw/flowcam-summaries-may12/6_summary,6,lst,15930,2017-05-12  10:37:13,471.23
data-raw/flowcam-summaries-may12/7_summary,7,lst,19002,2017-05-12  10:42:29,477.37
data-raw/flowcam-summaries-may12/8_summary,8,lst,20112,2017-05-12  11:12:51,496.50
data-raw/flowcam-summaries-may12/9_summary,9,lst,20558,2017-05-12  11:14:43,505.68
