file_name,unique,temp,variability,sample_day,replicate,cell_density,start_time,cell_volume,total_biovolume,start.time,time_since_innoc,time_since_innoc_days,time_since_innoc_hours,hours
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-5-2_summary,20-v-2-5,20,v,5,2,596,2017-06-07T20:13:08Z,587.62,350221.52,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:13:08 UTC,0.2270486111111111,5.449166666666667,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-5-3_summary,20-v-3-5,20,v,5,3,482,2017-06-07T20:14:45Z,728.24,351011.68,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:14:45 UTC,0.2281712962962963,5.476111111111111,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/20v-5-4_summary,20-v-4-5,20,v,5,4,568,2017-06-07T20:16:27Z,673.15,382349.2,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:16:27 UTC,0.22935185185185186,5.504444444444444,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-1-1_summary,24-c-1-1,24,c,1,1,1013,2017-06-07T17:28:07Z,1381.09,1399044.17,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:28:07 UTC,0.11245370370370371,2.698888888888889,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-1-2_summary,24-c-2-1,24,c,1,2,1076,2017-06-07T17:29:23Z,1035.97,1114703.72,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:29:23 UTC,0.11333333333333333,2.72,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-1-3_summary,24-c-3-1,24,c,1,3,698,2017-06-07T17:32:00Z,1150.26,802881.48,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:32:00 UTC,0.11515046296296297,2.763611111111111,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-1-4_summary,24-c-4-1,24,c,1,4,914,2017-06-07T17:33:22Z,1089.32,995638.48,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:33:22 UTC,0.11609953703703704,2.786388888888889,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-2-1_summary,24-c-1-2,24,c,2,1,746,2017-06-07T17:34:40Z,802.35,598553.1,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:34:40 UTC,0.11700231481481481,2.8080555555555557,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-2-2_summary,24-c-2-2,24,c,2,2,713,2017-06-07T17:36:38Z,1342.94,957516.2200000001,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:36:38 UTC,0.11836805555555556,2.8408333333333333,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-2-3_summary,24-c-3-2,24,c,2,3,861,2017-06-07T17:37:56Z,1051.89,905677.29,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:37:56 UTC,0.11927083333333334,2.8625,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-2-4_summary,24-c-4-2,24,c,2,4,698,2017-06-07T17:39:20Z,1000.16,698111.6799999999,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:39:20 UTC,0.12024305555555556,2.8858333333333333,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-3-1_summary,24-c-1-3,24,c,3,1,968,2017-06-07T17:41:04Z,1029.55,996604.3999999999,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:41:04 UTC,0.12144675925925925,2.914722222222222,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-3-3_summary,24-c-3-3,24,c,3,3,575,2017-06-07T18:57:53Z,748.48,430376.0,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 18:57:53 UTC,0.17479166666666668,4.195,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-3-4_summary,24-c-4-3,24,c,3,4,879,2017-06-07T18:59:23Z,662.03,581924.37,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 18:59:23 UTC,0.17583333333333334,4.22,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-4-1_summary,24-c-1-4,24,c,4,1,451,2017-06-07T19:01:04Z,793.66,357940.66,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:01:04 UTC,0.17700231481481482,4.248055555555555,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-4-2_summary,24-c-2-4,24,c,4,2,469,2017-06-07T19:02:54Z,932.46,437323.74,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:02:54 UTC,0.17827546296296296,4.278611111111111,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-4-3_summary,24-c-3-4,24,c,4,3,350,2017-06-07T19:04:41Z,772.73,270455.5,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:04:41 UTC,0.1795138888888889,4.308333333333334,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-5-1_summary,24-c-1-5,24,c,5,1,937,2017-06-07T19:08:41Z,728.05,682182.85,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:08:41 UTC,0.18229166666666666,4.375,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-5-2_summary,24-c-2-5,24,c,5,2,343,2017-06-07T19:10:30Z,756.56,259500.08,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:10:30 UTC,0.18355324074074075,4.405277777777778,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-5-3_summary,24-c-3-5,24,c,5,3,616,2017-06-07T19:12:15Z,1020.97,628917.52,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:12:15 UTC,0.18476851851851853,4.434444444444445,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/24c-5-4_summary,24-c-4-5,24,c,5,4,971,2017-06-07T19:13:54Z,738.3,716889.2999999999,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:13:54 UTC,0.18591435185185184,4.461944444444445,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-1-1_summary,27-c-1-1,27,c,1,1,400,2017-06-07T18:00:01Z,1162.82,465128.0,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 18:00:01 UTC,0.1346064814814815,3.2305555555555556,3.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-1-2_summary,27-c-2-1,27,c,1,2,991,2017-06-07T18:01:54Z,965.92,957226.72,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 18:01:54 UTC,0.13591435185185186,3.2619444444444445,3.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-1-3_summary,27-c-3-1,27,c,1,3,323,2017-06-07T18:03:07Z,912.26,294659.98,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 18:03:07 UTC,0.13675925925925925,3.2822222222222224,3.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-1-4_summary,27-c-4-1,27,c,1,4,550,2017-06-07T18:06:44Z,854.57,470013.5,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 18:06:44 UTC,0.13927083333333334,3.3425,3.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-2-2_summary,27-c-2-2,27,c,2,2,269,2017-06-07T18:09:58Z,669.17,180006.72999999998,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 18:09:58 UTC,0.1415162037037037,3.3963888888888887,3.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-2-3_summary,27-c-3-2,27,c,2,3,377,2017-06-07T18:11:13Z,812.57,306338.89,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 18:11:13 UTC,0.14238425925925927,3.417222222222222,3.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-2-4_summary,27-c-4-2,27,c,2,4,907,2017-06-07T18:12:55Z,999.13,906210.91,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 18:12:55 UTC,0.1435648148148148,3.4455555555555555,3.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-3-1_summary,27-c-1-3,27,c,3,1,430,2017-06-07T18:16:20Z,994.98,427841.4,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 18:16:20 UTC,0.1459375,3.5025,3.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-3-2_summary,27-c-2-3,27,c,3,2,807,2017-06-07T18:17:38Z,962.99,777132.93,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 18:17:38 UTC,0.14684027777777778,3.5241666666666664,3.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-3-3_summary,27-c-3-3,27,c,3,3,592,2017-06-07T15:22:48Z,804.08,476015.36000000004,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:22:48 UTC,0.02542824074074074,0.6102777777777778,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-3-4_summary,27-c-4-3,27,c,3,4,592,2017-06-07T15:24:21Z,769.9,455780.8,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:24:21 UTC,0.026504629629629628,0.6361111111111111,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-4-1_summary,27-c-1-4,27,c,4,1,592,2017-06-07T15:25:49Z,806.83,477643.36000000004,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:25:49 UTC,0.027523148148148147,0.6605555555555556,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-4-2_summary,27-c-2-4,27,c,4,2,699,2017-06-07T15:27:30Z,1018.53,711952.47,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:27:30 UTC,0.02869212962962963,0.6886111111111111,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-4-3_summary,27-c-3-4,27,c,4,3,645,2017-06-07T15:29:03Z,673.95,434697.75000000006,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:29:03 UTC,0.029768518518518517,0.7144444444444444,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-4-4_summary,27-c-4-4,27,c,4,4,1667,2017-06-07T15:30:53Z,1008.06,1680436.02,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:30:53 UTC,0.031041666666666665,0.745,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-5-1_summary,27-c-1-5,27,c,5,1,7853,2017-06-07T15:32:42Z,1643.11,12903342.83,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:32:42 UTC,0.032303240740740743,0.7752777777777777,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-5-2_summary,27-c-2-5,27,c,5,2,914,2017-06-07T15:35:10Z,864.07,789759.9800000001,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:35:10 UTC,0.0340162037037037,0.8163888888888889,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-5-3_summary,27-c-3-5,27,c,5,3,1076,2017-06-07T15:36:28Z,974.83,1048917.08,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:36:28 UTC,0.03491898148148148,0.8380555555555556,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27c-5-4_summary,27-c-4-5,27,c,5,4,699,2017-06-07T15:37:48Z,761.56,532330.44,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 15:37:48 UTC,0.03584490740740741,0.8602777777777778,0.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-1-2_summary,27-v-2-1,27,v,1,2,807,2017-06-07T16:49:39Z,878.63,709054.41,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 16:49:39 UTC,0.08574074074074074,2.057777777777778,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-1-3_summary,27-v-3-1,27,v,1,3,485,2017-06-07T16:51:19Z,864.71,419384.35000000003,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 16:51:19 UTC,0.08689814814814815,2.0855555555555556,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-2-1_summary,27-v-1-2,27,v,2,1,1455,2017-06-07T16:57:47Z,1198.87,1744355.8499999999,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 16:57:47 UTC,0.0913888888888889,2.1933333333333334,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-2-2_summary,27-v-2-2,27,v,2,2,861,2017-06-07T16:59:44Z,1132.7,975254.7000000001,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 16:59:44 UTC,0.09274305555555555,2.2258333333333336,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-2-3_summary,27-v-3-2,27,v,2,3,913,2017-06-07T17:02:02Z,1296.38,1183594.9400000002,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:02:02 UTC,0.09434027777777777,2.2641666666666667,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-2-4_summary,27-v-4-2,27,v,2,4,698,2017-06-07T17:03:40Z,964.86,673472.28,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:03:40 UTC,0.09547453703703704,2.2913888888888887,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-3-3_summary,27-v-3-3,27,v,3,3,523,2017-06-07T20:18:04Z,662.1,346278.3,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:18:04 UTC,0.23047453703703705,5.5313888888888885,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-3-4_summary,27-v-4-3,27,v,3,4,814,2017-06-07T20:19:51Z,783.8,638013.2,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:19:51 UTC,0.23171296296296295,5.561111111111111,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-4-1_summary,27-v-1-4,27,v,4,1,353,2017-06-07T20:21:27Z,845.53,298472.08999999997,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:21:27 UTC,0.23282407407407407,5.587777777777778,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-4-2_summary,27-v-2-4,27,v,4,2,575,2017-06-07T20:23:02Z,777.17,446872.75,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:23:02 UTC,0.23392361111111112,5.614166666666667,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-4-3_summary,27-v-3-4,27,v,4,3,505,2017-06-07T20:24:49Z,735.3,371326.5,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:24:49 UTC,0.23516203703703703,5.643888888888889,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-4-4_summary,27-v-4-4,27,v,4,4,480,2017-06-07T20:26:25Z,822.4,394752.0,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:26:25 UTC,0.23627314814814815,5.670555555555556,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-5-1_summary,27-v-1-5,27,v,5,1,1232,2017-06-07T20:28:17Z,745.16,918037.12,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:28:17 UTC,0.23756944444444444,5.701666666666667,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-5-2_summary,27-v-2-5,27,v,5,2,600,2017-06-07T20:30:34Z,740.43,444257.99999999994,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:30:34 UTC,0.2391550925925926,5.739722222222222,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-5-3_summary,27-v-3-5,27,v,5,3,294,2017-06-07T20:32:13Z,554.59,163049.46000000002,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:32:13 UTC,0.24030092592592592,5.767222222222222,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/27v-5-4_summary,27-v-4-5,27,v,5,4,50,2017-06-07T20:33:50Z,654.1,32705.0,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:33:50 UTC,0.2414236111111111,5.7941666666666665,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-1-1_summary,5-c-1-1,5,c,1,1,569,2017-06-07T20:35:26Z,678.74,386203.06,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:35:26 UTC,0.24253472222222222,5.820833333333334,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-1-2_summary,5-c-2-1,5,c,1,2,136,2017-06-07T20:37:00Z,550.78,74906.08,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:37:00 UTC,0.24362268518518518,5.8469444444444445,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-1-3_summary,5-c-3-1,5,c,1,3,778,2017-06-07T20:38:41Z,834.93,649575.5399999999,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:38:41 UTC,0.24479166666666666,5.875,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-1-4_summary,5-c-4-1,5,c,1,4,568,2017-06-07T20:40:17Z,779.93,443000.24,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:40:17 UTC,0.24590277777777778,5.901666666666666,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-2-1_summary,5-c-1-2,5,c,2,1,247,2017-06-07T20:41:56Z,632.1,156128.7,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:41:56 UTC,0.24704861111111112,5.929166666666666,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-2-2_summary,5-c-2-2,5,c,2,2,448,2017-06-07T20:43:32Z,704.69,315701.12,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:43:32 UTC,0.2481597222222222,5.9558333333333335,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-2-3_summary,5-c-3-2,5,c,2,3,348,2017-06-07T20:45:13Z,631.0,219588.0,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:45:13 UTC,0.2493287037037037,5.983888888888889,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-2-4_summary,5-c-4-2,5,c,2,4,852,2017-06-07T20:46:49Z,673.17,573540.84,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:46:49 UTC,0.2504398148148148,6.010555555555555,6.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-3-1_summary,5-c-1-3,5,c,3,1,289,2017-06-07T20:48:27Z,652.01,188430.88999999998,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:48:27 UTC,0.25157407407407406,6.0377777777777775,6.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-3-2_summary,5-c-2-3,5,c,3,2,584,2017-06-07T20:50:09Z,777.25,453914.0,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:50:09 UTC,0.25275462962962963,6.066111111111111,6.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-3-3_summary,5-c-3-3,5,c,3,3,1146,2017-06-07T19:15:32Z,618.54,708846.84,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:15:32 UTC,0.18704861111111112,4.489166666666667,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-3-4_summary,5-c-4-3,5,c,3,4,672,2017-06-07T19:16:53Z,828.41,556691.52,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:16:53 UTC,0.1879861111111111,4.511666666666667,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-4-1_summary,5-c-1-4,5,c,4,1,365,2017-06-07T19:18:10Z,738.5,269552.5,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:18:10 UTC,0.18887731481481482,4.533055555555555,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-4-2_summary,5-c-2-4,5,c,4,2,1108,2017-06-07T19:19:27Z,791.27,876727.16,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:19:27 UTC,0.18976851851851853,4.554444444444444,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-4-3_summary,5-c-3-4,5,c,4,3,952,2017-06-07T19:20:44Z,838.85,798585.2000000001,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:20:44 UTC,0.19065972222222222,4.575833333333334,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-4-4_summary,5-c-4-4,5,c,4,4,924,2017-06-07T19:22:04Z,825.97,763196.28,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:22:04 UTC,0.19158564814814816,4.598055555555556,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-5-1_summary,5-c-1-5,5,c,5,1,596,2017-06-07T19:23:26Z,779.45,464552.2,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:23:26 UTC,0.19253472222222223,4.620833333333334,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-5-2_summary,5-c-2-5,5,c,5,2,729,2017-06-07T19:25:07Z,779.94,568576.26,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:25:07 UTC,0.1937037037037037,4.648888888888889,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-5-3_summary,5-c-3-5,5,c,5,3,781,2017-06-07T19:26:42Z,697.61,544833.41,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:26:42 UTC,0.19480324074074074,4.675277777777778,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5c-5-4_summary,5-c-4-5,5,c,5,4,1038,2017-06-07T19:28:23Z,656.91,681872.58,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:28:23 UTC,0.19597222222222221,4.703333333333333,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-1-1_summary,5-v-1-1,5,v,1,1,915,2017-06-07T19:45:47Z,742.96,679808.4,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:45:47 UTC,0.20805555555555555,4.993333333333333,4.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-1-2_summary,5-v-2-1,5,v,1,2,909,2017-06-07T19:47:24Z,612.18,556471.62,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:47:24 UTC,0.20917824074074073,5.020277777777777,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-1-3_summary,5-v-3-1,5,v,1,3,300,2017-06-07T19:49:05Z,828.53,248559.0,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:49:05 UTC,0.2103472222222222,5.048333333333333,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-1-4_summary,5-v-4-1,5,v,1,4,295,2017-06-07T19:50:43Z,684.23,201847.85,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:50:43 UTC,0.2114814814814815,5.075555555555556,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-2-1_summary,5-v-1-2,5,v,2,1,978,2017-06-07T19:52:22Z,671.24,656472.72,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:52:22 UTC,0.2126273148148148,5.103055555555556,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-2-2_summary,5-v-2-2,5,v,2,2,314,2017-06-07T19:53:46Z,513.8,161333.19999999998,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:53:46 UTC,0.21359953703703705,5.126388888888889,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-2-3_summary,5-v-3-2,5,v,2,3,973,2017-06-07T19:55:13Z,613.91,597334.4299999999,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:55:13 UTC,0.21460648148148148,5.150555555555556,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-2-4_summary,5-v-4-2,5,v,2,4,839,2017-06-07T19:56:52Z,661.51,555006.89,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:56:52 UTC,0.21575231481481483,5.178055555555556,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-3-1_summary,5-v-1-3,5,v,3,1,717,2017-06-07T19:58:28Z,736.86,528328.62,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 19:58:28 UTC,0.21686342592592592,5.204722222222222,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-3-2_summary,5-v-2-3,5,v,3,2,411,2017-06-07T20:00:03Z,828.37,340460.07,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 20:00:03 UTC,0.21796296296296297,5.231111111111111,5.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-3-3_summary,5-v-3-3,5,v,3,3,966,2017-06-07T17:09:44Z,993.66,959875.5599999999,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:09:44 UTC,0.0996875,2.3925,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-4-1_summary,5-v-1-4,5,v,4,1,1288,2017-06-07T17:13:15Z,1213.62,1563142.5599999998,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:13:15 UTC,0.10212962962962963,2.451111111111111,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-4-2_summary,5-v-2-4,5,v,4,2,698,2017-06-07T17:14:52Z,726.93,507397.13999999996,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:14:52 UTC,0.10325231481481481,2.4780555555555557,2.0
Tetraselmis_experiment/data-raw/flowcam-summaries-jun07/5v-4-3_summary,5-v-3-4,5,v,4,3,1667,2017-06-07T17:16:32Z,957.33,1595869.11,2017-06-07T14:46:11Z,2017-06-07 14:46:11 UTC--2017-06-07 17:16:32 UTC,0.10440972222222222,2.5058333333333334,2.0
