curve.id.list,topt.list,maxgrowth.list,z,w,a,b,rsqr.list,s.list,n.list,tmax,tmin
1,24.315706986768596,1.5713489224955757,15.657957460980409,32.90370374443849,0.2527263850533136,0.08848769035317375,0.9980921058849683,0.02579100681664962,9,32.109808827356794,-0.7939006276252165
3,24.358599361711587,1.5686202444406943,15.281954261973201,33.91682301322567,0.2546779522154108,0.08848964453810022,0.999167766183414,0.015528902210523068,8,32.2403648156052,-1.6764571955298178
10,24.401148792010105,1.598869939577272,15.186760082063056,34.26211576039732,0.260412592215607,0.08836900436959252,0.9988857839563909,0.01822496781879563,8,32.31781681827975,-1.9442977535028863
24,24.408638170260705,1.6186380468870503,15.167452810453893,33.62245115705365,0.23546886095571049,0.09371873505036087,0.9986277500753846,0.02044666569437367,8,31.978682613452374,-1.6437726631879637
27,24.562167138549846,1.6307451407588345,15.487474845982174,33.65381792176177,0.24939147841103834,0.0904416738311793,0.9994195097662757,0.013616770215673412,8,32.314383404057935,-1.339434002267931
30,24.521120750641316,1.6500806106118933,15.018618128271246,33.98867841060678,0.22953188896128565,0.09573210599008712,0.999555653913785,0.012211189559723699,8,32.012929285277046,-1.975721061422629
42,24.32256452012691,1.5881304381055565,15.469755322117996,33.21016329433396,0.25031309661236184,0.08971118288187221,0.9984141032090195,0.023207994313436623,9,32.07483662879555,-1.135326257095402
57,24.727654799383032,1.5570343618502913,15.407763487019741,34.74377796588071,0.25620946858753546,0.08670347744056467,0.9989093317712588,0.017715555608568793,8,32.779650750941805,-1.964125474556526
70,24.727859063314746,1.509390338348808,15.7559129368641,34.75529705481774,0.2775548415399837,0.08101991177289239,0.9960124289796967,0.033223601975120816,8,33.133561805435825,-1.6217355199315493
116,24.456098026174992,1.5672782541888435,15.763230552529231,33.77898382062152,0.28074338088014694,0.0829000861973984,0.9961227178452892,0.03419128629177508,8,32.65272075558683,-1.1262613036284044
118,24.51005447865387,1.541979345301478,15.776161786499193,33.82854680825065,0.27327310887870143,0.08324972900979247,0.9921578702436767,0.047454511606867145,8,32.69043346413406,-1.1381115734688125
121,24.84549486727738,1.5617145831103882,15.669984444501127,35.064844969954684,0.2788549099726016,0.08222424736881069,0.9990029946399233,0.017017660085448905,8,33.20240741546985,-1.8624448094186679
131,24.55609314878175,1.5383517222302245,15.30272601287275,34.131427623187555,0.23895553150538476,0.09001157345135444,0.99893186158265,0.017610531308169516,8,32.36843914897655,-1.7629885155895504
150,24.54893361907286,1.5712930777479057,15.081658282895733,33.97942480744354,0.22053473819812938,0.09513262487124034,0.9903184814343152,0.057614950135332674,9,32.07137023549406,-1.9080540061767048
151,24.30320087064576,1.6292475393454566,15.825052582691876,32.549134963090694,0.26425061489924345,0.08787250194683448,0.999539125176852,0.012386673504951819,8,32.09961955656155,-0.4495154928137596
152,24.530351999277094,1.6138644261652402,15.065723293504307,33.7513908118538,0.21824638670266283,0.09695889051875586,0.9976172724682705,0.02690724263733027,8,31.941418713056486,-1.809977001728869
155,24.503176148796825,1.6063762932610435,15.38962976960742,33.29354898993818,0.22964931891907642,0.09392483047633546,0.9960525897692915,0.03758308843977307,9,32.03640430804827,-1.2571471057926646
