x,q2.5,q97.5,mean
0,8.760185974820623e-4,0.0027576316677024337,0.0018006609740184015
1,0.0022118034606250832,0.003899190449347143,0.003041163122265525
2,0.0036923014417564034,0.00520491320587776,0.004428453640542664
3,0.005309176772362689,0.006666733917154661,0.005971638329090249
4,0.0070532000403578455,0.008309993601282529,0.0076794320219679205
5,0.008944141080297263,0.010173419409104701,0.009559918218701701
6,0.010953111207013363,0.012288736836315867,0.011620257701915583
7,0.013118469460692821,0.01461208183637152,0.01386633767648895
8,0.01544708344016978,0.017158911283085568,0.016302351717843003
9,0.017967188428537492,0.019913356089634474,0.018930299397634822
10,0.020680391963962652,0.022856106944756642,0.021749392841986213
11,0.023566277684125194,0.02598121108354452,0.024755355645116973
12,0.02664925837200053,0.0292557036081547,0.027939597481420504
13,0.029916671205620485,0.03268532277608797,0.031288245399564506
14,0.033329205053308567,0.0362601540087417,0.03478101010705175
15,0.03685406642105115,0.03994581884564291,0.03838986252225272
16,0.040533654527934844,0.04363339638305582,0.04207749243757659
17,0.044223537527234055,0.047379477343501744,0.045795517250851125
18,0.04789317198380027,0.05105981437249348,0.04948240432443162
19,0.05152774339070407,0.05462355845150455,0.053061065558204036
20,0.054934820831596134,0.05795269893219732,0.056436077140620655
21,0.058010557022909304,0.06097133452470965,0.05949047108935582
22,0.06060622629298084,0.0635584752607634,0.06208203801817112
23,0.06249453164967236,0.06552233705553956,0.0640390724659232
24,0.06356259313697413,0.06665935922693982,0.06515548298147708
25,0.06351263680742274,0.06683496926217575,0.0651851788445814
26,0.06210173711670067,0.06565281691822328,0.06383563367162978
27,0.058902276364369954,0.06269415912005807,0.06076051304301753
28,0.05368487963526735,0.05755452767295904,0.0555512385119534
29,0.045925684891279406,0.0496989541241815,0.047727343707278345
30,0.035112674449917704,0.03848819107757586,0.03672545949432628
31,0.020698741598015873,0.023199399276559448,0.021886744049485506
32,0.0016862093250213802,0.003244801624485171,0.002442549946017863
