x,q2.5,q97.5,mean
-10,-0.6152909544820399,0.06590751315657806,-0.1360555068563474
-9.99,-0.614810844568716,0.06599304807925266,-0.1358887304106404
-9.98,-0.6143305087132211,0.06607868215989426,-0.1357217892599979
-9.97,-0.6138499469276665,0.06616441549989971,-0.13555468330352904
-9.96,-0.6133691592242628,0.06625024820074948,-0.13538741244031988
-9.95,-0.61288814561532,0.06633618036400789,-0.1352199765694334
-9.94,-0.6124069061132484,0.06642221209132292,-0.1350523755899098
-9.93,-0.611925440730557,0.06650834348442641,-0.1348846094007662
-9.92,-0.6114437494798555,0.06659457464513403,-0.134716677900997
-9.91,-0.6109618323738536,0.06668110316420281,-0.13454858098957384
-9.9,-0.6104796894253597,0.066777856835166155,-0.13438031856544555
-9.89,-0.6099973206472837,0.06687471951173701,-0.13421189052753837
-9.88,-0.6095147260526352,0.06697292286102252,-0.13404329677475596
-9.87,-0.609053945099335,0.06707205923616325,-0.13387453720597933
-9.86,-0.6085938395718165,0.06717130739056691,-0.13370561172006715
-9.85,-0.6081334941598168,0.06727066742540545,-0.13353652021585555
-9.84,-0.6076729088643701,0.06737013944191399,-0.13336726259215836
-9.83,-0.6072120836866106,0.06746972354139064,-0.13319783874776708
-9.82,-0.6067510186277761,0.06756941982519661,-0.13302824858145093
-9.81,-0.6062897136892054,0.06766922839475617,-0.13285849199195698
-9.8,-0.6058281688723399,0.06776914935155659,-0.13268856887801014
-9.79,-0.6053663841787227,0.06786918279714833,-0.13251847913831324
-9.78,-0.6049043596099994,0.06796932883314466,-0.1323482226715472
-9.77,-0.6044420951679189,0.06806958756122207,-0.13217779937637084
-9.76,-0.6039795908543314,0.06816995908311999,-0.13200720915142117
-9.75,-0.6035168466711901,0.06827044350064086,-0.13183645189531334
-9.74,-0.6030538626205515,0.06837104091565013,-0.13166552750664073
-9.73,-0.6025906387045742,0.06847175143007628,-0.13149443588397505
-9.72,-0.6021271749255211,0.0685725751459107,-0.13132317692586631
-9.71,-0.6016634712857565,0.06867351216520783,-0.1311517505308429
-9.7,-0.6011995277877492,0.06877456259008505,-0.13098015659741172
-9.69,-0.6007353444340714,0.06887572652272266,-0.13080839502405822
-9.68,-0.6002709212273974,0.06897700406536397,-0.13063646570924645
-9.67,-0.5998062581705069,0.0690783953203152,-0.130464368551419
-9.66,-0.5993413552662822,0.06917990038994554,-0.13029210344899728
-9.65,-0.5988762125177097,0.06928151937668703,-0.13011967030038146
-9.64,-0.5984108299278796,0.0693832523830347,-0.1299470690039505
-9.63,-0.5979452074999865,0.06948509951154642,-0.1297742994580623
-9.62,-0.5974793452373289,0.06958572991701306,-0.12960136156105365
-9.61,-0.5970132431433093,0.06967771030362535,-0.12942825521124046
-9.6,-0.5965469012214348,0.06976979463117881,-0.1292549803069177
-9.59,-0.5960803194753178,0.06986198299953547,-0.12908153674635944
-9.58,-0.5956134979086745,0.06995427550862966,-0.12890792442781895
-9.57,-0.5951464365253253,0.0700466722584683,-0.1287341432495288
-9.56,-0.5946791353291965,0.07014193413436452,-0.12856019310970093
-9.55,-0.5942115943243196,0.07024223574433876,-0.1283860739065266
