"curve.id.list","topt.list","maxgrowth.list","z.list","w.list","a.list","b.list","rsqr.list","s.list","n.list"
"1",21.6912,1.17584,14.8078,33.0136,0.37831,0.0610871,0.964805,0.0548013,6
"2",21.1555,1.1308,13.5091,33.9062,0.345388,0.0668128,0.994391,0.0198103,6
"3",21.9073,1.30068,12.5986,34.1346,0.252285,0.0909813,0.983835,0.042987,6
"4",21.6827,1.23546,-4.47075,67.3926,0.251966,0.115864,0.996232,0.0170201,6
"5",21.8337,1.19005,7.79287,43.5864,0.223827,0.10109,0.994496,0.0209374,6
"6",20.954,1.12333,11.7232,36.2702,0.309892,0.0757704,0.997965,0.0113159,6
"7",20.7828,1.21676,12.9003,32.9118,0.328421,0.0755575,0.998275,0.0121396,6
"8",21.0041,1.10758,15.4457,31.6959,0.437567,0.0504647,0.997136,0.014242,6
"9",22.0448,1.195,13.0379,34.9972,0.278592,0.0800166,0.996526,0.0176445,6
"10",20.2466,1.06817,15.5253,30.8424,0.485603,0.0437967,0.995887,0.0159971,6
"11",21.8266,1.2788,13.7872,32.0726,0.275936,0.08352,0.989551,0.0346257,6
"12",21.1303,1.16288,13.268,33.0656,0.312621,0.0743034,0.993703,0.0221556,6
"13",21.9555,1.17774,4.02104,51.7038,0.234312,0.10344,0.980073,0.0381359,6
"14",21.6391,1.21681,10.4324,37.8947,0.234311,0.0960234,0.988408,0.0321513,6
"15",21.7577,1.19848,9.15211,41.5501,0.253463,0.0925059,0.962915,0.053904,6
"16",20.7542,1.08899,16.1222,33.1021,0.551854,0.0366807,0.984571,0.0305661,6
"17",21.1691,1.06292,16.1843,33.3931,0.508197,0.0392679,0.973332,0.0408258,6
"18",21.8679,1.22679,1.21357,56.3296,0.225945,0.112658,0.972506,0.0472416,6
"19",21.7352,1.22012,12.9573,33.8092,0.268518,0.0841026,0.994067,0.0234728,6
"20",21.6217,1.35356,11.9369,33.9349,0.232099,0.0997864,0.943043,0.0872737,6
"21",21.6279,1.1566,12.4884,36.0277,0.301982,0.0758503,0.997936,0.0123083,6
"22",21.5179,1.15133,7.35653,44.1854,0.234753,0.0984885,0.978359,0.0392972,6
"23",20.5714,1.13878,15.1624,31.0145,0.452025,0.051222,0.919576,0.0799284,6
"24",21.1315,1.17902,12.4418,34.6249,0.307279,0.0773704,0.993241,0.022558,6
"25",21.6847,1.23361,9.48247,40.5857,0.258186,0.0928195,0.98457,0.0359111,6
"26",21.5029,1.15544,12.0257,37.0908,0.314414,0.0746031,0.986949,0.0298894,6
"27",21.4497,1.16548,13.1935,34.6154,0.326388,0.071376,0.99982,0.00371134,6
"28",21.0782,1.09645,14.0723,33.1392,0.360311,0.0621413,0.983907,0.032368,6
"29",21.5811,1.22841,9.92949,38.5532,0.229266,0.0988491,0.995822,0.0196219,6
"30",20.267,1.08649,15.7917,30.2597,0.499681,0.0428429,0.97487,0.0419076,6
"31",21.1727,1.13167,10.3474,37.5828,0.242658,0.091772,0.99697,0.0145463,6
"32",21.4616,1.23832,8.11367,42.2261,0.242376,0.0997753,0.998991,0.00915635,6
"33",20.2325,1.1068,15.0567,30.5357,0.453069,0.0501798,0.91783,0.0782683,6
"34",21.4402,1.24113,13.2059,32.0527,0.260442,0.0871218,0.994043,0.0250376,6
"35",22.3194,1.31846,4.92056,49.4276,0.210062,0.112963,0.99864,0.0120377,6
"36",21.6115,1.1976,15.107,31.1209,0.355302,0.0651116,0.930861,0.0845663,6
"37",21.1231,1.20024,9.35638,41.1783,0.312441,0.0824357,0.998746,0.00895337,6
