time,predicted_r,temperature
1,0.45372803579539317,12.633853802224621
2,0.5152391049782472,13.549274377990514
3,0.5309629210323719,13.773280500201508
4,0.0837792955555768,4.262298721587285
5,0.5242013589275638,13.67741046892479
6,0.9813988098426455,19.215626622084528
7,0.7341388599259139,16.40177077311091
8,0.4456452990201514,12.508418998215348
9,0.814902014495733,17.350013496819884
10,0.336782850372263,10.671134769916534
11,0.14982994588466036,6.437556297285482
12,0.5360852646142553,13.845460635377094
13,0.22949860919912327,8.479309643851593
14,0.6404124668212192,15.241993673378602
15,0.7390993535652925,16.461203716462478
16,0.6670430870480795,15.579284407198429
17,0.4269782328703335,12.213624166790396
18,0.9126442248876405,18.454952243948355
19,0.07476951051269214,3.9123597766738385
20,0.42252377031343774,12.142181762028486
21,0.1601997143156256,6.731947467662394
22,0.13099766890913445,5.874891712563112
23,0.8627167720487792,17.895133884623647
24,0.1945417589226887,7.640698831295595
25,1.0226664594547492,19.66955235064961
26,0.4200446032095307,12.102230642456561
27,0.5262713919636242,13.706833109492436
28,0.36726813615475307,11.216870016185567
29,0.36082486103026196,11.103802986443043
30,0.30488367788390897,10.068157724803314
31,0.18842311879396967,7.485541654052213
32,0.8040507419497597,17.224800589028746
33,0.05506756292913331,3.084061828441918
34,0.24518780275876498,8.832255703862756
35,0.1339532011093625,5.965770679991692
36,0.2344419587038599,8.591955343494192
37,0.11403811435752303,5.33277446590364
38,0.17457044387405088,7.1238290765322745
39,0.6445898396991961,15.29535476421006
40,0.42605175888631824,12.198800718877465
41,0.396758236204458,11.720094251912087
42,0.2306276105251989,8.505156707949936
43,0.2695105025210828,9.354774211766198
44,0.21665192072899644,8.180004102177918
45,0.25518493784384677,9.050471269292757
46,0.28010809325675723,9.573925378033891
47,0.6632313646212143,15.531417417805642
48,0.980882403005987,19.209940306376666
49,0.27490486560998456,9.466937139397487
50,0.6315580000098466,15.128307878505439
