keep,file_name,unique,temp,variability,sample_day,replicate,cell_density,start_time,cell_volume,total_biovolume,start.time,time_since_innoc_days,time_since_innoc_hours,rows
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_20c-1-3_copy,20-c-3-1,20,c,1,3,1153,2017-06-08T16:50:23Z,1135.45,1309173.85,2017-06-07T14:46:11Z,1.08625,26.07,230
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_20v-1-1_copy,20-v-1-1,20,v,1,1,1119,2017-06-08T16:34:02Z,1262.73,1412994.87,2017-06-07T14:46:11Z,1.0748958333333334,25.7975,231
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_20v-1-3_copy,20-v-3-1,20,v,1,3,934,2017-06-08T16:40:25Z,1162.15,1085448.1,2017-06-07T14:46:11Z,1.0793287037037036,25.90388888888889,232
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_24c-1-3_copy,24-c-3-1,24,c,1,3,2019,2017-06-08T16:22:52Z,1201.69,2426212.1100000003,2017-06-07T14:46:11Z,1.0671412037037038,25.61138888888889,233
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_24c-1-4_copy,24-c-4-1,24,c,1,4,1314,2017-06-08T16:26:14Z,1396.01,1834357.14,2017-06-07T14:46:11Z,1.0694791666666668,25.6675,234
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_27v-1-1_copy,27-v-1-1,27,v,1,1,1385,2017-06-08T16:04:44Z,1372.1,1900358.4999999998,2017-06-07T14:46:11Z,1.054548611111111,25.309166666666666,235
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_27v-1-2_copy,27-v-2-1,27,v,1,2,937,2017-06-08T16:06:57Z,1276.54,1196117.98,2017-06-07T14:46:11Z,1.056087962962963,25.34611111111111,236
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_27v-1-4_copy,27-v-4-1,27,v,1,4,937,2017-06-08T16:10:47Z,1264.44,1184780.28,2017-06-07T14:46:11Z,1.05875,25.41,237
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_5c-1-1_copy,5-c-1-1,5,c,1,1,234,2017-06-08T17:36:45Z,798.73,186902.82,2017-06-07T14:46:11Z,1.118449074074074,26.842777777777776,238
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_5c-1-2_copy,5-c-2-1,5,c,1,2,188,2017-06-08T17:39:41Z,1171.25,220195,2017-06-07T14:46:11Z,1.120486111111111,26.891666666666666,239
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun08/summary_export_5v-1-4_copy,5-v-4-1,5,v,1,4,199,2017-06-08T17:53:51Z,834.22,166009.78,2017-06-07T14:46:11Z,1.130324074074074,27.127777777777776,240
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09-eve/27c-1-1_summary,27-c-1-1,27,c,1,1,26203,2017-06-09T19:54:36Z,1051.81,27560577.43,2017-06-07T14:46:11Z,2.2141782407407407,53.140277777777776,241
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09-eve/27c-1-3_summary,27-c-3-1,27,c,1,3,26171,2017-06-09T19:58:50Z,990.13,25912692.23,2017-06-07T14:46:11Z,2.2171180555555554,53.21083333333333,242
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09-eve/27v-1-1_summary,27-v-1-1,27,v,1,1,3303,2017-06-09T19:46:06Z,1153.17,3808920.5100000002,2017-06-07T14:46:11Z,2.208275462962963,52.99861111111111,243
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09-eve/summary_export_27c-1-2_copy,27-c-2-1,27,c,1,2,25566,2017-06-09T19:56:35Z,1019.77,26071439.82,2017-06-07T14:46:11Z,2.2155555555555555,53.17333333333333,244
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09-eve/summary_export_27c-1-4_copy,27-c-4-1,27,c,1,4,24307,2017-06-09T20:00:34Z,993.1,24139281.7,2017-06-07T14:46:11Z,2.2183217592592595,53.23972222222222,245
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09-eve/summary_export_27v-1-2_copy,27-v-2-1,27,v,1,2,3936,2017-06-09T19:47:53Z,1156.49,4551944.64,2017-06-07T14:46:11Z,2.209513888888889,53.028333333333336,246
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09-eve/summary_export_27v-1-3_copy,27-v-3-1,27,v,1,3,1485,2017-06-09T19:50:07Z,1287.23,1911536.55,2017-06-07T14:46:11Z,2.2110648148148146,53.065555555555555,247
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09-eve/summary_export_27v-1-4_copy,27-v-4-1,27,v,1,4,2314,2017-06-09T19:52:20Z,1212.67,2806118.3800000004,2017-06-07T14:46:11Z,2.2126041666666665,53.1025,248
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/10c-1-1_summary,10-c-1-1,10,c,1,1,1543,2017-06-09T17:10:21Z,1308.61,2019185.2299999997,2017-06-07T14:46:11Z,2.100115740740741,50.40277777777778,249
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/10c-1-2_summary,10-c-2-1,10,c,1,2,1233,2017-06-09T17:12:05Z,1226.39,1512138.87,2017-06-07T14:46:11Z,2.1013194444444445,50.431666666666665,250
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/10c-1-3_summary,10-c-3-1,10,c,1,3,2455,2017-06-09T17:13:50Z,1167.52,2866261.6,2017-06-07T14:46:11Z,2.1025347222222224,50.46083333333333,251
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/10c-1-4_summary,10-c-4-1,10,c,1,4,1381,2017-06-09T17:15:41Z,1285.04,1774640.24,2017-06-07T14:46:11Z,2.1038194444444445,50.49166666666667,252
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/10v-1-3_summary,10-v-3-1,10,v,1,3,1678,2017-06-09T17:22:45Z,1165.77,1956162.06,2017-06-07T14:46:11Z,2.108726851851852,50.60944444444444,253
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/10v-1-4_summary,10-v-4-1,10,v,1,4,2070,2017-06-09T17:24:26Z,1259.87,2607930.9,2017-06-07T14:46:11Z,2.1098958333333333,50.6375,254
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/16c-1-1_summary,16-c-1-1,16,c,1,1,10783,2017-06-09T16:46:16Z,1131.12,12196866.959999999,2017-06-07T14:46:11Z,2.083391203703704,50.00138888888889,255
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/16c-1-2_summary,16-c-2-1,16,c,1,2,8958,2017-06-09T16:48:21Z,1154.2,10339323.6,2017-06-07T14:46:11Z,2.084837962962963,50.03611111111111,256
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/16c-1-3_summary,16-c-3-1,16,c,1,3,9654,2017-06-09T16:50:18Z,1231.22,11886197.88,2017-06-07T14:46:11Z,2.0861921296296297,50.06861111111111,257
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/16c-1-4_summary,16-c-4-1,16,c,1,4,12889,2017-06-09T16:52:06Z,1189.88,15336363.320000002,2017-06-07T14:46:11Z,2.0874421296296295,50.09861111111111,258
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/20c-1-1_summary,20-c-1-1,20,c,1,1,17561,2017-06-09T16:37:52Z,1096.36,19253177.959999997,2017-06-07T14:46:11Z,2.0775578703703705,49.86138888888889,259
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/20c-1-2_summary,20-c-2-1,20,c,1,2,14853,2017-06-09T16:39:44Z,1069.06,15878748.18,2017-06-07T14:46:11Z,2.0788541666666664,49.8925,260
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/20c-1-3_summary,20-c-3-1,20,c,1,3,17264,2017-06-09T16:41:45Z,1104.15,19062045.6,2017-06-07T14:46:11Z,2.08025462962963,49.92611111111111,261
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/20c-1-4_summary,20-c-4-1,20,c,1,4,17948,2017-06-09T16:43:48Z,1105.61,19843488.279999997,2017-06-07T14:46:11Z,2.081678240740741,49.960277777777776,262
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/20v-1-1_summary,20-v-1-1,20,v,1,1,17265,2017-06-09T17:01:59Z,1149.05,19838348.25,2017-06-07T14:46:11Z,2.0943055555555556,50.263333333333335,263
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/20v-1-2_summary,20-v-2-1,20,v,1,2,16951,2017-06-09T17:03:50Z,1145.71,19420930.21,2017-06-07T14:46:11Z,2.0955902777777777,50.29416666666667,264
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/20v-1-3_summary,20-v-3-1,20,v,1,3,16457,2017-06-09T17:05:48Z,1123.48,18489110.36,2017-06-07T14:46:11Z,2.0969560185185183,50.32694444444444,265
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/20v-1-4_summary,20-v-4-1,20,v,1,4,14257,2017-06-09T17:07:35Z,1143.65,16305018.05,2017-06-07T14:46:11Z,2.0981944444444443,50.35666666666667,266
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/24c-1-1_summary,24-c-1-1,24,c,1,1,20975,2017-06-09T16:29:19Z,1028.7,21576982.5,2017-06-07T14:46:11Z,2.07162037037037,49.71888888888889,267
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/24c-1-3_summary,24-c-3-1,24,c,1,3,22145,2017-06-09T16:33:45Z,1001.44,22176888.8,2017-06-07T14:46:11Z,2.0746990740740743,49.79277777777778,268
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/24c-1-4_summary,24-c-4-1,24,c,1,4,22504,2017-06-09T16:35:44Z,1032.07,23225703.279999997,2017-06-07T14:46:11Z,2.0760763888888887,49.825833333333335,269
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/5v-1-1_summary,5-v-1-1,5,v,1,1,910,2017-06-09T17:42:07Z,1228.63,1118053.3,2017-06-07T14:46:11Z,2.122175925925926,50.93222222222222,270
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/5v-1-3_summary,5-v-3-1,5,v,1,3,632,2017-06-09T17:45:47Z,937.05,592215.6,2017-06-07T14:46:11Z,2.124722222222222,50.99333333333333,271
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_10v-1-1_copy,10-v-1-1,10,v,1,1,1491,2017-06-09T17:17:37Z,1416.69,2112284.79,2017-06-07T14:46:11Z,2.105162037037037,50.52388888888889,272
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_10v-1-2_copy,10-v-2-1,10,v,1,2,1659,2017-06-09T17:20:00Z,1234.08,2047338.72,2017-06-07T14:46:11Z,2.1068171296296296,50.56361111111111,273
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_24c-1-2_copy,24-c-2-1,24,c,1,2,21419,2017-06-09T16:31:15Z,1071.07,22941248.33,2017-06-07T14:46:11Z,2.072962962962963,49.75111111111111,274
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_27c-1-1_copy,27-c-1-1,27,c,1,1,12214,2017-06-09T11:42:42Z,1092.07,13338542.979999999,2017-06-07T14:46:11Z,1.8725810185185185,44.941944444444445,275
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_27c-1-2_copy,27-c-2-1,27,c,1,2,17171,2017-06-09T11:45:45Z,1067.15,18324032.650000002,2017-06-07T14:46:11Z,1.874699074074074,44.992777777777775,276
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_27c-1-3_copy,27-c-3-1,27,c,1,3,14081,2017-06-09T11:48:01Z,1105.77,15570347.37,2017-06-07T14:46:11Z,1.876273148148148,45.03055555555556,277
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_27c-1-4_copy,27-c-4-1,27,c,1,4,11207,2017-06-09T11:50:18Z,1051.11,11779789.77,2017-06-07T14:46:11Z,1.8778587962962963,45.06861111111111,278
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_27v-1-1_copy,27-v-1-1,27,v,1,1,8821,2017-06-09T11:54:30Z,1230.75,10856445.75,2017-06-07T14:46:11Z,1.880775462962963,45.13861111111111,279
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_27v-1-2_copy,27-v-2-1,27,v,1,2,8170,2017-06-09T11:56:49Z,1265.23,10336929.1,2017-06-07T14:46:11Z,1.8823842592592592,45.17722222222222,280
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_27v-1-3_copy,27-v-3-1,27,v,1,3,6966,2017-06-09T11:58:59Z,1235.15,8604054.9,2017-06-07T14:46:11Z,1.883888888888889,45.21333333333333,281
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_27v-1-4_copy,27-v-4-1,27,v,1,4,3469,2017-06-09T12:01:19Z,1242.57,4310475.33,2017-06-07T14:46:11Z,1.8855092592592593,45.25222222222222,282
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_5c-1-1_copy,5-c-1-1,5,c,1,1,583,2017-06-09T17:33:41Z,1129.46,658475.18,2017-06-07T14:46:11Z,2.1163194444444446,50.791666666666664,283
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_5c-1-2_copy,5-c-2-1,5,c,1,2,447,2017-06-09T17:35:54Z,1357.18,606659.4600000001,2017-06-07T14:46:11Z,2.1178587962962965,50.82861111111111,284
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_5c-1-3_copy,5-c-3-1,5,c,1,3,428,2017-06-09T17:37:52Z,1109.9,475037.2,2017-06-07T14:46:11Z,2.119224537037037,50.86138888888889,285
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_5c-1-4_copy,5-c-4-1,5,c,1,4,733,2017-06-09T17:40:01Z,1249.66,916000.78,2017-06-07T14:46:11Z,2.1207175925925927,50.897222222222226,286
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_5v-1-2_copy,5-v-2-1,5,v,1,2,394,2017-06-09T17:43:45Z,1299.08,511837.51999999996,2017-06-07T14:46:11Z,2.123310185185185,50.95944444444444,287
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun09/summary_export_5v-1-4_copy,5-v-4-1,5,v,1,4,850,2017-06-09T17:47:49Z,1279.76,1087796,2017-06-07T14:46:11Z,2.1261342592592594,51.02722222222222,288
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/10c-2-4_summary,10-c-4-2,10,c,2,4,7739,2017-06-10T18:09:23Z,1383.29,10705281.31,2017-06-07T14:46:11Z,3.141111111111111,75.38666666666667,289
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/10v-2-3_summary,10-v-3-2,10,v,2,3,12654,2017-06-10T18:28:23Z,1245.8,15764353.2,2017-06-07T14:46:11Z,3.1543055555555557,75.70333333333333,290
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/16c-2-1_summary,16-c-1-2,16,c,2,1,21409,2017-06-10T17:32:20Z,1098.26,23512648.34,2017-06-07T14:46:11Z,3.1153819444444446,74.76916666666666,291
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/16c-2-2_summary,16-c-2-2,16,c,2,2,20162,2017-06-10T17:34:05Z,1058.17,21334823.540000003,2017-06-07T14:46:11Z,3.116597222222222,74.79833333333333,292
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/16c-2-3_summary,16-c-3-2,16,c,2,3,17598,2017-06-10T17:35:52Z,1086.9,19127266.200000003,2017-06-07T14:46:11Z,3.117835648148148,74.82805555555555,293
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/16c-2-4_summary,16-c-4-2,16,c,2,4,20405,2017-06-10T17:37:44Z,1034.47,21108360.35,2017-06-07T14:46:11Z,3.1191319444444443,74.85916666666667,294
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/5c-2-2_summary,5-c-2-2,5,c,2,2,1011,2017-06-10T18:13:40Z,1103.14,1115274.54,2017-06-07T14:46:11Z,3.144085648148148,75.45805555555556,295
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/5v-2-3_summary,5-v-3-2,5,v,2,3,1097,2017-06-10T17:57:57Z,1146.65,1257875.05,2017-06-07T14:46:11Z,3.1331712962962963,75.19611111111111,296
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_10c-2-1_copy,10-c-1-2,10,c,2,1,7632,2017-06-10T18:02:28Z,1293.44,9871534.08,2017-06-07T14:46:11Z,3.1363078703703704,75.2713888888889,297
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_10c-2-2_copy,10-c-2-2,10,c,2,2,8920,2017-06-10T18:04:48Z,1321.37,11786620.399999999,2017-06-07T14:46:11Z,3.1379282407407407,75.31027777777778,298
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_10c-2-3_copy,10-c-3-2,10,c,2,3,3354,2017-06-10T18:07:00Z,1362.42,4569556.680000001,2017-06-07T14:46:11Z,3.1394560185185183,75.34694444444445,299
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_10v-2-1_copy,10-v-1-2,10,v,2,1,3030,2017-06-10T18:23:45Z,1326.26,4018567.8,2017-06-07T14:46:11Z,3.151087962962963,75.62611111111111,300
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_10v-2-2_copy,10-v-2-2,10,v,2,2,9518,2017-06-10T18:25:57Z,1316.42,12529685.56,2017-06-07T14:46:11Z,3.1526157407407407,75.66277777777778,301
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_10v-2-4_copy,10-v-4-2,10,v,2,4,9766,2017-06-10T18:30:21Z,1302.98,12724902.68,2017-06-07T14:46:11Z,3.1556712962962963,75.73611111111111,302
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_5c-2-1_copy,5-c-1-2,5,c,2,1,819,2017-06-10T18:11:29Z,1330.48,1089663.12,2017-06-07T14:46:11Z,3.1425694444444443,75.42166666666667,303
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_5c-2-3_copy,5-c-3-2,5,c,2,3,857,2017-06-10T18:15:33Z,1433.87,1228826.5899999999,2017-06-07T14:46:11Z,3.1453935185185187,75.48944444444444,304
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_5c-2-4_copy,5-c-4-2,5,c,2,4,873,2017-06-10T18:17:48Z,1382.43,1206861.3900000001,2017-06-07T14:46:11Z,3.1469560185185186,75.52694444444444,305
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_5v-2-1_copy,5-v-1-2,5,v,2,1,1099,2017-06-10T17:53:32Z,1257.36,1381838.64,2017-06-07T14:46:11Z,3.1301041666666665,75.1225,306
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_5v-2-2_copy,5-v-2-2,5,v,2,2,1460,2017-06-10T17:59:49Z,1330.3,1942238,2017-06-07T14:46:11Z,3.1344675925925927,75.22722222222222,307
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun10/summary_export_5v-2-4_copy,5-v-4-2,5,v,2,4,1489,2017-06-10T17:55:44Z,1400.79,2085776.31,2017-06-07T14:46:11Z,3.1316319444444445,75.15916666666666,308
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/10v-3-2_summary,10-v-2-3,10,v,3,2,13536,2017-06-11T18:17:19Z,1286.94,17420019.84,2017-06-07T14:46:11Z,4.14662037037037,99.5188888888889,309
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/10v-3-3_summary,10-v-3-3,10,v,3,3,15037,2017-06-11T18:19:10Z,1243.97,18705576.89,2017-06-07T14:46:11Z,4.147905092592593,99.54972222222223,310
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/10v-3-4_summary,10-v-4-3,10,v,3,4,16327,2017-06-11T18:21:00Z,1235.62,20173967.74,2017-06-07T14:46:11Z,4.149178240740741,99.58027777777778,311
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/5v-2-3_summary,5-v-3-2,5,v,2,3,1072,2017-06-11T18:08:36Z,1303.99,1397877.28,2017-06-07T14:46:11Z,4.14056712962963,99.37361111111112,312
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_10v-3-1_copy,10-v-1-3,10,v,3,1,16951,2017-06-11T18:14:58Z,1257.79,21320798.29,2017-06-07T14:46:11Z,4.144988425925926,99.47972222222222,313
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5c-2-1_copy,5-c-1-2,5,c,2,1,1361,2017-06-11T17:53:54Z,1554.1,2115130.1,2017-06-07T14:46:11Z,4.130358796296297,99.12861111111111,314
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5c-2-2_copy,5-c-2-2,5,c,2,2,458,2017-06-11T17:56:01Z,1305.51,597923.58,2017-06-07T14:46:11Z,4.131828703703704,99.16388888888889,315
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5c-2-3_copy,5-c-3-2,5,c,2,3,414,2017-06-11T17:58:13Z,1437.55,595145.7,2017-06-07T14:46:11Z,4.133356481481481,99.20055555555555,316
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5c-2-4_copy,5-c-4-2,5,c,2,4,264,2017-06-11T18:00:18Z,1630.47,430444.08,2017-06-07T14:46:11Z,4.134803240740741,99.23527777777778,317
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5v-2-1_copy,5-v-1-2,5,v,2,1,2701,2017-06-11T18:04:27Z,1270.35,3431215.3499999996,2017-06-07T14:46:11Z,4.137685185185185,99.30444444444444,318
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5v-2-2_copy,5-v-2-2,5,v,2,2,1111,2017-06-11T18:06:34Z,1392.84,1547445.24,2017-06-07T14:46:11Z,4.139155092592593,99.33972222222222,319
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-eve/summary_export_5v-2-4_copy,5-v-4-2,5,v,2,4,3905,2017-06-11T18:10:24Z,1391.6,5434198,2017-06-07T14:46:11Z,4.141817129629629,99.4036111111111,320
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/10c-3-3_summary,10-c-3-3,10,c,3,3,8550,2017-06-11T12:19:06Z,1417.33,12118171.5,2017-06-07T14:46:11Z,3.8978587962962963,93.54861111111111,321
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_10c-3-1_copy,10-c-1-3,10,c,3,1,5311,2017-06-11T12:14:25Z,1366.79,7259021.6899999995,2017-06-07T14:46:11Z,3.8946064814814814,93.47055555555555,322
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_10c-3-2_copy,10-c-2-3,10,c,3,2,11108,2017-06-11T12:16:44Z,1377.03,15296049.24,2017-06-07T14:46:11Z,3.896215277777778,93.50916666666667,323
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun11-morn/summary_export_10c-3-4_copy,10-c-4-3,10,c,3,4,7455,2017-06-11T12:20:57Z,1415.51,10552627.05,2017-06-07T14:46:11Z,3.8991435185185184,93.57944444444445,324
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10c-3-1_copy,10-c-1-3,10,c,3,1,15645,2017-06-12T20:17:46Z,1273.14,19918275.3,2017-06-07T14:46:11Z,5.230266203703704,125.52638888888889,325
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10c-3-2_copy,10-c-2-3,10,c,3,2,19219,2017-06-12T20:20:12Z,1169.25,22471815.75,2017-06-07T14:46:11Z,5.2319560185185185,125.56694444444445,326
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10c-3-3_copy,10-c-3-3,10,c,3,3,17575,2017-06-12T20:22:52Z,1238.02,21758201.5,2017-06-07T14:46:11Z,5.23380787037037,125.61138888888888,327
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_10c-3-4_copy,10-c-4-3,10,c,3,4,17431,2017-06-12T20:25:08Z,1222.13,21302948.03,2017-06-07T14:46:11Z,5.235381944444445,125.64916666666667,328
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5v-3-1_copy,5-v-1-3,5,v,3,1,5603,2017-06-12T20:43:23Z,1390.35,7790131.05,2017-06-07T14:46:11Z,5.248055555555555,125.95333333333333,333
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5v-3-2_copy,5-v-2-3,5,v,3,2,646,2017-06-12T20:45:40Z,1492.55,964187.2999999999,2017-06-07T14:46:11Z,5.249641203703704,125.99138888888889,334
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5v-3-3_copy,5-v-3-3,5,v,3,3,1501,2017-06-12T20:47:48Z,1578.59,2369463.59,2017-06-07T14:46:11Z,5.2511226851851855,126.02694444444444,335
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun12-eve/summary_export_5v-3-4_copy,5-v-4-3,5,v,3,4,1606,2017-06-12T20:50:12Z,1442.39,2316478.3400000003,2017-06-07T14:46:11Z,5.252789351851852,126.06694444444445,336
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-2-1_copy,5-c-1-2,5,c,2,1,3448,2017-06-13T19:02:56Z,1688.4,5821603.2,2017-06-07T14:46:11Z,6.178298611111111,148.27916666666667,337
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-2-2_copy,5-c-2-2,5,c,2,2,2319,2017-06-13T19:05:03Z,1587.64,3681737.16,2017-06-07T14:46:11Z,6.179768518518519,148.31444444444443,338
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-2-3_copy,5-c-3-2,5,c,2,3,2323,2017-06-13T19:07:18Z,1631.71,3790462.33,2017-06-07T14:46:11Z,6.181331018518518,148.35194444444446,339
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-2-4_copy,5-c-4-2,5,c,2,4,3053,2017-06-13T19:09:29Z,1721.95,5257113.350000001,2017-06-07T14:46:11Z,6.182847222222223,148.38833333333332,340
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-3-1_copy,5-c-1-3,5,c,3,1,1903,2017-06-13T18:23:44Z,1454.62,2768141.86,2017-06-07T14:46:11Z,6.151076388888889,147.62583333333333,341
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-3-2_copy,5-c-2-3,5,c,3,2,1993,2017-06-13T18:25:55Z,1373.8,2737983.4,2017-06-07T14:46:11Z,6.152592592592592,147.66222222222223,342
keep,Tetraselmis_experiment/data-raw/flowcam-summaries-jun13-eve/summary_export_5c-3-3_copy,5-c-3-3,5,c,3,3,2542,2017-06-13T18:28:47Z,1711.92,4351700.640000001,2017-06-07T14:46:11Z,6.154583333333333,147.71,343
