replicate,run,a,b,w,z,sigma,isConv,finTol,logLik,AIC,BIC,deviance,df.residual
38,225,0.23591354371921547,0.0953015735603398,39.6815034645036,10.305182789856193,2487.87541780908,TRUE,1.4901161193847656e-8,-339.69395626875223,689.3879125375045,697.4425021007256,204254295.1197772,33
39,134,0.957415609720463,0.001973203419594259,36.31775011949388,20,1831.3761906883958,TRUE,1.4901161193847656e-8,-328.35858449112436,666.7171689822487,674.7717585454699,110679978.81007122,33
40,718,0.9728345658607553,0.0019720335981334596,36.54211202047372,20,1644.5965302975424,TRUE,1.4901161193847656e-8,-324.3783976546425,658.756795309285,666.8113848725062,89255025.6664016,33
41,564,0.9035916568977785,0.007981461851930716,37.54990843776781,20,2407.029119473971,TRUE,1.4901161193847656e-8,-338.47163004671705,686.9432600934341,694.9978496566553,191195043.00585616,33
42,277,0.7402964318668436,0.02003175478285157,37.40743917382867,20,2387.010119465002,TRUE,1.4901161193847656e-8,-338.1626182640555,686.325236528111,694.3798260913321,188027971.24413466,33
42,683,0.7402962966663826,0.02003176590947964,37.40744021747129,20,2387.0101194650006,TRUE,1.4901161193847656e-8,-338.1626182640555,686.325236528111,694.3798260913321,188027971.24413446,33
43,529,0.9647464074016302,9.464789331303994e-4,36.962806234520095,20,1646.155106393243,TRUE,1.4901161193847656e-8,-324.4134457690064,658.8268915380128,666.8814811012339,89424278.93205012,33
44,679,0.5617955049896123,0.0362009538878077,33.22896218595565,17.11301704214785,2184.3275742026335,TRUE,1.4901161193847656e-8,-334.879476842596,679.758953685192,687.8135432484131,157452469.39692476,33
45,497,0.7484392600811666,0.0144206263700029,38.81889248921897,20,1653.1791015410747,TRUE,1.4901161193847656e-8,-324.5709855614125,659.141971122825,667.1965606860462,90189037.67848112,33
46,195,0.7750284137994606,0.01595024990945098,36.59944698948823,20,1848.9629755850585,TRUE,1.4901161193847656e-8,-328.71220189691115,667.4244037938223,675.4789933570435,112815914.80778366,33
47,456,0.7917627135852211,0.013340458100259762,40.26288867035745,20,2071.971415717119,TRUE,1.4901161193847656e-8,-332.92559911967766,675.8511982393553,683.9057878025765,141671163.06911042,33
48,267,0.7232815423310412,0.01878404533453168,40.28093760739156,20,2001.8071527188772,TRUE,1.4901161193847656e-8,-331.650942464904,673.301884929808,681.3564744930292,132238651.93032311,33
49,514,0.21675850412673534,0.1004680785550799,35.34404862223082,11.406996496464968,2342.030286037453,TRUE,1.4901161193847656e-8,-337.4587528353621,684.9175056707242,692.9720952339453,181008493.40365025,33
50,380,0.5037200410883113,0.04214049094076896,34.84792093952141,16.969152897768293,2338.9358633207517,TRUE,1.4901161193847656e-8,-337.40983402093667,684.8196680418733,692.8742576050945,180530492.10002366,33
51,208,0.8214896423037235,0.013462285100617344,39.30012597926605,19.570342615435095,1964.4964426667411,TRUE,1.4901161193847656e-8,-330.95480967475527,671.9096193495105,679.9642089127317,127355127.01725926,33
52,479,0.7679625710055452,0.01296824056400184,39.93764599242565,20,1770.9756309076954,TRUE,1.4901161193847656e-8,-327.11771170348254,664.2354234069651,672.2900129701862,103499704.61387402,33
53,487,0.5407627715844501,0.03916528928069615,31.06103020816725,16.270849538262887,2336.90338437392,TRUE,1.4901161193847656e-8,-337.37766793404387,684.7553358680877,692.8099254313089,180216875.12064326,33
54,634,0.22047880670400286,0.11954515593223534,57.57641077800774,0,2241.7694096053597,TRUE,1.4901161193847656e-8,-335.8399019089989,681.6798038179978,689.734393381219,165842492.83279797,33
55,246,0.7343064375261323,0.016749274901094683,39.00882137566831,20,1742.406216872754,TRUE,1.4901161193847656e-8,-326.5159600779391,663.0319201558782,671.0865097190994,100187321.01169513,33
55,417,0.7343064443188115,0.016749274541050473,39.00882114799991,20,1742.4062168727553,TRUE,1.4901161193847656e-8,-326.5159600779391,663.0319201558782,671.0865097190994,100187321.01169531,33
56,396,0.8778215370676645,0.00980054021114397,37.65638212368467,20,1580.444079834078,TRUE,1.4901161193847656e-8,-322.906196771287,655.812393542574,663.8669831057952,82427515.15292531,33
57,264,0.2302695717160646,0.11235797953039678,60.812709575361474,0,2298.9948698111243,TRUE,1.4901161193847656e-8,-336.77254408290696,683.5450881658139,691.5996777290351,174417454.57678968,33
58,672,0.19356083326809204,0.12306202439667793,59.13290109676907,0,2015.812600161306,TRUE,1.4901161193847656e-8,-331.9089079700351,673.8178159400702,681.8724055032914,134095514.48597981,33
59,251,0.754869999310351,0.014972347203890445,40.49318429019969,20,1870.938252257748,TRUE,1.4901161193847656e-8,-329.14936118999543,668.2987223799909,676.353311943212,115513528.14412212,33
60,588,0.7388901450754943,0.01761755560606639,39.62975316406025,20,2856.081520902815,TRUE,1.4901161193847656e-8,-344.80075130285144,699.6015026057029,707.656092168924,269187654.5834037,33
61,564,0.9719450957586029,5.666668685599302e-4,36.412735158482654,20,1682.2731532186992,TRUE,1.4901161193847656e-8,-325.21647956487266,660.4329591297453,668.4875486929665,93391417.74733269,33
62,592,0.23324906654994992,0.11208782601105492,59.48721713540583,0,2619.948110699191,TRUE,1.4901161193847656e-8,-341.60779651663256,693.2155930332651,701.2701825964863,226516227.3909566,33
63,80,0.6829948629017316,0.023903341653622432,35.653615024319116,18.784555512030348,2436.3614329758184,TRUE,1.4901161193847656e-8,-338.91979083679377,687.8395816735875,695.8941712368087,195883282.05903545,33
64,178,0.7952080390133883,0.013251188999925055,37.57300059143296,20,1991.2186840376942,TRUE,1.4901161193847656e-8,-331.4547132014304,672.9094264028608,680.964015966082,130843410.97280663,33
65,300,0.6938883685372496,0.022172064309710162,38.96084655274375,20,1846.9661898087866,TRUE,1.4901161193847656e-8,-328.6722221908052,667.3444443816104,675.3990339448316,112572375.50779396,33
66,95,0.27012634186458295,0.08549304718033292,38.68295733256655,11.525693090103747,2472.4449784980484,TRUE,1.4901161193847656e-8,-339.46375819664934,688.9275163932987,696.9821059565198,201728477.66610706,33
67,152,0.7828108035779517,0.013741687676392578,39.53191998434162,20,1819.9401953058766,TRUE,1.4901161193847656e-8,-328.126814264714,666.253628529428,674.3082180926492,109302016.37816975,33
68,147,0.9188787395168079,0.006216352953166797,36.17726331424262,20,2356.9657273233865,TRUE,1.4901161193847656e-8,-337.693957626737,685.387915253474,693.4425048166952,183324485.51264298,33
68,656,0.9188795661845203,0.006216296523347624,36.17725755921546,20,2356.9657273233847,TRUE,1.4901161193847656e-8,-337.693957626737,685.387915253474,693.4425048166952,183324485.51264268,33
69,553,0.433856593022232,0.05198532069941332,34.18106702968605,15.040693637953236,2528.139551407101,TRUE,1.4901161193847656e-8,-340.2879756052746,690.5759512105492,698.6305407737703,210919156.51583365,33
70,639,0.9626392673165871,0.0022143769401058084,35.494676203146426,19.552531917504588,1656.6841207977338,TRUE,1.4901161193847656e-8,-324.6493487759995,659.298697551999,667.3532871152202,90571875.11141089,33
71,540,0.5964360649832204,0.029038206506646864,36.310223383292325,16.837160575890547,1876.2381036484373,TRUE,1.4901161193847656e-8,-329.2540238018328,668.5080476036655,676.5626371668867,116168890.91221537,33
72,408,0.21429244828114877,0.11797466089091535,59.39980044796042,0,2174.046624969269,TRUE,1.4901161193847656e-8,-334.7049182527142,679.4098365054284,687.4644260686496,155973798.00882888,33
73,221,0.9878515151014412,1.9992251197506594e-4,35.95815326127942,20,1635.8569589328208,TRUE,1.4901161193847656e-8,-324.1812511890105,658.362502378021,666.4170919412421,88308923.67293492,33
74,416,0.7236027374465288,0.019165399015028083,40.13642703390586,20,2547.9523980295994,TRUE,1.4901161193847656e-8,-340.57681160552994,691.1536232110599,699.208212774281,214238026.94661793,33
75,30,0.8501762413807926,0.007937941010546727,37.82049000398474,20,2125.348065922592,TRUE,1.4901161193847656e-8,-333.86669618771305,677.7333923754261,685.7879819386472,149064445.2435898,33
76,105,0.7149900833751803,0.016022175046375847,41.86235036876311,20,1759.7664682377183,TRUE,1.4901161193847656e-8,-326.88278068868374,663.7655613773675,671.8201509405886,102193674.75021714,33
77,447,0.8658883059625818,0.010128000657828479,37.13058102048642,20,1917.5474407528136,TRUE,1.4901161193847656e-8,-330.05981836518,670.11963673036,678.1742262935811,121340610.18874297,33
78,110,0.23901220112729638,0.1088872212363633,59.240162070503835,0,1808.856732754742,TRUE,1.4901161193847656e-8,-327.90079478898235,665.8015895779647,673.8561791411859,107974768.42786129,33
79,55,0.7993152975733478,0.011922459171387043,36.95043709338702,20,1670.043544134322,TRUE,1.4901161193847656e-8,-324.94651846968827,659.8930369393765,667.9476265025977,92038499.49705599,33
80,464,0.8377577513743318,0.011101307549789266,37.67501392829824,20,2526.7795143091666,TRUE,1.4901161193847656e-8,-340.26806574195786,690.5361314839157,698.5907210471369,210692285.55977145,33
81,664,0.9081417159509576,0.005819281059186068,37.726453614307715,20,1967.7202312104896,TRUE,1.4901161193847656e-8,-331.01547784883394,672.0309556976679,680.085545260889,127773455.97439708,33
82,696,0.842035034370363,0.011701259422455002,37.01976711267885,20,2340.9978819102503,TRUE,1.4901161193847656e-8,-337.4424390520768,684.8848781041536,692.9394676673747,180848945.74257314,33
83,405,0.8158452783299555,0.014472423620493259,37.476208987845986,20,2453.5425141297437,TRUE,1.4901161193847656e-8,-339.179797015055,688.35959403011,696.4141835933311,198655738.6651894,33
84,489,0.30390845127289234,0.07511673874017533,38.73009836846565,12.769242255463094,1930.6684162897243,TRUE,1.4901161193847656e-8,-330.3121316418891,670.6242632837782,678.6788528469993,123006857.61073618,33
85,288,0.8692032227943224,0.010197804094042017,37.921027000018746,20,1779.6335071410967,TRUE,1.4901161193847656e-8,-327.29815513901053,664.5963102780211,672.6508998412422,104514148.85139757,33
86,563,0.7013645254926336,0.020897924193798535,38.27866768914996,20,1891.851659848391,TRUE,1.4901161193847656e-8,-329.5606539099253,669.1213078198506,677.1758973830717,118110389.19474669,33
86,608,0.7013646621205302,0.02089791396826271,38.27866516898584,20,1891.85165984839,TRUE,1.4901161193847656e-8,-329.5606539099253,669.1213078198506,677.1758973830717,118110389.19474657,33
86,7,0.7013646533743535,0.020897914767260283,38.27866506266579,20,1891.8516598483902,TRUE,1.4901161193847656e-8,-329.5606539099253,669.1213078198506,677.1758973830717,118110389.19474661,33
86,707,0.7013646272840693,0.020897917036593404,38.27866521294733,20,1891.8516598483898,TRUE,1.4901161193847656e-8,-329.5606539099253,669.1213078198506,677.1758973830717,118110389.19474655,33
87,140,0.1905008465877205,0.11553303612578834,48.48953997194808,5.462781633454915,2605.5111101736043,TRUE,1.4901161193847656e-8,-341.40334735493826,692.8066947098765,700.8612842730977,224026708.79285693,33
88,661,0.31394624173459906,0.07420447255516564,33.521695090550935,13.384109395089395,2176.3002791304853,TRUE,1.4901161193847656e-8,-334.7432532238154,679.4865064476307,687.5410960108519,156297335.86313316,33
89,371,0.6906964987726205,0.023910150105371796,39.03566828773731,20,2778.2007722127037,TRUE,1.4901161193847656e-8,-343.7778095697349,697.5556191394699,705.610208702691,254707184.51386768,33
90,472,0.7126945756883272,0.01939238302270017,36.55724765283701,18.754063369609927,1679.200004307614,TRUE,1.4901161193847656e-8,-325.14882676143753,660.2976535228751,668.3522430860962,93050517.59740081,33
91,568,0.25100120970027107,0.09217621007572976,41.45653203892199,10.15377383009944,2628.092691126218,TRUE,1.4901161193847656e-8,-341.7226392661884,693.4452785323768,701.499868095598,227926749.37398455,33
92,295,0.741507703711144,0.01612925653522585,38.804293782080165,20,2214.216883369141,TRUE,1.4901161193847656e-8,-335.3823347640207,680.7646695280414,688.8192590912626,161790961.4176995,33
93,256,0.4288529736821528,0.05215571665801712,37.609599111651605,15.159131969303386,2013.7333985433763,TRUE,1.4901161193847656e-8,-331.8707247768339,673.7414495536678,681.796039116889,133819032.61349887,33
94,142,0.20228030361373395,0.12062082877863162,58.25176190444549,0,2473.056822508399,TRUE,1.4901161193847656e-8,-339.47291327510624,688.9458265502125,697.0004161134336,201828331.5627262,33
95,492,0.6955658906592186,0.02079619049497909,40.68338639960224,20,2346.8686078657493,TRUE,1.4901161193847656e-8,-337.5351110487653,685.0702220975306,693.1248116607518,181757144.6653288,33
96,360,1,7.555735742019876e-4,38.47136972970795,20,1810.3626035303034,TRUE,1.4901161193847656e-8,-327.93158442438926,665.8631688487785,673.9177584119997,108154620.95661362,33
97,448,0.7277699094106322,0.01791152147270929,33.495075928746154,17.53563449740533,2050.386606600678,TRUE,1.4901161193847656e-8,-332.53812902047434,675.0762580409487,683.1308476041698,138734812.80540565,33
98,369,0.20762426462061073,0.11919743418350408,59.07143688411235,0,2671.326746466915,TRUE,1.4901161193847656e-8,-342.3263640920938,694.6527281841876,702.7073177474088,235487557.35085398,33
99,415,0.5705589917714999,0.032025562670822356,38.26421292078943,18.533704094884875,1835.188247490527,TRUE,1.4901161193847656e-8,-328.4355209011494,666.8710418022988,674.92563136552,111141224.8230026,33
100,134,0.792176183924424,0.009360316726277644,39.139063920880176,20,1908.8281007500807,TRUE,1.4901161193847656e-8,-329.8911908297918,669.7823816595836,677.8369712228048,120239615.70103428,33
