year,Lat,Long,Date,sst
2000,33.875,131.125,2000-01-01,15.489999771118164
2000,33.875,131.125,2000-01-02,15.619999885559082
2000,33.875,131.125,2000-01-03,15.65999984741211
2000,33.875,131.125,2000-01-04,15.9399995803833
2000,33.875,131.125,2000-01-05,15.979999542236328
2000,33.875,131.125,2000-01-06,15.90999984741211
2000,33.875,131.125,2000-01-07,15.9399995803833
2000,33.875,131.125,2000-01-08,16.029998779296875
2000,33.875,131.125,2000-01-09,16.28999900817871
2000,33.875,131.125,2000-01-10,16.079999923706055
2000,33.875,131.125,2000-01-11,15.9399995803833
2000,33.875,131.125,2000-01-12,15.84999942779541
2000,33.875,131.125,2000-01-13,15.789999961853027
2000,33.875,131.125,2000-01-14,15.789999961853027
2000,33.875,131.125,2000-01-15,15.799999237060547
2000,33.875,131.125,2000-01-16,15.739999771118164
2000,33.875,131.125,2000-01-17,15.609999656677246
2000,33.875,131.125,2000-01-18,15.229999542236328
2000,33.875,131.125,2000-01-19,15.069999694824219
2000,33.875,131.125,2000-01-20,15.019999504089355
2000,33.875,131.125,2000-01-21,14.989999771118164
2000,33.875,131.125,2000-01-22,14.969999313354492
2000,33.875,131.125,2000-01-23,14.839999198913574
2000,33.875,131.125,2000-01-24,14.799999237060547
2000,33.875,131.125,2000-01-25,14.819999694824219
2000,33.875,131.125,2000-01-26,14.839999198913574
2000,33.875,131.125,2000-01-27,14.769999504089355
2000,33.875,131.125,2000-01-28,14.779999732971191
2000,33.875,131.125,2000-01-29,14.819999694824219
2000,33.875,131.125,2000-01-30,14.829999923706055
2000,33.875,131.125,2000-01-31,14.829999923706055
2000,33.875,131.125,2000-02-01,14.699999809265137
2000,33.875,131.125,2000-02-02,14.50999927520752
2000,33.875,131.125,2000-02-03,14.5
2000,33.875,131.125,2000-02-04,14.609999656677246
2000,33.875,131.125,2000-02-05,14.699999809265137
2000,33.875,131.125,2000-02-06,14.789999961853027
2000,33.875,131.125,2000-02-07,14.819999694824219
2000,33.875,131.125,2000-02-08,14.819999694824219
2000,33.875,131.125,2000-02-09,14.589999198913574
2000,33.875,131.125,2000-02-10,14.4399995803833
2000,33.875,131.125,2000-02-11,14.119999885559082
2000,33.875,131.125,2000-02-12,14.00999927520752
2000,33.875,131.125,2000-02-13,14.119999885559082
2000,33.875,131.125,2000-02-14,14.179999351501465
2000,33.875,131.125,2000-02-15,14
2000,33.875,131.125,2000-02-16,13.679999351501465
2000,33.875,131.125,2000-02-17,13.199999809265137
2000,33.875,131.125,2000-02-18,12.989999771118164
2000,33.875,131.125,2000-02-19,12.989999771118164
2000,33.875,131.125,2000-02-20,12.859999656677246
2000,33.875,131.125,2000-02-21,12.609999656677246
2000,33.875,131.125,2000-02-22,12.609999656677246
2000,33.875,131.125,2000-02-23,12.65999984741211
2000,33.875,131.125,2000-02-24,12.809999465942383
2000,33.875,131.125,2000-02-25,12.9399995803833
2000,33.875,131.125,2000-02-26,13.029999732971191
2000,33.875,131.125,2000-02-27,13.049999237060547
2000,33.875,131.125,2000-02-28,12.949999809265137
2000,33.875,131.125,2000-02-29,12.789999961853027
2000,33.875,131.125,2000-03-01,13.00999927520752
2000,33.875,131.125,2000-03-02,13.130000114440918
2000,33.875,131.125,2000-03-03,13.1899995803833
2000,33.875,131.125,2000-03-04,13.210000038146973
2000,33.875,131.125,2000-03-05,13.269999504089355
2000,33.875,131.125,2000-03-06,13.5
2000,33.875,131.125,2000-03-07,13.420000076293945
2000,33.875,131.125,2000-03-08,13.359999656677246
2000,33.875,131.125,2000-03-09,13.239999771118164
2000,33.875,131.125,2000-03-10,13.239999771118164
2000,33.875,131.125,2000-03-11,13.34000015258789
2000,33.875,131.125,2000-03-12,13.519999504089355
2000,33.875,131.125,2000-03-13,13.65999984741211
2000,33.875,131.125,2000-03-14,13.84000015258789
2000,33.875,131.125,2000-03-15,13.920000076293945
2000,33.875,131.125,2000-03-16,14.029999732971191
2000,33.875,131.125,2000-03-17,13.889999389648438
2000,33.875,131.125,2000-03-18,13.84999942779541
2000,33.875,131.125,2000-03-19,14.039999961853027
2000,33.875,131.125,2000-03-20,14.029999732971191
2000,33.875,131.125,2000-03-21,14.029999732971191
2000,33.875,131.125,2000-03-22,13.789999961853027
2000,33.875,131.125,2000-03-23,13.399999618530273
