curve.id.list,topt.list,maxgrowth.list,z.list,w.list,a.list,b.list,rsqr.list,s.list,n.list
6556,24.376281889966755,1.6356565059581354,15.625234839014677,32.67716536325582,0.24393307188535912,0.09193374491437216,0.9985223202972372,0.023928844103622747,9
6557,24.41697346332939,1.5708530583293236,14.693806315496772,34.491400596970756,0.2218610510442816,0.09582933949490778,0.9984904934068937,0.022606075702152565,9
6558,24.490207305256188,1.5927744571553502,14.963883454014159,33.94789175858849,0.21865272787589984,0.09653072254978445,0.9973525746144646,0.030828238240991273,9
6559,24.588876880215963,1.612502652297428,13.697644394157944,36.560678537499086,0.20830232407448449,0.10106207479932143,0.9969538125166848,0.032834187498453654,9
6560,24.646738330490123,1.5809562941537,11.077671970513931,41.56722053370473,0.18543916870953092,0.1094915181990956,0.9952732835877702,0.040483298829324985,9
6561,24.466728177255803,1.6407933902179754,14.500480179135272,34.666600062334354,0.21688253472535937,0.0991121701559135,0.9979501314966613,0.028504244271085912,9
6562,24.351747113239405,1.6041237939889188,14.712483948290249,34.230009145731394,0.22471001236506621,0.09638224282526545,0.9988141633901825,0.02124837791884526,9
6563,25.024781964620097,1.6728774272175433,13.368831767409743,37.1040656582859,0.16802633574916187,0.11190022372918498,0.99566500477656394,0.04116638087437196,9
6564,24.645870027273354,1.6362489221338212,11.549227030902397,40.30469582720197,0.18076336667412388,0.11165171028353663,0.9976288026074637,0.02989675181603404,9
6565,24.505310622501227,1.6456941724330707,14.395868325076746,35.321047620976195,0.2304827608159965,0.09641825648258708,0.9947453788202562,0.04347774139353377,9
6566,24.359945953399922,1.653434434246282,14.110524186153146,35.291597081890664,0.22178110808882237,0.0993626503775607,0.9981000810154997,0.027607392008382328,9
6567,24.572604617121833,1.5844017633085647,14.063462512817326,35.988836560039104,0.21373148629344962,0.09849985522487253,0.9989822104228374,0.018362500895003846,9
6568,24.602340600323267,1.6278106023330041,12.330068899144006,39.08801355685691,0.1975988427930117,0.10609220849240715,0.999785605189413,0.008538869854943402,9
6569,24.62317791527485,1.6518290359409264,13.370524013809234,36.82312489015744,0.19398562518535914,0.10597791712150322,0.9976763206873077,0.03023612645742288,9
6570,24.10788821973417,1.6207428821701597,15.285744604958376,33.1099347563468,0.25901020591310064,0.08992173377709273,0.9962267126955362,0.03782330091643593,9
6571,24.543924816201717,1.6505255140669026,13.732367507261815,36.142111209686455,0.20456497278283953,0.10312270441868439,0.9986701019441714,0.022728824456441844,9
6572,24.806372833112135,1.619101174068583,12.741636126157111,38.39899118993074,0.18293833458194708,0.10814931253490959,0.9977106105418073,0.029172375451200064,9
6573,24.77000880165286,1.6359725409486798,44.258399952700294,25.088077879099163,-0.015100370706281497,0.1751750304919844,0.9979920451360783,0.02773033412933781,9
6574,24.170660457442235,1.5920046737367908,14.959659297927375,33.660194799160124,0.24098902300112043,0.09283990189048298,0.9999089349687156,0.005775358682729962,9
6575,24.531689155950076,1.6243965225180785,14.853624465286702,34.033546605763654,0.2126844897901723,0.09880476569568085,0.9990818941699439,0.018792007887854435,9
6576,24.70021843391138,1.6152848198964318,11.608161768013789,40.79095901363104,0.19516868265119974,0.10706433603933549,0.9982519800276669,0.02411765557333031,9
6577,24.456451096840212,1.5917105043778297,13.508498798837245,36.624960245861736,0.20636628883077068,0.10161598248743753,0.9992716630991189,0.016272675844751328,9
6578,24.764168533232073,1.6381796777911362,12.001755207548696,39.56176258817326,0.1762473984945761,0.11176501749954487,0.9996031381933574,0.012156288323618546,9
6579,24.60165158462138,1.6358057446709795,12.76130450466151,38.256022397178484,0.20062628592880147,0.10493626561973803,0.9993977879829897,0.015214442288294633,9
6580,24.346571348714864,1.6086243931684965,15.299717128618605,33.26262076924619,0.23801912696881355,0.09289258300392451,0.997013505999463,0.033134113405933405,9
6581,24.58231520200126,1.5707304823578265,12.122461240958001,39.49369000595629,0.1918343009810166,0.10618960588310704,0.9965625197330223,0.03427052288819066,9
6582,24.36313270194002,1.591043035076973,14.046420745896395,35.8166087192918,0.22802873088355424,0.09629108389645011,0.9978330023289892,0.027055373710177206,9
6583,24.488387478700496,1.6038102174516662,14.896108339188133,34.18020449872035,0.22369968682047822,0.09589099143306033,0.9996449738142799,0.01159988271810845,9
