isolate.code,time,lat,lon,temp,growth_rate,day
11,2005-01-01T00:00:00Z,-57.875,62.125,0.5699999928474426,0.3953662788626238,1
11,2005-01-02T00:00:00Z,-57.875,62.125,0.5600000023841858,0.3936699412163943,2
11,2005-01-03T00:00:00Z,-57.875,62.125,0.6899999976158142,0.41542108697371605,3
11,2005-01-04T00:00:00Z,-57.875,62.125,0.8700000047683716,0.4444497295193644,4
11,2005-01-05T00:00:00Z,-57.875,62.125,0.6399999856948853,0.4071326854255359,5
11,2005-01-06T00:00:00Z,-57.875,62.125,0.9899999499320984,0.46309001095582203,6
11,2005-01-07T00:00:00Z,-57.875,62.125,0.949999988079071,0.45694042801560725,7
11,2005-01-08T00:00:00Z,-57.875,62.125,1.1399999856948853,0.4855773595796821,8
11,2005-01-09T00:00:00Z,-57.875,62.125,1.4900000095367432,0.5344632889792992,9
11,2005-01-10T00:00:00Z,-57.875,62.125,1.9199999570846558,0.5874442721915526,10
11,2005-01-11T00:00:00Z,-57.875,62.125,1.8299999237060547,0.5770153753239808,11
11,2005-01-12T00:00:00Z,-57.875,62.125,1.8899999856948853,0.584007304008181,12
11,2005-01-13T00:00:00Z,-57.875,62.125,2.2899999618530273,0.6265528540619397,13
11,2005-01-14T00:00:00Z,-57.875,62.125,2.240000009536743,0.6216264997739877,14
11,2005-01-15T00:00:00Z,-57.875,62.125,2.009999990463257,0.5975178898101214,15
11,2005-01-16T00:00:00Z,-57.875,62.125,1.7699999809265137,0.5698668997179355,16
11,2005-01-17T00:00:00Z,-57.875,62.125,1.8399999141693115,0.5781915908223946,17
11,2005-01-18T00:00:00Z,-57.875,62.125,2.049999952316284,0.6018802146881165,18
11,2005-01-19T00:00:00Z,-57.875,62.125,2.1599998474121094,0.613509478869368,19
11,2005-01-20T00:00:00Z,-57.875,62.125,1.899999976158142,0.5851573392942698,20
11,2005-01-21T00:00:00Z,-57.875,62.125,2.240000009536743,0.6216264997739877,21
11,2005-01-22T00:00:00Z,-57.875,62.125,2.319999933242798,0.6294542043793075,22
11,2005-01-23T00:00:00Z,-57.875,62.125,1.9900000095367432,0.5953101692377167,23
11,2005-01-24T00:00:00Z,-57.875,62.125,1.7899999618530273,0.5722670655671922,24
11,2005-01-25T00:00:00Z,-57.875,62.125,1.8299999237060547,0.5770153753239808,25
11,2005-01-26T00:00:00Z,-57.875,62.125,1.8399999141693115,0.5781915908223946,26
11,2005-01-27T00:00:00Z,-57.875,62.125,1.9799998998641968,0.5941996707499542,27
11,2005-01-28T00:00:00Z,-57.875,62.125,2.129999876022339,0.6103914631198389,28
11,2005-01-29T00:00:00Z,-57.875,62.125,2.0999999046325684,0.6072331831137964,29
11,2005-01-30T00:00:00Z,-57.875,62.125,1.899999976158142,0.5851573392942698,30
11,2005-01-31T00:00:00Z,-57.875,62.125,2.3999998569488525,0.6369904469338338,31
11,2005-02-01T00:00:00Z,-57.875,62.125,1.9199999570846558,0.5874442721915526,32
11,2005-02-02T00:00:00Z,-57.875,62.125,2.299999952316284,0.6275245178374796,33
11,2005-02-03T00:00:00Z,-57.875,62.125,2.6499998569488525,0.6586385869145615,34
11,2005-02-04T00:00:00Z,-57.875,62.125,2.309999942779541,0.6284916360250499,35
11,2005-02-05T00:00:00Z,-57.875,62.125,2.009999990463257,0.5975178898101214,36
11,2005-02-06T00:00:00Z,-57.875,62.125,2.3899998664855957,0.6360644303836122,37
11,2005-02-07T00:00:00Z,-57.875,62.125,2.4600000381469727,0.6424500667587096,38
11,2005-02-08T00:00:00Z,-57.875,62.125,2.2799999713897705,0.6255766489412333,39
11,2005-02-09T00:00:00Z,-57.875,62.125,2.109999895095825,0.6082904099223913,40
11,2005-02-10T00:00:00Z,-57.875,62.125,2.379999876022339,0.6351338299457517,41
11,2005-02-11T00:00:00Z,-57.875,62.125,2.569999933242798,0.6520272677786766,42
11,2005-02-12T00:00:00Z,-57.875,62.125,2.1499998569488525,0.6124746210963672,43
11,2005-02-13T00:00:00Z,-57.875,62.125,1.2200000286102295,0.4971970175204427,44
11,2005-02-14T00:00:00Z,-57.875,62.125,1.71999990940094,0.5637908690703923,45
11,2005-02-15T00:00:00Z,-57.875,62.125,1.709999918937683,0.5625627384161445,46
11,2005-02-16T00:00:00Z,-57.875,62.125,2.119999885559082,0.609343171323506,47
11,2005-02-17T00:00:00Z,-57.875,62.125,1.6200000047683716,0.5513165729952506,48
11,2005-02-18T00:00:00Z,-57.875,62.125,1.9299999475479126,0.5885811615108042,49
11,2005-02-19T00:00:00Z,-57.875,62.125,1.8700000047683716,0.5816941164722872,50
11,2005-02-20T00:00:00Z,-57.875,62.125,2,0.5964162392253934,51
11,2005-02-21T00:00:00Z,-57.875,62.125,2.119999885559082,0.609343171323506,52
11,2005-02-22T00:00:00Z,-57.875,62.125,2.129999876022339,0.6103914631198389,53
11,2005-02-23T00:00:00Z,-57.875,62.125,2.2799999713897705,0.6255766489412333,54
11,2005-02-24T00:00:00Z,-57.875,62.125,2.619999885559082,0.656194440930003,55
11,2005-02-25T00:00:00Z,-57.875,62.125,2.559999942779541,0.6511798325593657,56
11,2005-02-26T00:00:00Z,-57.875,62.125,2.379999876022339,0.6351338299457517,57
11,2005-02-27T00:00:00Z,-57.875,62.125,2,0.5964162392253934,58
11,2005-02-28T00:00:00Z,-57.875,62.125,2.069999933242798,0.6040347521784115,59
11,2005-03-01T00:00:00Z,-57.875,62.125,1.7300000190734863,0.565014710625308,60
11,2005-03-02T00:00:00Z,-57.875,62.125,1.5899999141693115,0.5474909586556155,61
11,2005-03-03T00:00:00Z,-57.875,62.125,1.96999990940094,0.5930847744028934,62
11,2005-03-04T00:00:00Z,-57.875,62.125,1.7699999809265137,0.5698668997179355,63
11,2005-03-05T00:00:00Z,-57.875,62.125,1.7999999523162842,0.5734606519261392,64
11,2005-03-06T00:00:00Z,-57.875,62.125,2.009999990463257,0.5975178898101214,65
11,2005-03-07T00:00:00Z,-57.875,62.125,2.2699999809265137,0.6245959067156255,66
11,2005-03-08T00:00:00Z,-57.875,62.125,2.049999952316284,0.6018802146881165,67
11,2005-03-09T00:00:00Z,-57.875,62.125,2.2100000381469727,0.6186164112943316,68
11,2005-03-10T00:00:00Z,-57.875,62.125,2.2899999618530273,0.6265528540619397,69
11,2005-03-11T00:00:00Z,-57.875,62.125,1.8700000047683716,0.5816941164722872,70
11,2005-03-12T00:00:00Z,-57.875,62.125,1.5399999618530273,0.5410300024027326,71
11,2005-03-13T00:00:00Z,-57.875,62.125,1.809999942779541,0.5746499017522533,72
11,2005-03-14T00:00:00Z,-57.875,62.125,1.6799999475479126,0.5588525654403327,73
11,2005-03-15T00:00:00Z,-57.875,62.125,1.5199999809265137,0.538415979519932,74
11,2005-03-16T00:00:00Z,-57.875,62.125,1.3199999332427979,0.5113521678081593,75
11,2005-03-17T00:00:00Z,-57.875,62.125,1.9799998998641968,0.5941996707499542,76
11,2005-03-18T00:00:00Z,-57.875,62.125,2.0899999141693115,0.6061714950925065,77
11,2005-03-19T00:00:00Z,-57.875,62.125,1.6399999856948853,0.5538456651670128,78
11,2005-03-20T00:00:00Z,-57.875,62.125,2,0.5964162392253934,79
11,2005-03-21T00:00:00Z,-57.875,62.125,1.5699999332427979,0.544919299466697,80
11,2005-03-22T00:00:00Z,-57.875,62.125,1.809999942779541,0.5746499017522533,81
11,2005-03-23T00:00:00Z,-57.875,62.125,1.559999942779541,0.5436271041553667,82
11,2005-03-24T00:00:00Z,-57.875,62.125,1.9299999475479126,0.5885811615108042,83
11,2005-03-25T00:00:00Z,-57.875,62.125,2.190000057220459,0.6165871411293544,84
11,2005-03-26T00:00:00Z,-57.875,62.125,2.129999876022339,0.6103914631198389,85
11,2005-03-27T00:00:00Z,-57.875,62.125,1.75,0.5674494371139974,86
11,2005-03-28T00:00:00Z,-57.875,62.125,1.6299999952316284,0.5525832525175817,87
11,2005-03-29T00:00:00Z,-57.875,62.125,1.399999976158142,0.5223782949043627,88
11,2005-03-30T00:00:00Z,-57.875,62.125,2.0199999809265137,0.5986151168222074,89
11,2005-03-31T00:00:00Z,-57.875,62.125,2.119999885559082,0.609343171323506,90
11,2005-04-01T00:00:00Z,-57.875,62.125,1.5399999618530273,0.5410300024027326,91
11,2005-04-02T00:00:00Z,-57.875,62.125,1.71999990940094,0.5637908690703923,92
11,2005-04-03T00:00:00Z,-57.875,62.125,1.5,0.5357850679244837,93
11,2005-04-04T00:00:00Z,-57.875,62.125,1.7599999904632568,0.5686603284550037,94
11,2005-04-05T00:00:00Z,-57.875,62.125,1.9799998998641968,0.5941996707499542,95
11,2005-04-06T00:00:00Z,-57.875,62.125,1.6999999284744263,0.5613303081966904,96
11,2005-04-07T00:00:00Z,-57.875,62.125,1.409999966621399,0.5237378189745754,97
11,2005-04-08T00:00:00Z,-57.875,62.125,1.2999999523162842,0.5085541432703068,98
11,2005-04-09T00:00:00Z,-57.875,62.125,1.7400000095367432,0.5662342298024211,99
11,2005-04-10T00:00:00Z,-57.875,62.125,2.0199999809265137,0.5986151168222074,100
11,2005-04-11T00:00:00Z,-57.875,62.125,1.959999918937683,0.5919654711470054,101
11,2005-04-12T00:00:00Z,-57.875,62.125,2.059999942779541,0.6029597056626083,102
11,2005-04-13T00:00:00Z,-57.875,62.125,1.9900000095367432,0.5953101692377167,103
11,2005-04-14T00:00:00Z,-57.875,62.125,1.8499999046325684,0.5793634532935736,104
11,2005-04-15T00:00:00Z,-57.875,62.125,1.4199999570846558,0.5250931652669154,105
11,2005-04-16T00:00:00Z,-57.875,62.125,1.2799999713897705,0.5057395840410137,106
11,2005-04-17T00:00:00Z,-57.875,62.125,1.8600000143051147,0.580530972499488,107
11,2005-04-18T00:00:00Z,-57.875,62.125,1.5999999046325684,0.5487704144043468,108
11,2005-04-19T00:00:00Z,-57.875,62.125,0.8700000047683716,0.4444497295193644,109
11,2005-04-20T00:00:00Z,-57.875,62.125,1.2699999809265137,0.5043261139032454,110
11,2005-04-21T00:00:00Z,-57.875,62.125,1.100000023841858,0.47966973132806395,111
11,2005-04-22T00:00:00Z,-57.875,62.125,0.9199999570846558,0.4522862674299915,112
