replicate,run,a,b,w,z,sigma,isConv,finTol,logLik,AIC,BIC,deviance,df.residual
41,590,0.20467522678102434,0.14075539169837925,45,8.900225950999069,2403.7492813209547,TRUE,1.4901161193847656e-8,-522.5385996770858,1055.0771993541716,1065.2924556933444,306234562.1949034,53
42,373,0.23502749658853858,0.12807716210331782,35.671529244854455,13.545198014115277,2312.38605750457,TRUE,1.4901161193847656e-8,-520.3298609529224,1050.659721905845,1060.8749782450177,283397851.78390104,53
43,248,0.23594982613823381,0.12786085515095866,32.997342847015375,14.926989562115256,2275.7734430463433,TRUE,1.4901161193847656e-8,-519.4201439642259,1048.8402879284517,1059.0555442676246,274494672.4959754,53
44,1303,0.21230473072550746,0.13473205768829025,37.11044997999071,12.86760673732096,2091.559211057065,TRUE,1.4901161193847656e-8,-514.6087655419249,1039.2175310838497,1049.4327874230225,231854856.46795556,53
45,1255,0.20875428699166054,0.13841329757457216,39.77085528985895,11.554546597238174,2373.9480992258964,TRUE,1.4901161193847656e-8,-521.8275084233928,1053.6550168467857,1063.8702731859585,298688367.624367,53
46,1238,0.19629759800341376,0.14170566327879863,43.19616099803823,9.819580967595874,2048.3404339173476,TRUE,1.4901161193847656e-8,-513.4186111867162,1036.8372223734325,1047.0524787126053,222372022.26069748,53
47,979,0.23514138033679433,0.1316678495718558,37.02100690553461,12.915991604889244,2328.583956020539,TRUE,1.4901161193847656e-8,-520.7277449994549,1051.4554899989098,1061.6707463380826,287382071.73252195,53
48,1155,0.23271899749060268,0.13063572864329254,34.92519588391185,13.97290388268481,2145.5437329589436,TRUE,1.4901161193847656e-8,-516.0613072001184,1042.122614400237,1052.3378707394097,243977969.2320881,53
49,1115,0.21862616305810878,0.1338454205618233,36.65858555700631,13.101057518935026,2310.420665414051,TRUE,1.4901161193847656e-8,-520.2813937066696,1050.5627874133393,1060.778043752512,282916313.5121323,53
50,166,0.19797177863319984,0.14242809510582827,45,8.912209003717745,2335.0254171369506,TRUE,1.4901161193847656e-8,-520.88520394927,1051.77040789854,1061.9856642377129,288974216.0298063,53
51,1206,1.2,0.03208227542099398,28.263823383388125,19.134692416643382,4772.766626513971,TRUE,1.4901161193847656e-8,-561.6346958098687,1133.2693916197375,1143.4846479589103,1207302967.371774,53
52,1205,1.2,0.03400245635859623,28.140430190129294,19.05115990346176,4596.825545268906,TRUE,1.4901161193847656e-8,-559.4937657831196,1128.987531566239,1139.202787905412,1119932669.9627492,53
53,128,1.0258641262649728,0.04665032037980479,27.25699231812369,19.151735028789663,3715.369608730768,TRUE,1.4901161193847656e-8,-547.3591610530581,1104.7183221061161,1114.933578445289,731610480.4624517,53
54,1039,0.25394252657348376,0.12446677320981345,33.46274378703341,14.6657333917879,2100.1027824024804,TRUE,1.4901161193847656e-8,-514.8411240869708,1039.6822481739416,1049.8975045131144,233752879.92269588,53
55,1266,0.24625628585631665,0.12805124292267475,36.34056602994569,13.226856947090438,2126.171675773093,TRUE,1.4901161193847656e-8,-515.5443182513291,1041.0886365026581,1051.303892841831,239592117.72756734,53
56,1299,0.25471181003234883,0.1256092490883945,34.51072690921897,14.146585382589125,1986.625765484651,TRUE,1.4901161193847656e-8,-511.6748491457724,1033.3496982915449,1043.5649546307175,209174142.40063623,53
57,1057,0.24379097921609225,0.12723149540362297,34.87912859527037,13.960789729489306,2127.3439993710595,TRUE,1.4901161193847656e-8,-515.5757381175665,1041.151476235133,1051.3667325743058,239856402.05798283,53
58,1110,0.22668882365730816,0.13038647432529127,36.86761246176063,12.94986973406195,2276.381553363002,TRUE,1.4901161193847656e-8,-519.4353729220636,1048.8707458441272,1059.0860021833,274641387.7540417,53
59,1307,0.2307813079118824,0.12913336047950785,36.23740296996427,13.261978277594666,2306.9968261244285,TRUE,1.4901161193847656e-8,-520.196862093215,1050.39372418643,1060.6089805256029,282078420.8546539,53
60,1034,0.24489157984166335,0.12760657466400185,35.21782632913012,13.795369133097733,2085.5512961545346,TRUE,1.4901161193847656e-8,-514.4447998603873,1038.8895997207746,1049.1048560599475,230524783.07126856,53
61,1105,0.22235107533920237,0.13092756986704546,36.65682853923313,13.057443839935829,2184.358716425834,TRUE,1.4901161193847656e-8,-517.0832763326642,1044.1665526653285,1054.3818090045013,252885419.10735238,53
62,980,0.20018905719241462,0.1403346610638136,40.09092068174703,11.400810717391701,2239.796674602811,TRUE,1.4901161193847656e-8,-518.5118559119861,1047.0237118239722,1057.238968163145,265884524.6087759,53
63,1128,0.26968110695438036,0.1210120353129683,33.26731966488119,14.736600552568111,1837.7428651239732,TRUE,1.4901161193847656e-8,-507.2345782450186,1024.4691564900372,1034.68441282921,178996838.43064567,53
64,624,0.23727970184302774,0.12813059172603422,36.41982572749515,13.165898016389336,2112.184528158804,TRUE,1.4901161193847656e-8,-515.1681014965357,1040.3362029930713,1050.5514593322441,236450144.49265173,53
65,308,0.2461238358072264,0.12680329193272452,34.5306896356927,14.138555019128408,2008.367877578405,TRUE,1.4901161193847656e-8,-512.2952819854345,1034.590563970869,1044.8058203100418,213777701.1795057,53
66,414,0.9835704738035659,0.049569729321300715,27.012403432994297,19.18024983923376,3623.845844714149,TRUE,1.4901161193847656e-8,-545.9374491444903,1101.8748982889806,1112.0901546281534,696009711.4313562,53
67,1308,0.28756216663778383,0.11895115969601879,32.56246417642115,15.101248201465078,1901.7849947401573,TRUE,1.4901161193847656e-8,-509.18710191311396,1028.374203826228,1038.5894601654006,191689666.8095975,53
68,1306,0.2195425983434867,0.13162327274545357,38.3431499674158,12.455220190632437,2093.099441936134,TRUE,1.4901161193847656e-8,-514.6507250761912,1039.3014501523824,1049.5167064915552,232196459.51316792,53
69,1205,1.2,0.03389536348060227,28.130707978094044,19.04457860773738,4320.362635129835,TRUE,1.4901161193847656e-8,-555.9582481944527,1121.9164963889054,1132.1317527280783,989273264.8483789,53
70,1050,0.24367776699884725,0.12767785258811593,36.54974301752397,13.105265666695354,2225.2947038898005,TRUE,1.4901161193847656e-8,-518.1415991055225,1046.283198211045,1056.4984545502177,262452635.51547974,53
71,1104,0.21039736130284584,0.13589961913585877,38.28401939307825,12.279386341341887,2061.8869554890084,TRUE,1.4901161193847656e-8,-513.7943346940763,1037.5886693881525,1047.8039257273253,225323024.31243375,53
72,1045,0.21755312466527638,0.1351250036420211,38.736193771821576,12.05100716145271,2114.2217786226274,TRUE,1.4901161193847656e-8,-515.2230528083608,1040.4461056167215,1050.6613619558943,236906487.64771795,53
73,987,0.20504532349312318,0.1401144343573562,45,8.888832994720769,2345.2930973829593,TRUE,1.4901161193847656e-8,-521.1352974893189,1052.2705949786377,1062.4858513178106,291521184.76950425,53
74,1205,1.2,0.03366741532004638,28.203014830734794,19.093530761148656,4731.11761030959,TRUE,1.4901161193847656e-8,-561.1351086806618,1132.2702173613236,1142.4854737004964,1186324113.6568213,53
