"curve.id.list","topt.list","maxgrowth.list","z.list","w.list","a.list","b.list","rsqr.list","s.list","n.list"
"1",22.0871,0.0490308,18.0677,33.6361,0.026716,0.0301534,0.996126,0.00103218,6
"2",21.1302,0.0512522,15.1215,30.9031,0.0172455,0.0593069,0.999044,0.00103062,6
"3",21.0746,0.0506499,14.4602,31.0369,0.0150412,0.0671251,0.999743,0.0010362,6
"4",21.3684,0.04937,12.6058,34.4349,0.0121176,0.0797652,0.978337,0.00181712,6
"5",23.4659,0.048555,20.3172,39.0239,0.0334706,0.0169785,0.98504,0.00195362,6
"6",20.9803,0.0509816,12.6921,32.6288,0.0118097,0.0839397,0.988896,0.00162857,6
"7",21.3944,0.05247,10.7745,36.6086,0.0102397,0.0955561,0.987977,0.00166064,6
"8",21.2412,0.049073,15.9091,32.0913,0.0205207,0.0465553,0.992258,0.00131477,6
"9",22.4506,0.0499345,18.1994,34.5898,0.0269534,0.0302409,0.995866,0.00117267,6
"10",21.2391,0.0486542,17.2555,32.9928,0.0266985,0.0310848,0.996949,0.001013,6
"11",21.2905,0.0513198,13.9467,32.2961,0.0142602,0.0710322,0.996729,0.00105993,6
"12",21.65,0.0522041,13.3584,33.1436,0.0121699,0.0805697,0.997043,0.00105965,6
"13",21.0578,0.0502399,11.0157,36.011,0.0109756,0.0899301,0.992061,0.00125897,6
"14",21.2967,0.0487918,16.0446,32.3102,0.0209517,0.0449388,0.997611,0.00104277,6
"15",21.0258,0.0499232,14.3307,31.7061,0.0155435,0.0648391,0.994021,0.0011668,6
"16",20.94,0.0502536,14.3275,31.7091,0.0160318,0.0636869,0.997815,0.00113636,6
"17",21.5969,0.0502205,15.8896,32.9096,0.0202833,0.0479144,0.99249,0.00121971,6
"18",21.7353,0.0496363,15.0192,33.0594,0.0165313,0.0588854,0.99841,0.00107156,6
"19",21.1274,0.0506467,13.6323,32.7439,0.0143732,0.0707471,0.99838,0.00110098,6
"20",21.3291,0.05319,13.9177,31.1372,0.0127319,0.0790821,0.997134,0.00109549,6
"21",21.4209,0.0491661,16.7494,32.3488,0.0232661,0.038995,0.988274,0.00140125,6
"22",21.1844,0.0509239,14.4023,31.574,0.015185,0.0667495,0.997084,0.00101546,6
"23",21.4682,0.0530117,11.4122,35.7287,0.0107083,0.0922552,0.996993,0.0010736,6
"24",21.2667,0.0499005,16.1432,31.3793,0.0207289,0.0466112,0.990028,0.00129115,6
"25",20.9111,0.0493243,12.19,33.561,0.0114552,0.0848748,0.994106,0.00100479,6
"26",21.9422,0.0508521,16.5822,33.5146,0.0222784,0.0425315,0.99389,0.00103225,6
"27",21.0394,0.0530657,7.24592,41.305,0.00821114,0.116769,0.990481,0.00174288,6
"28",21.1482,0.0522915,12.0203,34.1232,0.0114308,0.0878424,0.995189,0.00116938,6
"29",20.953,0.0493347,16.4136,31.7045,0.0235643,0.0393478,0.998479,0.00103751,6
"30",21.5143,0.0522055,13.9594,32.9719,0.0145347,0.0703893,0.99204,0.0013596,6
"31",21.8778,0.0481944,17.6206,33.986,0.0258391,0.0314553,0.998872,0.00101874,6
"32",20.6039,0.0472994,16.1785,31.5796,0.023211,0.0385207,0.999184,0.00100974,6
"33",21.4836,0.0500553,16.0907,31.9744,0.0203122,0.047604,0.992642,0.00133836,6
"34",21.1784,0.0508974,14.4126,31.1513,0.0146249,0.068758,0.996538,0.00124824,6
"35",21.082,0.0515831,15.5443,30.4445,0.018615,0.0550794,0.993226,0.00113536,6
"36",21.4064,0.052075,13.3213,33.0971,0.013005,0.0775508,0.99832,0.00105745,6
"37",20.9795,0.0495217,14.6372,30.2688,0.0146782,0.0671688,0.99483,0.00101092,6
"38",22.0299,0.0501728,15.4861,33.6403,0.0177937,0.0545051,0.99208,0.00123435,6
"39",22.124,0.0479449,19.1004,35.7174,0.032053,0.0195148,0.995693,0.00117507,6
"40",20.9777,0.0521419,12.8553,32.2855,0.0121247,0.0834528,0.992026,0.00133571,6
